sample_index,time_ps,harmonic_hartree,total_PE_hartree,intramolecular_hartree,lj_hartree,coulombic_hartree,T_kinetic_K
550,65100.000000,0.3250127145,-0.4097533582,0.3250127145,-0.7347660727,0.0000000000,404.036106
551,65200.000000,0.3293967971,-0.4135287489,0.3293967971,-0.7429255460,0.0000000000,400.425390
552,65300.000000,0.3538249701,-0.3665214666,0.3538249701,-0.7203464367,0.0000000000,405.360511
553,65400.000000,0.3255707689,-0.4250664371,0.3255707689,-0.7506372060,0.0000000000,394.318084
554,65500.000000,0.3138106887,-0.4250220746,0.3138106887,-0.7388327634,0.0000000000,429.000293
555,65600.000000,0.2927352057,-0.4436368500,0.2927352057,-0.7363720557,0.0000000000,396.783628
556,65700.000000,0.3138693234,-0.4325126589,0.3138693234,-0.7463819823,0.0000000000,437.134573
557,65800.000000,0.3279409402,-0.4130339322,0.3279409402,-0.7409748724,0.0000000000,392.927591
558,65900.000000,0.3243889778,-0.3993478484,0.3243889778,-0.7237368262,0.0000000000,398.526559
559,66000.000000,0.3006247237,-0.4864276017,0.3006247237,-0.7870523254,0.0000000000,399.852492
560,66100.000000,0.3449784993,-0.3971169604,0.3449784993,-0.7420954597,0.0000000000,374.207740
561,66200.000000,0.3044392604,-0.4482593568,0.3044392604,-0.7526986171,0.0000000000,428.539327
562,66300.000000,0.3107204520,-0.4322722323,0.3107204520,-0.7429926843,0.0000000000,370.051140
563,66400.000000,0.3642006990,-0.3638862732,0.3642006990,-0.7280869723,0.0000000000,390.986829
564,66500.000000,0.3260034702,-0.4163216378,0.3260034702,-0.7423251080,0.0000000000,418.358891
565,66600.000000,0.3166914463,-0.4426650761,0.3166914463,-0.7593565224,0.0000000000,428.786528
566,66700.000000,0.3306112714,-0.4014682472,0.3306112714,-0.7320795186,0.0000000000,401.089668
567,66800.000000,0.3338960201,-0.4200621554,0.3338960201,-0.7539581755,0.0000000000,377.645016
568,66900.000000,0.3149362770,-0.4324847159,0.3149362770,-0.7474209929,0.0000000000,372.939203
569,67000.000000,0.2971416695,-0.4104162548,0.2971416695,-0.7075579243,0.0000000000,393.229447
570,67100.000000,0.3198904478,-0.4079109041,0.3198904478,-0.7278013520,0.0000000000,402.822537
571,67200.000000,0.3069200571,-0.4371043468,0.3069200571,-0.7440244039,0.0000000000,395.738723
572,67300.000000,0.2703154906,-0.4609330288,0.2703154906,-0.7312485194,0.0000000000,420.886294
573,67400.000000,0.2950939178,-0.4575550626,0.2950939178,-0.7526489804,0.0000000000,376.124150
574,67500.000000,0.3234455055,-0.3943435442,0.3234455055,-0.7177890497,0.0000000000,386.528100
575,67600.000000,0.3097198481,-0.4280299937,0.3097198481,-0.7377498418,0.0000000000,416.712233
576,67700.000000,0.3023609084,-0.4533122813,0.3023609084,-0.7556731897,0.0000000000,389.278978
577,67800.000000,0.3255387281,-0.3992565541,0.3255387281,-0.7247952822,0.0000000000,412.785724
578,67900.000000,0.3799067495,-0.3837234941,0.3799067495,-0.7636302436,0.0000000000,382.132091
579,68000.000000,0.3649611523,-0.4137777987,0.3649611523,-0.7787389510,0.0000000000,421.124412
580,68100.000000,0.4236676749,-0.3156038171,0.4236676749,-0.7392714921,0.0000000000,372.457683
581,68200.000000,0.3372244425,-0.4064705640,0.3372244425,-0.7436950065,0.0000000000,384.519567
582,68300.000000,0.3732135585,-0.3687828500,0.3732135585,-0.7419964085,0.0000000000,366.917990
583,68400.000000,0.3473098382,-0.4041687279,0.3473098382,-0.7514785661,0.0000000000,393.439454
584,68500.000000,0.3211353786,-0.4445993862,0.3211353786,-0.7657347648,0.0000000000,421.581306
585,68600.000000,0.2841235074,-0.4788111149,0.2841235074,-0.7629346223,0.0000000000,403.449308
586,68700.000000,0.3352368586,-0.4084722488,0.3352368586,-0.7437091074,0.0000000000,405.421235
587,68800.000000,0.3623010929,-0.3559149365,0.3623010929,-0.7182160294,0.0000000000,395.965565
588,68900.000000,0.3241818691,-0.4172238712,0.3241818691,-0.7414057403,0.0000000000,420.329643
589,69000.000000,0.3490304902,-0.3982319231,0.3490304902,-0.7472624133,0.0000000000,376.821510
590,69100.000000,0.3443871179,-0.4021660350,0.3443871179,-0.7465531529,0.0000000000,407.452749
591,69200.000000,0.3629956869,-0.3496233880,0.3629956869,-0.7126190749,0.0000000000,401.631050
592,69300.000000,0.3780557160,-0.3888762897,0.3780557160,-0.7669320057,0.0000000000,378.933363
593,69400.000000,0.3316712480,-0.4691439203,0.3316712480,-0.8008151683,0.0000000000,395.640845
594,69500.000000,0.3275180098,-0.4016668211,0.3275180098,-0.7291848309,0.0000000000,393.004093
595,69600.000000,0.3229528562,-0.4429919752,0.3229528562,-0.7659448314,0.0000000000,358.078285
596,69700.000000,0.3607341094,-0.3877554814,0.3607341094,-0.7484895907,0.0000000000,397.445557
597,69800.000000,0.3083080513,-0.4515326046,0.3083080513,-0.7598406559,0.0000000000,414.412533
598,69900.000000,0.3617719547,-0.4145125949,0.3617719547,-0.7762845496,0.0000000000,416.660397
599,70000.000000,0.3346369802,-0.4200236149,0.3346369802,-0.7546605951,0.0000000000,397.785937
600,70100.000000,0.3345055542,-0.4285314767,0.3345055542,-0.7630370309,0.0000000000,391.791386
601,70200.000000,0.3415866932,-0.4290139415,0.3415866932,-0.7706006346,0.0000000000,377.374716
602,70300.000000,0.2885943618,-0.4380314924,0.2885943618,-0.7266258542,0.0000000000,411.007596
603,70400.000000,0.3310212362,-0.4198200659,0.3310212362,-0.7508413022,0.0000000000,361.647031
604,70500.000000,0.3168322504,-0.4068983116,0.3168322504,-0.7237305620,0.0000000000,401.505962
605,70600.000000,0.3164443695,-0.3839930048,0.3164443695,-0.7004373743,0.0000000000,403.179792
606,70700.000000,0.2816534505,-0.4661362917,0.2816534505,-0.7477897421,0.0000000000,380.805963
607,70800.000000,0.2801962298,-0.4564438629,0.2801962298,-0.7366400927,0.0000000000,389.830030
608,70900.000000,0.3686664301,-0.3907722873,0.3686664301,-0.7594387174,0.0000000000,387.108242
609,71000.000000,0.3789646790,-0.3686229758,0.3789646790,-0.7475876548,0.0000000000,370.603758
610,71100.000000,0.3467156456,-0.4217720918,0.3467156456,-0.7684877374,0.0000000000,392.242877
611,71200.000000,0.3923279480,-0.3501318490,0.3923279480,-0.7424597970,0.0000000000,380.546743
612,71300.000000,0.3642251540,-0.4152239627,0.3642251540,-0.7794491167,0.0000000000,390.044109
613,71400.000000,0.3627154199,-0.3897910911,0.3627154199,-0.7525065110,0.0000000000,382.248487
614,71500.000000,0.3545367536,-0.4088608005,0.3545367536,-0.7633975541,0.0000000000,384.002694
615,71600.000000,0.4074190946,-0.3814977508,0.4074190946,-0.7889168454,0.0000000000,398.671575
616,71700.000000,0.3919635130,-0.3769509508,0.3919635130,-0.7689144638,0.0000000000,380.386380
617,71800.000000,0.4349845710,-0.3428565514,0.4349845710,-0.7778411224,0.0000000000,371.025103
618,71900.000000,0.3613211926,-0.4429301768,0.3613211926,-0.8042513694,0.0000000000,386.690734
619,72000.000000,0.4183379626,-0.3730323122,0.4183379626,-0.7913702748,0.0000000000,398.882013
620,72100.000000,0.3660775729,-0.4521598408,0.3660775729,-0.8182374137,0.0000000000,383.846637
621,72200.000000,0.4881060570,-0.3012366756,0.4881060570,-0.7893427325,0.0000000000,371.933645
622,72300.000000,0.3828572641,-0.3882939751,0.3828572641,-0.7711512392,0.0000000000,405.131399
623,72400.000000,0.4077858468,-0.4035550377,0.4077858468,-0.8113408846,0.0000000000,368.328450
624,72500.000000,0.4136010255,-0.3579435883,0.4136010255,-0.7715446138,0.0000000000,353.252435
625,72600.000000,0.3997304050,-0.3931465018,0.3997304050,-0.7928769069,0.0000000000,402.111827
626,72700.000000,0.4097409029,-0.3784875597,0.4097409029,-0.7882284626,0.0000000000,394.382840
627,72800.000000,0.3384389220,-0.4540121755,0.3384389220,-0.7924510975,0.0000000000,383.144383
628,72900.000000,0.3557127825,-0.4254039663,0.3557127825,-0.7811167488,0.0000000000,385.483782
629,73000.000000,0.4205684247,-0.3603643718,0.4205684247,-0.7809327965,0.0000000000,397.868233
630,73100.000000,0.4494105389,-0.3214803040,0.4494105389,-0.7708908430,0.0000000000,374.842889
631,73200.000000,0.4010504772,-0.3750629852,0.4010504772,-0.7761134623,0.0000000000,364.594917
632,73300.000000,0.3967028884,-0.3785644688,0.3967028884,-0.7752673572,0.0000000000,400.499582
633,73400.000000,0.3515172951,-0.4155209531,0.3515172951,-0.7670382481,0.0000000000,397.443364
634,73500.000000,0.4006487763,-0.3755585465,0.4006487763,-0.7762073229,0.0000000000,372.309261
635,73600.000000,0.3295388730,-0.4450960647,0.3295388730,-0.7746349378,0.0000000000,415.022782
636,73700.000000,0.3989357164,-0.3686757014,0.3989357164,-0.7676114178,0.0000000000,413.080493
637,73800.000000,0.3684117116,-0.4055007483,0.3684117116,-0.7739124599,0.0000000000,383.905286
638,73900.000000,0.4001922174,-0.3687724037,0.4001922174,-0.7689646211,0.0000000000,367.820737
639,74000.000000,0.3346478298,-0.4338016048,0.3346478298,-0.7684494346,0.0000000000,382.682673
640,74100.000000,0.3926590925,-0.3689522032,0.3926590925,-0.7616112957,0.0000000000,379.239486
641,74200.000000,0.3365588444,-0.4001777591,0.3365588444,-0.7367366035,0.0000000000,395.346507
642,74300.000000,0.3076931584,-0.4421944553,0.3076931584,-0.7498876137,0.0000000000,421.891383
643,74400.000000,0.3909240549,-0.3470999425,0.3909240549,-0.7380239974,0.0000000000,430.371797
644,74500.000000,0.3604940610,-0.3788785639,0.3604940610,-0.7393726249,0.0000000000,393.205604
645,74600.000000,0.3605837010,-0.3872429992,0.3605837010,-0.7478267002,0.0000000000,399.572365
646,74700.000000,0.3551664043,-0.3745009754,0.3551664043,-0.7296673798,0.0000000000,373.496324
647,74800.000000,0.3501382455,-0.3786958220,0.3501382455,-0.7288340675,0.0000000000,394.516111
648,74900.000000,0.3132207195,-0.4464102035,0.3132207195,-0.7596309230,0.0000000000,390.585139
649,75000.000000,0.3099078279,-0.4609081894,0.3099078279,-0.7708160173,0.0000000000,383.682750
650,75100.000000,0.3564485376,-0.3929373531,0.3564485376,-0.7493858907,0.0000000000,398.740834
651,75200.000000,0.3735614318,-0.3616643741,0.3735614318,-0.7352258059,0.0000000000,391.349330
652,75300.000000,0.3585264885,-0.3806122699,0.3585264885,-0.7391387584,0.0000000000,395.608036
653,75400.000000,0.3174850835,-0.4149240047,0.3174850835,-0.7324090881,0.0000000000,396.472964
654,75500.000000,0.3259916037,-0.4088321198,0.3259916037,-0.7348237234,0.0000000000,406.838585
655,75600.000000,0.3164811476,-0.4231020486,0.3164811476,-0.7395831962,0.0000000000,406.490609
656,75700.000000,0.2988080998,-0.4536874937,0.2988080998,-0.7524955936,0.0000000000,414.478189
657,75800.000000,0.3222528814,-0.4401966785,0.3222528814,-0.7624495599,0.0000000000,381.865119
658,75900.000000,0.3384990380,-0.4070343855,0.3384990380,-0.7455334235,0.0000000000,389.250515
659,76000.000000,0.3453876584,-0.4080403295,0.3453876584,-0.7534279879,0.0000000000,381.746178
660,76100.000000,0.2958201664,-0.4725646147,0.2958201664,-0.7683847811,0.0000000000,414.663766
661,76200.000000,0.3292547749,-0.4231112825,0.3292547749,-0.7523660573,0.0000000000,398.213859
662,76300.000000,0.3200268167,-0.3963810751,0.3200268167,-0.7164078918,0.0000000000,383.501246
663,76400.000000,0.3103837974,-0.4397617270,0.3103837974,-0.7501455245,0.0000000000,400.314475
664,76500.000000,0.3307121690,-0.4225203434,0.3307121690,-0.7532325124,0.0000000000,424.440867
665,76600.000000,0.3710714105,-0.3861090008,0.3710714105,-0.7571804112,0.0000000000,353.800630
666,76700.000000,0.3957893583,-0.3155659743,0.3957893583,-0.7113553326,0.0000000000,387.709956
667,76800.000000,0.3185901652,-0.4213043494,0.3185901652,-0.7398945146,0.0000000000,376.585664
668,76900.000000,0.3191714490,-0.4105866114,0.3191714490,-0.7297580603,0.0000000000,392.051545
669,77000.000000,0.3400247728,-0.3806073743,0.3400247728,-0.7206321471,0.0000000000,394.651260
670,77100.000000,0.3268340015,-0.4137485363,0.3268340015,-0.7405825377,0.0000000000,373.917395
671,77200.000000,0.3471744234,-0.4025342208,0.3471744234,-0.7497086442,0.0000000000,397.824227
672,77300.000000,0.2998505131,-0.4296647048,0.2998505131,-0.7295152179,0.0000000000,379.772098
673,77400.000000,0.3221354450,-0.4446642883,0.3221354450,-0.7667997334,0.0000000000,411.181936
674,77500.000000,0.3411449559,-0.4096286437,0.3411449559,-0.7507735996,0.0000000000,424.297065
675,77600.000000,0.3360723324,-0.3628273040,0.3360723324,-0.6988996364,0.0000000000,414.648340
676,77700.000000,0.3671069315,-0.3787603695,0.3671069315,-0.7458673009,0.0000000000,397.265618
677,77800.000000,0.3326310283,-0.4017039150,0.3326310283,-0.7343349433,0.0000000000,413.857448
678,77900.000000,0.3359516622,-0.3976965079,0.3359516622,-0.7336481701,0.0000000000,382.754124
679,78000.000000,0.3788660447,-0.3604219066,0.3788660447,-0.7392879513,0.0000000000,408.240079
680,78100.000000,0.3565683635,-0.4143429861,0.3565683635,-0.7709113496,0.0000000000,349.332621
681,78200.000000,0.3238602783,-0.4619842632,0.3238602783,-0.7858445415,0.0000000000,409.852324
682,78300.000000,0.3590619105,-0.3712496152,0.3590619105,-0.7303115257,0.0000000000,379.659891
683,78400.000000,0.3464972931,-0.4401893389,0.3464972931,-0.7866866320,0.0000000000,393.119354
684,78500.000000,0.3850930781,-0.3850921325,0.3850930781,-0.7701852106,0.0000000000,376.202687
685,78600.000000,0.4069565184,-0.3535338801,0.4069565184,-0.7604903985,0.0000000000,391.408292
686,78700.000000,0.3443945472,-0.4715274115,0.3443945472,-0.8159219588,0.0000000000,385.345422
687,78800.000000,0.4023045236,-0.3766956351,0.4023045236,-0.7790001588,0.0000000000,385.589686
688,78900.000000,0.4633068881,-0.2977100807,0.4633068881,-0.7610169689,0.0000000000,359.320825
689,79000.000000,0.4052514325,-0.3730421161,0.4052514325,-0.7782935487,0.0000000000,378.272765
690,79100.000000,0.4296385896,-0.3761711715,0.4296385896,-0.8058097611,0.0000000000,395.531457
691,79200.000000,0.4251891500,-0.3425336690,0.4251891500,-0.7677228190,0.0000000000,361.025428
692,79300.000000,0.4171667812,-0.3797095448,0.4171667812,-0.7968763259,0.0000000000,383.512639
693,79400.000000,0.4049520094,-0.3998861441,0.4049520094,-0.8048381535,0.0000000000,414.253149
694,79500.000000,0.4562261104,-0.3027004155,0.4562261104,-0.7589265259,0.0000000000,401.226306
695,79600.000000,0.4436140578,-0.3687311572,0.4436140578,-0.8123452150,0.0000000000,393.906605
696,79700.000000,0.4474304513,-0.3755962578,0.4474304513,-0.8230267091,0.0000000000,420.471527
697,79800.000000,0.4457984754,-0.3581995145,0.4457984754,-0.8039979898,0.0000000000,401.052592
698,79900.000000,0.4198391430,-0.3922335295,0.4198391430,-0.8120726724,0.0000000000,390.422622
699,80000.000000,0.3850463622,-0.4426741298,0.3850463622,-0.8277204920,0.0000000000,385.481198
700,80100.000000,0.4097576406,-0.4005111514,0.4097576406,-0.8102687920,0.0000000000,402.687583
701,80200.000000,0.4751537201,-0.3237850670,0.4751537201,-0.7989387871,0.0000000000,387.506409
702,80300.000000,0.4979636959,-0.3350219098,0.4979636959,-0.8329856056,0.0000000000,390.319381
703,80400.000000,0.4678482741,-0.3484346126,0.4678482741,-0.8162828866,0.0000000000,395.684068
704,80500.000000,0.4209649136,-0.3840858716,0.4209649136,-0.8050507852,0.0000000000,387.539805
705,80600.000000,0.4973164117,-0.2685788709,0.4973164117,-0.7658952825,0.0000000000,394.804420
706,80700.000000,0.4750056809,-0.3098860525,0.4750056809,-0.7848917333,0.0000000000,408.028271
707,80800.000000,0.4471951708,-0.3446049966,0.4471951708,-0.7918001674,0.0000000000,372.998595
708,80900.000000,0.4519668088,-0.3187957826,0.4519668088,-0.7707625914,0.0000000000,388.993527
709,81000.000000,0.3725722675,-0.4453004855,0.3725722675,-0.8178727529,0.0000000000,420.021602
710,81100.000000,0.4271994620,-0.3654162242,0.4271994620,-0.7926156862,0.0000000000,392.572765
711,81200.000000,0.4808678651,-0.3008596576,0.4808678651,-0.7817275227,0.0000000000,400.493474
712,81300.000000,0.4282938713,-0.3623141461,0.4282938713,-0.7906080175,0.0000000000,398.845798
713,81400.000000,0.4296899181,-0.3536845181,0.4296899181,-0.7833744362,0.0000000000,379.933322
714,81500.000000,0.4275589760,-0.3647803496,0.4275589760,-0.7923393256,0.0000000000,400.202581
715,81600.000000,0.4490979570,-0.3172535027,0.4490979570,-0.7663514597,0.0000000000,381.806001
716,81700.000000,0.4087974845,-0.3862449360,0.4087974845,-0.7950424205,0.0000000000,411.431407
717,81800.000000,0.4704723346,-0.3264386047,0.4704723346,-0.7969109393,0.0000000000,405.083399
718,81900.000000,0.4578498897,-0.3381341950,0.4578498897,-0.7959840847,0.0000000000,388.660037
719,82000.000000,0.4194935560,-0.3936512379,0.4194935560,-0.8131447939,0.0000000000,397.634970
720,82100.000000,0.4649395568,-0.3348893309,0.4649395568,-0.7998288877,0.0000000000,394.516032
721,82200.000000,0.4061938553,-0.3920118385,0.4061938553,-0.7982056937,0.0000000000,382.189408
722,82300.000000,0.4409588626,-0.3701800745,0.4409588626,-0.8111389371,0.0000000000,375.764311
723,82400.000000,0.3634707289,-0.4356963143,0.3634707289,-0.7991670432,0.0000000000,415.710668
724,82500.000000,0.4411360677,-0.3449660168,0.4411360677,-0.7861020845,0.0000000000,397.292202
725,82600.000000,0.4725935865,-0.3253365469,0.4725935865,-0.7979301334,0.0000000000,398.506945
726,82700.000000,0.4439747838,-0.3669931327,0.4439747838,-0.8109679165,0.0000000000,404.055016
727,82800.000000,0.4064170520,-0.3991465070,0.4064170520,-0.8055635590,0.0000000000,388.113526
728,82900.000000,0.4074858154,-0.4034319798,0.4074858154,-0.8109177952,0.0000000000,389.794324
729,83000.000000,0.3804411789,-0.4126152962,0.3804411789,-0.7930564751,0.0000000000,392.683367
730,83100.000000,0.4142264381,-0.3820913442,0.4142264381,-0.7963177823,0.0000000000,385.479005
731,83200.000000,0.3907759200,-0.4244941962,0.3907759200,-0.8152701162,0.0000000000,405.747755
732,83300.000000,0.4523782252,-0.3570735198,0.4523782252,-0.8094517449,0.0000000000,390.866361
733,83400.000000,0.4865738031,-0.3369433857,0.4865738031,-0.8235171887,0.0000000000,378.165648
734,83500.000000,0.5081961779,-0.2982323477,0.5081961779,-0.8064285256,0.0000000000,365.778026
735,83600.000000,0.4608643377,-0.3641824671,0.4608643377,-0.8250468047,0.0000000000,378.638045
736,83700.000000,0.3958305784,-0.4383798009,0.3958305784,-0.8342103794,0.0000000000,404.061241
737,83800.000000,0.4108546576,-0.4213248501,0.4108546576,-0.8321795077,0.0000000000,387.798790
738,83900.000000,0.4558417590,-0.3503451238,0.4558417590,-0.8061868827,0.0000000000,416.312343
739,84000.000000,0.5262232300,-0.3006826137,0.5262232300,-0.8269058437,0.0000000000,371.332126
740,84100.000000,0.4236809930,-0.3578220099,0.4236809930,-0.7815030029,0.0000000000,393.887421
741,84200.000000,0.4716043090,-0.3341463430,0.4716043090,-0.8057506520,0.0000000000,393.767188
742,84300.000000,0.4435537118,-0.3590465166,0.4435537118,-0.8026002283,0.0000000000,406.088723
743,84400.000000,0.4693573621,-0.3140936318,0.4693573621,-0.7834509939,0.0000000000,403.590331
744,84500.000000,0.4101861924,-0.3621097610,0.4101861924,-0.7722959535,0.0000000000,395.211083
745,84600.000000,0.4261838213,-0.3828376674,0.4261838213,-0.8090214887,0.0000000000,380.493145
746,84700.000000,0.5242286690,-0.2736743774,0.5242286690,-0.7979030464,0.0000000000,385.488715
747,84800.000000,0.4753210617,-0.3699349729,0.4753210617,-0.8452560346,0.0000000000,382.656129
748,84900.000000,0.5091540170,-0.2924104630,0.5091540170,-0.8015644800,0.0000000000,384.318526
749,85000.000000,0.3947987330,-0.4249286990,0.3947987330,-0.8197274320,0.0000000000,395.592689
750,85100.000000,0.3655244029,-0.4492598878,0.3655244029,-0.8147842907,0.0000000000,402.852253
751,85200.000000,0.4309966144,-0.3807299995,0.4309966144,-0.8117266139,0.0000000000,409.395978
752,85300.000000,0.3676652788,-0.4552690509,0.3676652788,-0.8229343296,0.0000000000,412.509160
753,85400.000000,0.4109088653,-0.3841929437,0.4109088653,-0.7951018090,0.0000000000,389.359590
754,85500.000000,0.4188291025,-0.3613343994,0.4188291025,-0.7801635019,0.0000000000,390.911581
755,85600.000000,0.4087663339,-0.3525075008,0.4087663339,-0.7612738347,0.0000000000,385.318447
756,85700.000000,0.3522898053,-0.4121206159,0.3522898053,-0.7644104211,0.0000000000,412.816301
757,85800.000000,0.4052521341,-0.3608179687,0.4052521341,-0.7660701028,0.0000000000,405.805660
758,85900.000000,0.3234222918,-0.4632426986,0.3234222918,-0.7866649904,0.0000000000,388.220370
759,86000.000000,0.4136564061,-0.3423843047,0.4136564061,-0.7560407108,0.0000000000,379.009864
760,86100.000000,0.3840579656,-0.3925505899,0.3840579656,-0.7766085555,0.0000000000,398.082194
761,86200.000000,0.4668323345,-0.3173801782,0.4668323345,-0.7842125126,0.0000000000,402.630814
762,86300.000000,0.4426968574,-0.3475228485,0.4426968574,-0.7902197059,0.0000000000,368.896102
763,86400.000000,0.4737153756,-0.3181910922,0.4737153756,-0.7919064678,0.0000000000,393.471793
764,86500.000000,0.4292314961,-0.3706659596,0.4292314961,-0.7998974557,0.0000000000,391.021322
765,86600.000000,0.4379855244,-0.3458210435,0.4379855244,-0.7838065679,0.0000000000,395.922968
766,86700.000000,0.4745810717,-0.3513794244,0.4745810717,-0.8259604961,0.0000000000,394.528287
767,86800.000000,0.4147667440,-0.3939942691,0.4147667440,-0.8087610131,0.0000000000,431.128824
768,86900.000000,0.4520243554,-0.3700128421,0.4520243554,-0.8220371975,0.0000000000,404.275476
769,87000.000000,0.4209079249,-0.3826952890,0.4209079249,-0.8036032139,0.0000000000,392.687203
770,87100.000000,0.4540820271,-0.4078520079,0.4540820271,-0.8619340350,0.0000000000,397.196438
771,87200.000000,0.3906399427,-0.4282514547,0.3906399427,-0.8188913974,0.0000000000,407.480703
772,87300.000000,0.4245248206,-0.3980062092,0.4245248206,-0.8225310298,0.0000000000,404.371710
773,87400.000000,0.4426403118,-0.3268197327,0.4426403118,-0.7694600445,0.0000000000,398.121854
774,87500.000000,0.4238487714,-0.3612878226,0.4238487714,-0.7851365940,0.0000000000,409.786354
775,87600.000000,0.4421335742,-0.3256774872,0.4421335742,-0.7678110614,0.0000000000,390.068852
776,87700.000000,0.4255602975,-0.3794257046,0.4255602975,-0.8049860021,0.0000000000,382.717205
777,87800.000000,0.4404370089,-0.3728975024,0.4404370089,-0.8133345113,0.0000000000,374.944408
778,87900.000000,0.4190013107,-0.3961992424,0.4190013107,-0.8152005531,0.0000000000,404.248658
779,88000.000000,0.4364626467,-0.3685121220,0.4364626467,-0.8049747687,0.0000000000,387.764924
780,88100.000000,0.4280697345,-0.3730646844,0.4280697345,-0.8011344189,0.0000000000,378.844059
781,88200.000000,0.4035996546,-0.3855077597,0.4035996546,-0.7891074143,0.0000000000,381.121756
782,88300.000000,0.4299877037,-0.3486381684,0.4299877037,-0.7786258721,0.0000000000,390.181921
783,88400.000000,0.4344519068,-0.3403863838,0.4344519068,-0.7748382906,0.0000000000,379.119526
784,88500.000000,0.3864056159,-0.3792405617,0.3864056159,-0.7656461776,0.0000000000,404.239066
785,88600.000000,0.4027083465,-0.3746376464,0.4027083465,-0.7773459930,0.0000000000,396.215858
786,88700.000000,0.4040856788,-0.3908246808,0.4040856788,-0.7949103597,0.0000000000,366.762795
787,88800.000000,0.3803704452,-0.4159050442,0.3803704452,-0.7962754893,0.0000000000,408.650461
788,88900.000000,0.4006188759,-0.3771294157,0.4006188759,-0.7777482915,0.0000000000,398.796154
789,89000.000000,0.3892076395,-0.4026476164,0.3892076395,-0.7918552559,0.0000000000,404.842855
790,89100.000000,0.4728818492,-0.2930141938,0.4728818492,-0.7658960429,0.0000000000,381.155856
791,89200.000000,0.4235966627,-0.3512388761,0.4235966627,-0.7748355388,0.0000000000,382.839865
792,89300.000000,0.3918369948,-0.4112805886,0.3918369948,-0.8031175834,0.0000000000,412.893625
793,89400.000000,0.3737421791,-0.3846319033,0.3737421791,-0.7583740824,0.0000000000,409.530344
794,89500.000000,0.4397070213,-0.3563381069,0.4397070213,-0.7960451283,0.0000000000,392.836604
795,89600.000000,0.3947479535,-0.4136535474,0.3947479535,-0.8084015009,0.0000000000,386.923527
796,89700.000000,0.4378188495,-0.3476311844,0.4378188495,-0.7854500339,0.0000000000,382.234471
797,89800.000000,0.4217033706,-0.3720441023,0.4217033706,-0.7937474728,0.0000000000,367.846812
798,89900.000000,0.4213714846,-0.3596074141,0.4213714846,-0.7809788987,0.0000000000,406.246502
799,90000.000000,0.4660544822,-0.3020505770,0.4660544822,-0.7681050592,0.0000000000,398.282295
800,90100.000000,0.4272840964,-0.3733060776,0.4272840964,-0.8005901740,0.0000000000,402.561204
801,90200.000000,0.4221306302,-0.3902710038,0.4221306302,-0.8124016340,0.0000000000,381.388962
802,90300.000000,0.4404535112,-0.3584944599,0.4404535112,-0.7989479711,0.0000000000,397.786837
803,90400.000000,0.4861845534,-0.3141842531,0.4861845534,-0.8003688065,0.0000000000,374.238943
804,90500.000000,0.4483596193,-0.3607723635,0.4483596193,-0.8091319828,0.0000000000,404.075100
805,90600.000000,0.4498743719,-0.3623568725,0.4498743719,-0.8122312443,0.0000000000,416.645911
806,90700.000000,0.5017476949,-0.3253324858,0.5017476949,-0.8270801807,0.0000000000,372.690202
807,90800.000000,0.4501437142,-0.3704414497,0.4501437142,-0.8205851639,0.0000000000,394.229876
808,90900.000000,0.4360891749,-0.3745096199,0.4360891749,-0.8105987949,0.0000000000,405.503961
809,91000.000000,0.4219109933,-0.3991401798,0.4219109933,-0.8210511731,0.0000000000,384.279257
810,91100.000000,0.4540474354,-0.3681154676,0.4540474354,-0.8221629030,0.0000000000,391.382100
811,91200.000000,0.4852133586,-0.3387951251,0.4852133586,-0.8240084837,0.0000000000,378.373501
812,91300.000000,0.4223988401,-0.4110715935,0.4223988401,-0.8334704336,0.0000000000,375.893275
813,91400.000000,0.4566094203,-0.3195157321,0.4566094203,-0.7761251524,0.0000000000,391.488395
814,91500.000000,0.4093205189,-0.4095183956,0.4093205189,-0.8188389144,0.0000000000,414.285409
815,91600.000000,0.4627335024,-0.3726380667,0.4627335024,-0.8353715691,0.0000000000,400.462467
816,91700.000000,0.4787116285,-0.3695550431,0.4787116285,-0.8482666716,0.0000000000,379.393154
817,91800.000000,0.5333369768,-0.2780668322,0.5333369768,-0.8114038089,0.0000000000,391.091324
818,91900.000000,0.4035730613,-0.4380510823,0.4035730613,-0.8416241436,0.0000000000,411.708871
819,92000.000000,0.4443489899,-0.3904079151,0.4443489899,-0.8347569050,0.0000000000,390.200204
820,92100.000000,0.4464352671,-0.3746502879,0.4464352671,-0.8210855549,0.0000000000,368.894262
821,92200.000000,0.4178590206,-0.3788130802,0.4178590206,-0.7966721008,0.0000000000,386.065999
822,92300.000000,0.4138339496,-0.3814678317,0.4138339496,-0.7953017813,0.0000000000,380.369858
823,92400.000000,0.4186382749,-0.4014943211,0.4186382749,-0.8201325960,0.0000000000,358.354849
824,92500.000000,0.4377226313,-0.3118064188,0.4377226313,-0.7495290501,0.0000000000,399.812910
825,92600.000000,0.4300854536,-0.3373215068,0.4300854536,-0.7674069603,0.0000000000,404.895121
826,92700.000000,0.4706398570,-0.3426709236,0.4706398570,-0.8133107806,0.0000000000,390.151853
827,92800.000000,0.4060889231,-0.4016209024,0.4060889231,-0.8077098255,0.0000000000,385.784345
