# turn-on energies from lambda=0 equilibrium snapshots
# lambda_eval=0.042  T=100.0 K  burn_in_ps=1000.0
time_ps  E_coup_turnon_kjmol  E_coup_relaxed_kjmol  E_dse_kjmol
5110.000001  -366.02792358  -765.72912598  220.47549438
5120.000001  -384.01660156  -756.87915039  185.32107544
5130.000001  -1580.12145996  -6905.32226562  2697.13891602
5140.000001  -765.26177979  -2113.78149414  688.55224609
5150.000001  -727.81726074  -5108.40380859  2144.76513672
5160.000001  -1050.76171875  -4314.96044922  1662.92700195
5170.000001  -789.34240723  -2389.41650391  792.49200439
5180.000001  -757.25927734  -4555.14990234  1937.68444824
5190.000001  -610.20281982  -1847.95727539  618.77056885
5200.000001  -561.10375977  -1656.62805176  543.93280029
5210.000001  -52.16476822  -104.94079590  29.28687859
5220.000001  -275.18920898  -497.96765137  101.91296387
5230.000001  -208.95181274  -472.02740479  136.12765503
5240.000001  -260.64749146  -540.88299561  135.68601990
5250.000001  182.30947876  -92.59158325  131.88447571
5260.000001  262.53567505  -62.99045181  172.83209229
5270.000001  -166.90106201  -2647.29516602  1251.04760742
5280.000001  106.90116119  -798.29077148  440.90356445
5290.000001  200.30325317  -862.58966064  545.09649658
5300.000001  -204.36528015  -4520.36572266  2152.43286133
5310.000001  -680.68334961  -3241.26416016  1284.10278320
5320.000001  107.50784302  -331.49374390  230.90092468
5330.000001  415.15704346  -436.56317139  409.28649902
5340.000001  139.58433533  -840.01330566  488.62493896
5350.000001  132.69308472  -525.41455078  341.28854370
5360.000001  93.65817261  -625.53454590  352.28936768
5370.000001  -636.61712646  -2029.58081055  724.48614502
5380.000001  -343.92340088  -640.22253418  144.86679077
5390.000001  -73.46778870  -918.74053955  419.84307861
5400.000001  346.92166138  -796.03125000  565.76171875
5410.000001  463.03982544  -2896.01269531  1710.35180664
5420.000001  754.32397461  -2111.75341797  1410.79040527
5430.000001  -72.00902557  -1414.93408203  663.39959717
5440.000001  452.79412842  -656.08917236  572.56774902
5450.000001  995.98352051  -1595.65197754  1320.36608887
5460.000001  844.22650146  -1505.36767578  1182.64465332
5470.000001  374.42419434  -769.65771484  585.53649902
5480.000001  183.68902588  103.87271118  39.25437927
5490.000001  297.76296997  -536.56231689  414.67861938
5500.000001  -640.82043457  -2929.33959961  1121.37585449
5510.000001  -401.07836914  -729.20495605  174.49583435
5520.000001  -824.12695312  -2708.43432617  920.76116943
5530.000001  -638.81335449  -2725.13110352  1068.57836914
5540.000001  -683.04400635  -2062.83691406  687.69421387
5550.000001  -550.90539551  -2360.12109375  883.06317139
5560.000001  -407.77554321  -2156.39355469  902.45635986
5570.000001  -1393.23437500  -6290.45654297  2453.74584961
5580.000001  -674.69628906  -2272.05908203  807.85083008
5590.000001  -189.38003540  -2442.76269531  1147.95642090
5600.000001  -549.26678467  -1374.02050781  406.76651001
5610.000001  -517.51269531  -3604.64208984  1512.86535645
5620.000001  -945.67614746  -4570.76416016  1827.35229492
5630.000001  -414.44589233  -1211.75781250  392.34277344
5640.000001  -473.03683472  -1933.40283203  733.71203613
5650.000001  -320.40594482  -2922.31567383  1288.29089355
5660.000001  -477.23074341  -1659.78076172  618.13916016
5670.000001  -198.72843933  -586.97094727  197.73406982
5680.000001  -120.48001862  -1043.17236328  488.41522217
5690.000001  -402.85241699  -2286.38208008  927.60083008
5700.000001  -166.95614624  -2014.70739746  925.00720215
5710.000001  235.52368164  -5037.51953125  2611.96240234
5720.000001  569.77551270  -2041.91125488  1322.39575195
5730.000001  1274.38623047  -4684.81494141  2963.93750000
5740.000001  1241.81420898  -6981.07128906  4110.27734375
5750.000001  901.00195312  -2011.26062012  1467.52075195
5760.000001  1085.55981445  -2032.13513184  1547.05322266
5770.000001  662.99493408  -1598.16540527  1139.35192871
5780.000001  724.17846680  -1730.33129883  1248.96948242
5790.000001  708.19842529  -489.42651367  592.51947021
5800.000001  109.12268066  -90.67870331  94.65019989
5810.000001  136.92298889  -68.17709351  97.65686798
5820.000001  -230.06410217  -350.80178833  61.94446945
5830.000001  47.37570190  -708.99487305  381.17895508
5840.000001  -5.45492315  -38.88302994  15.94220352
5850.000001  160.60514832  93.73583221  35.84244156
5860.000001  -475.46627808  -1111.79736328  312.96398926
5870.000001  -591.22766113  -1424.72900391  417.36157227
5880.000001  -600.70983887  -1481.61462402  443.84796143
5890.000001  -917.01269531  -3549.20434570  1319.44714355
5900.000001  -713.90466309  -2692.08886719  980.55133057
5910.000001  -544.15026855  -2386.08569336  925.49603271
5920.000001  125.51268768  33.71514130  41.25126648
5930.000001  -108.78984833  -1073.74682617  463.54656982
5940.000001  173.25115967  63.20906448  50.87463379
5950.000001  -119.20769501  -163.25622559  21.64667130
5960.000001  299.00646973  61.90343475  119.66594696
5970.000001  -13.44106197  -15.42599964  0.26503035
5980.000001  180.20649719  83.34992981  47.17662430
5990.000001  -123.24694824  -602.32238770  239.35827637
6000.000001  -382.83731079  -1217.82275391  449.35842896
6010.000001  -232.44453430  -1492.53759766  613.67938232
6020.000001  5.27507305  -3573.62915039  1293.85363770
6030.000001  -1416.37182617  -6247.43896484  2432.63964844
6040.000001  -1339.90502930  -8298.67382812  3447.70458984
6050.000001  -1128.85974121  -5692.30273438  2291.18359375
6060.000001  -1544.82556152  -9107.27636719  3760.96337891
6070.000001  -1583.83178711  -7469.92333984  2954.47631836
6080.000001  -1038.36657715  -4294.38476562  1649.18225098
