time_ps,T_bath_K,T_kinetic_K,T_v_fictive_K,T_s_fictive_K,E_bond_kjmol,E_nonbonded_kjmol,E_cav_harmonic_kjmol,E_cav_coupling_kjmol,E_cav_dse_kjmol
0.100500,300.0000,302.7950,445.7589,292.6629,356.280852,-2561.612558,1.575713,0.000000,0.000000
0.201000,300.0000,285.4344,346.1938,296.7269,276.701603,-2543.835037,108.811790,-0.000000,0.000000
0.300000,300.0000,313.7792,403.9779,278.0572,322.886632,-2626.334681,22.721762,-0.000000,0.000000
0.400500,300.0000,340.8410,308.4377,268.2967,246.524400,-2670.346898,67.699745,0.000000,0.000000
0.501000,300.0000,285.5701,404.7441,286.6039,323.499002,-2588.301183,246.271088,0.000000,0.000000
0.600000,300.0000,327.4698,410.7513,272.3787,328.300374,-2651.863701,1.264619,-0.000000,0.000000
0.700500,300.0000,294.2243,349.0640,278.3482,278.995648,-2625.032432,259.908203,0.000000,0.000000
0.801000,300.0000,326.9618,375.9273,284.8005,300.466686,-2596.288615,6.825171,0.000000,0.000000
0.900000,300.0000,313.8692,282.4712,277.6960,225.770186,-2627.952709,154.270233,-0.000000,0.000000
1.000500,300.0000,297.5540,445.5261,285.0330,356.094726,-2595.257420,99.156418,-0.000000,0.000000
1.101000,300.0000,325.9521,329.4775,266.5102,263.340842,-2678.471403,101.696846,0.000000,0.000000
1.200000,300.0000,298.6530,368.9930,269.1199,294.924328,-2666.610240,186.002487,0.000000,0.000000
1.300500,300.0000,328.2162,340.9246,269.3542,272.490160,-2665.547816,8.035017,-0.000000,0.000000
1.401000,300.0000,281.9921,364.4603,280.8687,291.301453,-2613.772635,170.480545,0.000000,0.000000
1.500000,300.0000,292.5919,445.4386,290.6313,356.024811,-2570.536695,26.064201,0.000000,0.000000
1.600500,300.0000,303.7283,312.7671,279.5366,249.984705,-2619.718341,132.131195,0.000000,0.000000
1.701000,300.0000,312.4480,395.3944,281.3683,316.026057,-2611.545582,41.149094,-0.000000,0.000000
1.800000,300.0000,315.3283,338.2445,294.9355,270.347975,-2551.659246,46.633148,-0.000000,0.000000
1.900500,300.0000,292.6049,401.3570,296.3083,320.791773,-2545.661494,115.008163,0.000000,0.000000
2.001000,300.0000,311.9234,372.1216,286.1021,297.424923,-2590.521653,33.075066,-0.000000,0.000000
2.100000,300.0000,305.7930,312.7523,281.3932,249.972871,-2611.434334,141.876404,0.000000,0.000000
2.200500,300.0000,299.7790,411.5725,298.2339,328.956770,-2537.267827,3.206487,0.000000,0.000000
2.301000,300.0000,293.5589,342.2846,293.9112,273.577154,-2556.141626,126.432472,0.000000,0.000000
2.400000,300.0000,294.3339,447.9690,299.7769,358.047274,-2530.557217,45.786957,-0.000000,0.000000
2.500500,300.0000,305.6171,333.8431,291.8094,266.830073,-2565.358493,77.364006,0.000000,0.000000
2.601000,300.0000,310.8464,383.0634,279.8199,306.170315,-2618.452915,40.478977,0.000000,0.000000
2.700000,300.0000,295.4943,381.6148,303.0437,305.012501,-2516.395389,17.242527,-0.000000,0.000000
2.800500,300.0000,302.4134,365.7590,287.0461,292.339466,-2586.345928,85.037048,-0.000000,0.000000
2.901000,300.0000,293.5521,408.8882,293.1289,326.811277,-2559.568904,7.372784,0.000000,0.000000
3.000000,300.0000,302.5982,303.1461,285.7632,242.294984,-2592.022256,86.623024,0.000000,0.000000
3.100500,300.0000,304.0791,393.7374,271.6040,314.701696,-2655.362758,8.701456,-0.000000,0.000000
3.201000,300.0000,294.9198,343.5018,276.4234,274.550006,-2633.658213,83.269257,0.000000,0.000000
3.300000,300.0000,287.3251,378.7646,292.4365,302.734388,-2562.605977,35.402367,0.000000,0.000000
3.400500,300.0000,293.4753,374.9980,274.1793,299.723886,-2643.745709,41.417713,-0.000000,0.000000
3.501000,300.0000,298.1679,311.2870,281.9944,248.801745,-2608.756814,54.301590,-0.000000,0.000000
3.600000,300.0000,281.9130,397.5645,293.3528,317.760549,-2558.587504,3.329587,0.000000,0.000000
3.700500,300.0000,282.1990,330.7747,286.9001,264.377670,-2586.991315,76.742340,0.000000,0.000000
3.801000,300.0000,287.6061,404.5711,280.5938,323.360758,-2614.998514,0.330112,-0.000000,0.000000
3.900000,300.0000,286.6670,327.8907,281.8516,262.072517,-2609.392553,48.344173,-0.000000,0.000000
4.000500,300.0000,295.9120,342.4438,271.8077,273.704369,-2654.442399,24.109425,0.000000,0.000000
4.101000,300.0000,271.8058,394.7805,291.2430,315.535397,-2567.846897,41.121220,0.000000,0.000000
4.200000,300.0000,284.9597,341.4008,279.8007,272.870746,-2618.538794,57.867271,-0.000000,0.000000
4.300500,300.0000,281.2885,400.1710,279.1229,319.843843,-2621.567175,9.979445,0.000000,0.000000
4.401000,300.0000,292.7739,291.8530,281.2202,233.268797,-2612.205702,57.438099,0.000000,0.000000
4.500000,300.0000,298.1282,371.8808,260.2623,297.232418,-2707.058293,3.575274,0.000000,0.000000
4.600500,300.0000,278.5294,360.4706,280.5439,288.112635,-2615.221276,42.381676,0.000000,0.000000
4.701000,300.0000,291.9279,380.1239,269.6898,303.820868,-2664.026198,7.610913,-0.000000,0.000000
4.800000,300.0000,288.5938,375.2368,278.0422,299.914798,-2626.402045,13.909386,-0.000000,0.000000
4.900500,300.0000,278.1137,312.5886,302.6103,249.842029,-2518.270677,30.570757,0.000000,0.000000
5.001000,300.0000,280.0383,436.4461,276.3656,348.837379,-2633.917666,11.411520,0.000000,0.000000
5.100000,300.0000,283.3584,350.7804,275.5046,280.367546,-2637.784472,41.494675,-0.000000,0.000000
5.200500,300.0000,286.5596,394.4363,280.6100,315.260311,-2614.926356,0.776636,0.000000,0.000000
5.301000,300.0000,296.8681,299.6595,264.0838,239.508247,-2689.541161,39.055481,0.000000,0.000000
5.400000,300.0000,288.5195,340.2082,277.1931,271.917500,-2630.206176,13.892941,-0.000000,0.000000
5.500500,300.0000,297.4469,408.1278,252.7116,326.203482,-2741.974899,24.439434,0.000000,0.000000
5.601000,300.0000,287.6442,318.9512,274.3791,254.927479,-2642.846437,19.234648,-0.000000,0.000000
