time_ps,T_bath_K,T_kinetic_K,T_v_fictive_K,T_s_fictive_K,E_bond_kjmol,E_nonbonded_kjmol,E_cav_harmonic_kjmol,E_cav_coupling_kjmol,E_cav_dse_kjmol
0.100500,300.0000,299.4512,342.4557,308.0176,273.713846,-2494.949617,1.475914,0.000000,0.000000
0.201000,300.0000,303.4812,385.3458,296.7098,307.994538,-2543.909735,1.693749,-0.000000,0.000000
0.300000,300.0000,302.8053,372.4505,298.5666,297.687735,-2535.819759,0.356423,-0.000000,0.000000
0.400500,300.0000,299.7726,322.3346,307.6246,257.631733,-2496.638905,2.173376,0.000000,0.000000
0.501000,300.0000,305.8421,358.5465,299.8009,286.574729,-2530.452797,0.351097,-0.000000,0.000000
0.600000,300.0000,310.2478,375.0194,303.1178,299.740999,-2516.074671,2.918964,-0.000000,0.000000
0.700500,300.0000,299.8762,375.7613,310.1810,300.333950,-2485.664750,0.568271,0.000000,0.000000
0.801000,300.0000,310.8340,325.8187,293.2174,260.416454,-2559.181005,0.755924,0.000000,0.000000
0.900000,300.0000,309.4452,322.0904,289.5452,257.436530,-2575.317646,2.023639,-0.000000,0.000000
1.000500,300.0000,293.4325,355.9988,308.3356,284.538441,-2493.583129,0.160232,0.000000,0.000000
1.101000,300.0000,295.9231,381.8298,299.6892,305.184317,-2530.937977,1.735751,0.000000,0.000000
1.200000,300.0000,304.6178,366.0596,290.9014,292.579761,-2569.348696,1.822443,0.000000,0.000000
1.300500,300.0000,305.2821,325.7426,307.8978,260.355677,-2495.464178,0.699933,-0.000000,0.000000
1.401000,300.0000,310.8267,359.9049,295.0775,287.660436,-2551.038223,1.049771,0.000000,0.000000
1.500000,300.0000,293.4786,377.7686,314.5579,301.938323,-2466.959715,0.241521,-0.000000,0.000000
1.600500,300.0000,315.5807,379.1982,287.9086,303.080983,-2582.535303,0.028006,-0.000000,0.000000
1.701000,300.0000,316.6135,333.2637,298.6782,266.367045,-2535.333882,0.386798,-0.000000,0.000000
1.800000,300.0000,305.5306,322.0199,322.2195,257.380173,-2434.465393,0.010453,0.000000,0.000000
1.900500,300.0000,311.2456,389.6354,311.1707,311.423139,-2481.426203,0.603345,0.000000,0.000000
2.001000,300.0000,330.7342,355.6762,296.9653,284.280646,-2542.795390,0.322867,0.000000,0.000000
2.100000,300.0000,309.8494,392.5445,320.0179,313.748247,-2443.770956,0.725711,-0.000000,0.000000
2.200500,300.0000,320.9526,318.9219,307.1987,254.904082,-2498.470694,0.223266,-0.000000,0.000000
2.301000,300.0000,317.6137,403.6147,301.5037,322.596303,-2523.063447,1.545200,0.000000,0.000000
2.400000,300.0000,312.8430,395.1742,303.9820,315.850086,-2512.338810,0.830574,-0.000000,0.000000
2.500500,300.0000,318.0718,356.7785,322.2906,285.161659,-2434.165359,1.029833,-0.000000,0.000000
2.601000,300.0000,324.2743,370.3453,307.7456,296.005187,-2496.118651,2.036821,-0.000000,0.000000
2.700000,300.0000,324.1765,329.7312,312.7171,263.543603,-2474.813583,0.340700,0.000000,0.000000
2.800500,300.0000,308.2687,427.2398,311.8104,341.479099,-2478.689346,4.698034,-0.000000,0.000000
2.901000,300.0000,312.1649,346.1760,326.9668,276.687411,-2414.486583,1.111213,-0.000000,0.000000
3.000000,300.0000,316.5657,365.8018,320.6342,292.373682,-2441.163297,3.340489,-0.000000,0.000000
3.100500,300.0000,328.5605,350.0302,302.2896,279.767957,-2519.659053,3.454340,0.000000,0.000000
3.201000,300.0000,318.0939,379.5201,321.4603,303.338309,-2437.671696,0.945475,0.000000,0.000000
3.300000,300.0000,330.8607,424.7531,292.9748,339.491525,-2560.244527,4.196101,-0.000000,0.000000
3.400500,300.0000,322.1603,330.9836,319.0511,264.544594,-2447.865515,0.389585,0.000000,0.000000
3.501000,300.0000,314.4253,383.5994,320.6775,306.598725,-2440.980132,2.497233,-0.000000,0.000000
3.600000,300.0000,317.3042,343.9836,322.2013,274.935121,-2434.542159,2.772235,0.000000,0.000000
3.700500,300.0000,318.8455,403.9401,316.5970,322.856393,-2458.280957,1.362737,0.000000,0.000000
3.801000,300.0000,321.9643,363.7471,314.5990,290.731412,-2466.784316,2.723619,-0.000000,0.000000
3.900000,300.0000,336.9914,337.4343,315.3207,269.700414,-2463.710561,0.585190,-0.000000,0.000000
4.000500,300.0000,335.3556,398.1701,317.5722,318.244590,-2454.138293,6.765750,0.000000,0.000000
4.101000,300.0000,313.4454,372.8060,352.1722,297.971936,-2310.292998,1.004409,-0.000000,0.000000
4.200000,300.0000,321.2079,432.5423,322.0738,345.717200,-2435.080440,1.814162,-0.000000,0.000000
