time_ps,T_bath_K,T_kinetic_K,T_v_fictive_K,T_s_fictive_K,E_bond_kjmol,E_nonbonded_kjmol,E_cav_harmonic_kjmol,E_cav_coupling_kjmol,E_cav_dse_kjmol
0.100000,100.0000,100.3618,74.2045,112.6259,104.462718,-3660.203765,0.065621,0.000000,0.000000
0.200000,100.0000,101.7282,86.8352,109.6324,122.243689,-3679.388917,1.400444,-0.000000,0.000000
0.300000,100.0000,104.4406,81.8262,106.3095,115.192266,-3700.960054,0.895552,0.000000,0.000000
0.400000,100.0000,102.9728,76.6072,109.9215,107.845109,-3677.526521,0.362411,0.000000,0.000000
0.500000,100.0000,104.5175,86.1462,105.7101,121.273842,-3704.882889,2.256469,-0.000000,0.000000
0.600000,100.0000,100.3982,74.8315,112.2219,105.345390,-3662.779620,0.160139,0.000000,0.000000
0.700000,100.0000,105.2970,81.6820,107.6752,114.989185,-3692.058763,1.024011,0.000000,0.000000
0.800000,100.0000,97.9126,81.7551,110.4026,115.092099,-3674.431046,1.379776,-0.000000,0.000000
0.900000,100.0000,102.5894,71.2676,106.8121,100.328204,-3697.678465,0.247264,-0.000000,0.000000
1.000000,100.0000,96.4269,83.9087,108.7373,118.123854,-3685.171050,0.783835,0.000000,0.000000
1.100000,100.0000,98.2808,74.1212,107.0684,104.345394,-3696.007413,0.507393,-0.000000,0.000000
1.200000,100.0000,102.8449,75.8060,104.7867,106.717149,-3710.945342,0.184721,-0.000000,0.000000
1.300000,100.0000,99.3345,83.7372,104.3482,117.882478,-3713.833019,1.595885,0.000000,0.000000
1.400000,100.0000,96.4044,69.7254,108.1018,98.157139,-3689.288703,0.345955,-0.000000,0.000000
1.500000,100.0000,99.9176,79.1541,104.5000,111.430502,-3712.832552,1.116349,-0.000000,0.000000
1.600000,100.0000,100.0377,80.8678,105.3166,113.843051,-3707.463481,1.546049,0.000000,0.000000
1.700000,100.0000,100.3798,71.6497,107.6127,100.866144,-3692.465104,0.662082,-0.000000,0.000000
1.800000,100.0000,98.5154,84.1961,106.6373,118.528470,-3698.819372,0.925622,0.000000,0.000000
1.900000,100.0000,102.1912,74.0905,104.3389,104.302197,-3713.894445,1.426205,0.000000,0.000000
2.000000,100.0000,99.9619,77.0292,107.3315,108.439116,-3694.294620,0.889562,-0.000000,0.000000
2.100000,100.0000,95.3330,82.4427,109.2056,116.060183,-3682.143489,1.119534,0.000000,0.000000
2.200000,100.0000,95.6634,71.1843,108.1728,100.210931,-3688.827771,1.412619,0.000000,0.000000
2.300000,100.0000,99.2231,79.7228,104.6700,112.231080,-3711.713400,0.844017,-0.000000,0.000000
2.400000,100.0000,96.5535,78.8708,107.3324,111.031655,-3694.288147,2.237762,-0.000000,0.000000
2.500000,100.0000,96.7653,72.7734,108.1105,102.447986,-3689.232497,0.724483,0.000000,0.000000
2.600000,100.0000,99.9093,81.8230,104.2611,115.187691,-3714.407157,1.560350,-0.000000,0.000000
2.700000,100.0000,101.6834,73.9518,102.4484,104.106933,-3726.404738,2.040268,-0.000000,0.000000
