# F(k,t) correlation function
# Reference time: 0.000 ps
# lag_time_ps	F(k,t)
0.000000	453.32741055
1.000000	-82.05202837
2.000000	-35.95680460
3.000000	30.56820786
4.000000	-21.37881249
5.000000	0.32447338
6.000000	-43.54504934
7.000000	72.76725532
8.000000	53.18283263
9.000000	-87.76677307
10.000000	58.30781430
11.000000	5.04215750
12.000000	31.83664185
13.000000	-20.72335814
14.000000	-44.84567834
15.000000	68.17084104
16.000000	-12.69795671
17.000000	53.82256768
18.000000	80.37740092
19.000000	18.57716091
20.000000	8.32012455
21.000000	-68.91306409
22.000000	-26.84735023
23.000000	-9.30485624
24.000000	-64.02083370
25.000000	8.82500381
26.000000	-11.25580409
27.000000	66.23238194
28.000000	-57.50393803
29.000000	76.05009381
30.000000	-70.92873454
31.000000	-12.49858208
32.000000	24.61877059
33.000000	-19.48379527
34.000000	63.58208488
35.000000	-49.74400374
36.000000	46.47196179
37.000000	6.39322882
38.000000	-54.19247558
39.000000	28.03948172
40.000000	3.07285836
41.000000	10.47935688
42.000000	43.05044278
43.000000	44.63182787
44.000000	12.04516753
45.000000	-28.71717955
46.000000	47.87524491
47.000000	-0.87751050
48.000000	-14.83536439
49.000000	22.98137663
50.000000	45.97646061
51.000000	-12.03717431
52.000000	-67.28279120
53.000000	-27.06901336
54.000000	-95.90906220
55.000000	64.50374034
56.000000	37.52410273
58.000000	-105.53572740
60.000000	-0.09005281
62.000000	-15.69724591
64.000000	-10.80547217
66.000000	8.82716055
68.000000	39.74830795
70.000000	64.11905634
72.000000	50.11047571
74.000000	99.81413485
76.000000	54.46362350
78.000000	31.24939380
80.000000	61.66871921
82.000000	-28.89243455
84.000000	37.51095546
86.000000	-59.45137454
88.000000	100.42601508
90.000000	11.88554176
92.000000	0.27247980
94.000000	-58.51792669
96.000000	-29.69279306
98.000000	-79.76086225
100.000000	-16.46023511
102.000000	7.96422519
104.000000	-3.63478619
106.000000	9.94645814
108.000000	-21.21439835
110.000000	44.03532128
112.000000	20.79420792
114.000000	82.80046961
116.000000	-7.68806943
118.000000	-40.74568297
120.000000	29.91161243
122.000000	-108.34069242
124.000000	-55.41611827
126.000000	28.40849037
128.000000	69.15816987
130.000000	33.79824475
132.000000	1.51971288
134.000000	34.17496154
135.001000	17.08451870
137.001000	-0.91133128
139.001000	-76.59850654
141.001000	-95.16581787
143.001000	-15.44703517
145.001000	-11.99680946
147.001000	-30.75837752
149.001000	-14.70056261
151.001000	-23.46213878
153.001000	96.11452177
155.001000	-43.97637162
157.001000	103.91948477
159.001000	-42.66908816
161.001000	36.48865330
163.001000	-50.60496414
165.001000	-36.58452562
167.001000	-88.91721238
169.001000	-49.80987325
171.001000	48.28242359
173.001000	-8.56384887
175.001000	-7.16793485
177.001000	-31.01768500
179.001000	31.00965098
181.001000	-43.26601414
183.001000	-30.68873471
185.001000	81.88001409
187.001000	-33.99779546
189.001000	-17.62200389
191.001000	10.68345852
193.001000	-16.33890637
195.001000	-0.25697198
197.001000	-66.40188703
199.001000	-24.21465076
201.001000	-18.13198874
203.001000	-40.55615671
205.001000	-30.80474653
207.001000	-78.15857331
209.001000	-62.32399441
211.001000	63.95031762
213.001000	43.50855595
215.001000	-21.52718635
217.001000	43.12362379
219.001000	25.25966992
221.001000	83.54764000
223.001000	-10.49434780
225.001000	-12.14076542
227.001000	-40.58177039
229.001000	-36.77183214
231.001000	70.04716323
233.001000	-1.13267843
235.001000	1.50365769
237.001000	92.64732029
239.001000	-15.90754368
241.001000	4.01340350
243.001000	-32.70426295
245.001000	-15.56189785
247.001000	-116.73595826
249.001000	-7.52994638
251.001000	17.46011242
253.001000	28.61381859
255.001000	-24.77855693
257.001000	60.75850680
259.001000	80.83875052
261.001000	36.69169582
263.001000	2.03999100
265.001000	-3.87329531
267.001000	-8.31612808
269.001000	-34.26339838
271.001000	6.68321771
273.001000	77.94574085
275.001000	10.28853579
277.001000	-17.57572106
279.001000	60.33611507
281.001000	3.99792162
283.001000	-7.68584566
285.001000	37.07506420
287.001000	-65.83766473
289.001000	-9.46589695
291.001000	-39.60192040
293.001000	-6.86669961
295.001000	-57.58329329
297.001000	26.58977808
299.001000	-20.66714387
301.001000	14.90133554
303.001000	14.14005032
305.001000	52.89718796
307.001000	8.65130454
309.001000	-11.09265748
311.001000	-85.55681066
313.001000	38.90365373
315.001000	2.44755715
317.001000	26.70286028
319.001000	23.63957372
321.001000	85.88263162
323.001000	63.71681215
325.001000	-63.91612519
327.001000	-78.26038983
329.001000	79.96554433
331.001000	-47.14922572
333.001000	-32.63034454
335.001000	80.84673745
337.001000	-9.17317663
339.001000	-45.50280063
341.001000	-73.17615038
343.001000	-18.60113051
345.001000	-5.93549365
347.001000	6.01647975
349.001000	-8.49904163
351.001000	72.66367111
353.001000	70.58968872
355.001000	-24.69000489
357.001000	-69.99740583
359.001000	-32.61798241
361.001000	127.65917105
363.001000	-70.15345118
365.001000	55.45978278
367.001000	-34.14461674
369.001000	56.13893213
371.001000	32.09240778
373.001000	4.69027710
375.001000	-89.04754546
377.001000	-59.34255004
379.001000	29.41975162
381.001000	7.82678913
383.001000	-66.46588899
385.001000	63.24614420
387.001000	-6.24143433
389.001000	-51.66149045
391.001000	90.46845724
393.001000	-28.85910157
395.001000	-16.79587929
397.001000	85.01373360
399.001000	-4.00612625
401.001000	-61.33107275
403.001000	-30.56568749
405.001000	27.09279354
407.001000	-0.36316125
409.001000	77.66558846
411.001000	13.46595048
413.001000	-26.85105842
415.001000	11.44689450
417.001000	-35.29482307
419.001000	15.65114747
421.001000	-57.30641513
423.001000	62.67775350
425.001000	-46.08212654
427.001000	-1.17830122
429.001000	6.01453171
431.001000	16.71092561
433.001000	51.15729203
435.001000	44.71255678
437.001000	-10.42749294
439.001000	1.42571951
441.001000	-40.88621776
443.001000	3.43391559
445.001000	110.59367014
447.001000	26.28220892
449.001000	123.45285331
451.001000	29.77259870
453.001000	-117.41975695
455.001000	94.51069488
457.001000	-33.39601735
459.001000	-47.75629705
461.001000	54.98636275
463.001000	32.45383363
465.001000	-28.11243443
467.001000	0.28947302
469.001000	69.13529722
471.001000	6.84450947
473.001000	71.06293308
475.001000	23.06637919
477.001000	-128.31085618
479.001000	9.28743200
481.001000	-41.37149233
483.001000	47.03738133
485.001000	66.59935281
487.001000	82.83206293
489.001000	-37.04036525
491.001000	3.54217524
493.001000	-41.72968409
495.001000	3.18835675
497.001000	23.99460817
499.001000	102.60423356
501.001000	-34.12254462
503.001000	5.74034931
505.001000	-20.25394210
507.001000	-35.15917501
509.001000	-70.74145788
511.001000	-20.99252460
513.001000	41.70017859
515.001000	-22.18709655
517.001000	-19.93540720
519.001000	31.90358224
521.001000	-57.07994934
523.001000	7.68500421
525.001000	-79.77039760
527.001000	6.57057366
529.001000	13.34689527
531.001000	22.54945825
533.001000	56.72971310
535.001000	-144.61964419
537.001000	4.84946958
539.001000	-93.55185652
541.001000	43.48284459
543.001000	-57.04413137
545.001000	-3.31276780
547.001000	50.65594796
549.001000	39.17967249
551.001000	-54.76507053
553.001000	-11.98664539
555.001000	-24.21385052
557.001000	21.84991832
559.001000	4.51083407
561.001000	-73.93204246
563.001000	56.49026817
565.001000	-89.68424147
567.001000	-3.90927599
569.001000	-10.63327616
571.001000	-46.55376591
573.001000	-24.83069547
575.001000	12.46124405
577.001000	-29.77510310
579.001000	25.29442880
581.001000	-41.00258030
583.001000	106.40856209
585.001000	-41.85943861
587.001000	-66.85746262
589.001000	56.25484414
591.001000	80.35085700
593.001000	44.01114941
595.001000	-42.95416239
597.001000	-132.18120244
599.001000	-12.06468182
601.001000	105.90200194
603.001000	62.86827867
605.001000	-31.98539951
607.001000	-42.49938831
609.001000	47.50348778
611.001000	-23.43670450
613.001000	-144.79592995
615.001000	15.48433070
617.001000	-98.64297278
619.001000	-30.47109848
621.001000	-75.05193889
623.001000	-31.62341219
625.001000	-26.17707120
627.001000	-66.44016149
629.001000	71.91202147
631.001000	-49.77736589
633.001000	-94.36252964
635.001000	-62.45083766
637.001000	45.67587905
639.001000	-81.53942480
641.001000	4.29554603
643.001000	30.09660193
645.001000	59.09304582
647.001000	-52.62269370
649.001000	3.95852275
651.001000	61.51593851
653.001000	-8.75941469
655.001000	12.30027487
657.001000	66.16880280
659.001000	-46.63308853
661.001000	7.89332181
663.001000	-2.26192760
665.001000	-63.11964819
667.001000	6.61611900
669.001000	4.33896446
671.001000	44.03012034
673.001000	-9.69974271
675.001000	74.79789703
677.001000	-16.05711764
679.001000	-44.72464532
681.001000	33.47555966
683.001000	-54.25366666
685.001000	-84.50395370
687.001000	-57.63544610
689.001000	43.89739839
691.001000	18.35526998
693.001000	-78.18811790
695.001000	40.06227454
697.001000	6.59417430
699.001000	65.14638167
701.001000	19.75988682
703.001000	79.19622613
705.001000	53.82362623
707.001000	-1.39569633
709.001000	26.68825082
711.001000	-3.16296324
713.001000	51.11483238
715.001000	78.45516025
717.001000	-36.55033220
719.001000	-22.86491064
721.001000	65.60273153
723.001000	2.25160932
725.001000	34.87678339
727.001000	-32.53743756
729.001000	-46.50620287
731.001000	-96.09728997
733.001000	17.84399169
735.001000	46.38065391
737.001000	62.12102759
739.001000	57.14275482
741.001000	-9.67947717
743.001000	39.45904473
