time_ps,T_bath_K,T_kinetic_K,T_v_fictive_K,T_s_fictive_K,E_kinetic_kjmol,E_potential_kjmol,E_mech_kjmol,E_bond_kjmol,E_nonbonded_kjmol,E_cav_harmonic_kjmol,E_cav_coupling_kjmol,E_cav_dse_kjmol
1.000000,100.0000,100.2201,89.9422,106.3110,623.009277,-3572.213285,-2949.204007,126.617691,-3700.950449,2.118901,0.000000,0.000000
2.000000,100.0000,103.3112,74.7556,105.6529,639.386414,-3598.441488,-2959.055075,105.238433,-3705.257865,1.577519,-0.000000,0.000000
3.000000,100.0000,99.4209,78.2801,107.7915,621.186096,-3579.661200,-2958.475104,110.200201,-3691.303071,1.441221,-0.000000,0.000000
4.000000,100.0000,98.2929,93.8996,107.4588,612.138184,-3561.130153,-2948.991969,132.188813,-3693.466160,0.146860,0.000000,0.000000
5.000000,100.0000,97.8166,83.9767,110.8775,604.901978,-3553.045818,-2948.143841,118.219700,-3671.381361,0.115609,0.000000,0.000000
6.000000,100.0000,103.2345,79.3529,104.9472,641.310181,-3598.121457,-2956.811276,111.710334,-3709.889907,0.057895,-0.000000,0.000000
7.000000,100.0000,93.4393,81.6893,106.3797,580.990784,-3585.356508,-3004.365725,114.999445,-3700.501280,0.146557,0.000000,0.000000
8.000000,100.0000,101.7148,84.5749,108.7245,629.478516,-3565.920686,-2936.442170,119.061721,-3685.253513,0.270347,0.000000,0.000000
9.000000,100.0000,96.4692,78.0947,110.3819,601.064392,-3564.572186,-2963.507794,109.939124,-3674.563895,0.053596,0.000000,0.000000
10.000000,100.0000,96.8975,84.4538,103.4793,606.020264,-3599.500088,-2993.479824,118.891248,-3719.570122,1.179192,0.000000,0.000000
11.000000,100.0000,101.1575,82.6148,103.5684,626.185730,-3601.583851,-2975.398121,116.302372,-3718.980876,1.094746,0.000000,0.000000
12.000000,100.0000,102.2404,78.1318,105.0651,634.985962,-3598.814246,-2963.828284,109.991365,-3709.115389,0.309223,0.000000,0.000000
13.000000,100.0000,101.7778,81.5287,102.7908,632.437988,-3608.156358,-2975.718370,114.773381,-3724.131121,1.201823,0.000000,0.000000
14.000000,100.0000,97.3311,81.1576,105.6213,603.467041,-3589.194655,-2985.727614,114.250985,-3705.464812,2.018536,-0.000000,0.000000
15.000000,100.0000,97.5787,77.9580,106.5171,606.222412,-3588.825020,-2982.602608,109.746659,-3699.604206,1.032807,0.000000,0.000000
16.000000,100.0000,99.2564,86.7051,107.7976,617.149414,-3568.482499,-2951.333085,122.060626,-3691.263310,0.719774,-0.000000,0.000000
17.000000,100.0000,98.0519,81.2462,105.9368,606.348755,-3587.941463,-2981.592708,114.375671,-3703.398405,1.081090,-0.000000,0.000000
18.000000,100.0000,100.6534,75.0343,101.9296,624.933350,-3623.616615,-2998.683265,105.630757,-3729.855628,0.608434,-0.000000,0.000000
19.000000,100.0000,97.8679,81.1643,111.1736,610.888428,-3554.984872,-2944.096444,114.260459,-3669.483139,0.237327,-0.000000,0.000000
