time_ps,T_bath_K,T_kinetic_K,T_v_fictive_K,T_s_fictive_K,E_kinetic_kjmol,E_potential_kjmol,E_mech_kjmol,E_bond_kjmol,E_nonbonded_kjmol,E_cav_harmonic_kjmol,E_cav_coupling_kjmol,E_cav_dse_kjmol
1.000000,100.0000,100.6175,82.2234,105.6474,624.382202,-3589.002392,-2964.620190,115.751357,-3705.294088,0.540996,0.000000,0.000000
2.000000,100.0000,102.0184,77.3765,103.8580,636.536255,-3607.645958,-2971.109703,108.928052,-3717.066639,0.492800,0.000000,0.000000
3.000000,100.0000,99.6482,93.1544,108.5130,620.241089,-3554.592905,-2934.351817,131.139747,-3686.623172,0.891071,-0.000000,0.000000
4.000000,100.0000,100.0992,80.8643,99.0737,618.916382,-3633.312295,-3014.395913,113.838111,-3748.993464,1.842355,0.000000,0.000000
5.000000,100.0000,101.4806,75.2096,101.6544,631.006714,-3623.107948,-2992.101234,105.877581,-3731.689134,2.703374,0.000000,0.000000
6.000000,100.0000,95.1783,85.3682,103.9389,595.039795,-3594.326104,-2999.286309,120.178600,-3716.532404,2.028285,-0.000000,0.000000
7.000000,100.0000,91.7198,81.5918,103.0726,569.928650,-3607.322972,-3037.394322,114.862264,-3722.262439,0.079394,-0.000000,0.000000
8.000000,100.0000,102.2593,79.8246,99.7573,634.393555,-3630.596265,-2996.202710,112.374412,-3744.390439,1.420070,-0.000000,0.000000
9.000000,100.0000,96.7618,79.1603,106.9411,602.384277,-3585.201574,-2982.817296,111.439237,-3696.837005,0.196820,-0.000000,0.000000
10.000000,100.0000,102.2509,87.7747,102.8799,635.708984,-3598.592644,-2962.883659,123.566341,-3723.540186,1.381587,-0.000000,0.000000
11.000000,100.0000,97.2710,82.8026,103.9946,601.252869,-3598.007673,-2996.754804,116.566740,-3716.165072,1.590741,-0.000000,0.000000
12.000000,100.0000,97.3360,73.7920,105.2201,604.464722,-3601.591026,-2997.126304,103.882018,-3708.096935,2.625369,-0.000000,0.000000
13.000000,100.0000,97.5909,79.8567,106.0155,610.836182,-3589.405304,-2978.569122,112.419567,-3702.882910,1.058234,-0.000000,0.000000
14.000000,100.0000,98.2583,88.1916,102.9760,609.822632,-3596.919111,-2987.096479,124.153176,-3722.902780,1.830333,-0.000000,0.000000
15.000000,100.0000,98.1974,83.4882,105.1224,607.533508,-3587.189060,-2979.655551,117.531970,-3708.738541,4.016109,-0.000000,0.000000
16.000000,100.0000,101.8789,73.5798,101.5203,632.934143,-3627.553288,-2994.619145,103.583242,-3732.583284,1.446832,0.000000,0.000000
17.000000,100.0000,96.3981,82.6220,108.8039,603.424316,-3567.306169,-2963.881853,116.312515,-3684.740267,1.121688,0.000000,0.000000
18.000000,100.0000,95.5257,90.0565,105.7540,593.066711,-3577.737881,-2984.671170,126.778597,-3704.595543,0.079742,0.000000,0.000000
19.000000,100.0000,97.7508,79.2069,110.2344,604.439331,-3562.136655,-2957.697324,111.504868,-3675.512317,1.870683,0.000000,0.000000
20.000000,100.0000,97.4190,77.3217,108.9691,607.744080,-3573.495308,-2965.751229,108.851004,-3683.671669,1.324905,-0.000000,0.000000
21.000000,100.0000,94.7627,93.4946,109.9939,590.482300,-3543.971029,-2953.488730,131.618622,-3677.060064,1.470566,-0.000000,0.000000
22.000000,100.0000,98.3297,86.6540,106.1135,606.755615,-3579.864024,-2973.108409,121.988648,-3702.241803,0.390009,-0.000000,0.000000
23.000000,100.0000,94.0482,69.2092,105.0092,583.311584,-3611.498349,-3028.186765,97.430481,-3709.482672,0.554792,0.000000,0.000000
24.000000,100.0000,99.8020,79.5148,104.2465,623.462952,-3602.090377,-2978.627425,111.938320,-3714.503205,0.475597,0.000000,0.000000
25.000000,100.0000,97.9959,89.7643,104.4992,608.112915,-3585.093622,-2976.980707,126.367253,-3712.838332,1.376821,0.000000,0.000000
26.000000,100.0000,97.9045,79.6805,102.5451,605.658203,-3613.467554,-3007.809350,112.171562,-3725.761927,0.122413,0.000000,0.000000
27.000000,100.0000,94.4048,72.0575,100.6441,588.369629,-3636.770956,-3048.401327,101.440162,-3738.439756,0.228110,-0.000000,0.000000
28.000000,100.0000,93.5593,85.4618,105.1851,582.219849,-3587.890228,-3005.670380,120.310363,-3708.326941,0.126053,-0.000000,0.000000
29.000000,100.0000,96.6902,83.3815,103.4464,599.049133,-3602.321188,-3003.272055,117.381680,-3719.787757,0.085988,-0.000000,0.000000
30.000000,100.0000,93.3443,80.5621,109.7264,579.172729,-3564.886833,-2985.714103,113.412729,-3678.782945,0.483109,-0.000000,0.000000
31.000000,100.0000,96.6478,85.7998,109.9361,601.390747,-3555.681171,-2954.290424,120.786156,-3677.432020,0.963737,0.000000,0.000000
32.000000,100.0000,97.3103,82.9035,111.0145,602.598999,-3552.656633,-2950.057634,116.708782,-3670.502500,1.136556,0.000000,0.000000
33.000000,100.0000,97.9283,85.6955,108.2499,610.635437,-3567.337805,-2956.702368,120.639308,-3688.327889,0.350907,0.000000,0.000000
34.000000,100.0000,96.5102,91.3055,106.3117,600.496582,-3571.031819,-2970.535237,128.536930,-3700.945882,1.376570,0.000000,0.000000
35.000000,100.0000,98.3357,78.5585,108.2646,607.424438,-3575.987000,-2968.562561,110.592094,-3688.232810,1.653921,0.000000,0.000000
36.000000,100.0000,95.6788,73.2994,105.7948,596.820679,-3600.417465,-3003.596786,103.188483,-3704.328035,0.722308,0.000000,0.000000
37.000000,100.0000,94.4179,87.2588,103.3581,588.326355,-3596.497685,-3008.171330,122.840122,-3720.372225,1.034261,0.000000,0.000000
38.000000,100.0000,93.4557,80.2885,100.9906,578.212585,-3621.911306,-3043.698721,113.027566,-3736.121140,1.181449,0.000000,0.000000
39.000000,100.0000,97.7006,78.0919,100.7821,606.811035,-3627.379773,-3020.568738,109.935224,-3737.516285,0.200863,0.000000,0.000000
40.000000,100.0000,93.8409,80.1555,101.3402,582.750732,-3619.834364,-3037.083631,112.840259,-3733.785363,1.111579,0.000000,0.000000
41.000000,100.0000,97.7931,86.0629,105.1707,608.513672,-3584.017330,-2975.503659,121.156511,-3708.421546,3.247311,-0.000000,0.000000
42.000000,100.0000,99.3200,81.6417,103.3723,614.466064,-3601.163068,-2986.697003,114.932439,-3720.277662,4.183061,-0.000000,0.000000
