time_ps,T_bath_K,T_bath_K_std,T_kinetic_K,T_kinetic_K_std,T_v_fictive_K,T_v_fictive_K_std,T_s_fictive_K,T_s_fictive_K_std
30.000000,300.2040,13.7140,296.9235,11.5523,540.7859,204.2961,296.1720,5.8500
30.100000,300.2498,13.7700,338.5166,61.3829,483.8285,181.9983,303.5581,13.5091
30.200000,300.2498,13.7700,333.4778,58.6689,722.0391,379.6760,293.8093,9.3254
30.300000,300.2498,13.7700,352.4531,74.6196,567.0650,263.3347,297.9805,20.7445
30.400000,300.2498,13.7700,318.3064,42.2348,790.3301,410.8857,297.7246,14.7720
30.500000,300.2498,13.7700,331.1211,27.6044,617.7485,385.9393,293.3315,12.3549
30.600000,300.2498,13.7700,308.7094,8.9693,532.5185,178.3074,296.6576,14.0915
30.700000,300.2498,13.7700,303.5982,8.8055,617.2996,249.2885,293.2482,16.6358
30.800000,300.2498,13.7700,310.5811,9.1531,713.7037,461.2566,290.5789,17.6819
30.900000,300.2498,13.7700,300.9160,13.5849,802.7204,427.3710,299.8754,20.4005
31.000000,300.2498,13.7700,313.9540,9.1440,608.3658,366.2143,308.8269,30.9328
31.100000,300.2498,13.7700,432.2961,90.9039,555.2813,149.3066,294.1794,24.6090
31.200000,300.2498,13.7700,321.6960,34.8911,781.2071,423.6619,298.6092,26.6467
31.300000,300.2498,13.7700,439.7136,91.4026,461.7500,160.7469,298.5719,20.7603
31.400000,300.2498,13.7700,364.2409,96.2892,713.5533,215.4755,299.2340,21.9636
31.500000,300.2498,13.7700,362.3201,6.9077,627.1450,425.1977,290.5011,19.0722
31.600000,300.2498,13.7700,397.0268,87.4010,609.3366,135.5148,289.0868,18.2631
31.700000,300.2498,13.7700,301.6387,31.2975,777.2917,564.2421,295.6186,17.0618
31.800000,300.2498,13.7700,423.5578,105.3499,471.1693,98.9034,294.7901,16.9591
31.900000,300.2498,13.7700,287.5716,13.1585,826.1412,427.9500,291.1757,18.8296
32.000000,300.2498,13.7700,380.1775,29.7037,574.3237,347.8844,291.4234,23.6415
32.100000,300.2498,13.7700,331.1076,47.3598,650.1222,150.2040,286.9588,23.3764
32.200000,300.2498,13.7700,338.8618,14.9717,640.4022,419.5479,297.2020,27.9144
32.300000,300.2498,13.7700,369.0358,91.8757,531.2221,20.1067,288.8363,31.8903
32.400000,300.2498,13.7700,299.7417,30.0383,766.9352,449.2128,280.5489,23.4998
32.500000,300.2498,13.7700,393.3504,59.7202,453.7323,138.5688,282.6013,26.2633
32.600000,300.2498,13.7700,301.1380,8.2094,661.2859,185.9929,292.0843,26.0699
32.700000,300.2498,13.7700,359.8048,23.7191,599.2664,370.9687,285.7363,28.3895
32.800000,300.2498,13.7700,305.2613,25.6301,605.8766,91.9417,287.7451,26.6222
32.900000,300.2498,13.7700,319.6407,36.0256,678.6480,486.2815,287.4523,23.9418
33.000000,300.2498,13.7700,341.5090,47.1848,486.1831,80.3855,289.2306,32.2719
33.100000,300.2498,13.7700,289.1530,10.5801,748.3625,370.3083,289.7671,29.4560
33.200000,300.2498,13.7700,341.0750,21.5665,578.9766,288.1219,283.8706,27.9506
33.300000,300.2498,13.7700,295.5393,14.6558,642.5499,126.7148,285.9732,28.5621
33.400000,300.2498,13.7700,335.8499,14.9834,600.9402,398.0412,291.8952,30.5759
33.500000,300.2498,13.7700,314.9730,32.5294,559.4461,46.3729,286.4722,30.8725
33.600000,300.2498,13.7700,312.9466,13.2941,710.2960,399.9306,284.7770,32.8506
33.700000,300.2498,13.7700,334.7318,20.0213,493.2212,100.7753,278.5469,30.9917
33.800000,300.2498,13.7700,305.6818,4.5599,619.7314,208.7506,287.4705,28.6057
33.900000,300.2498,13.7700,319.7121,14.2327,560.8817,337.4813,290.8891,26.2956
34.000000,300.2498,13.7700,302.2389,9.0699,610.0266,106.9671,283.1791,24.4014
34.100000,300.2498,13.7700,320.5004,20.0127,662.9892,441.7900,282.7525,28.4613
34.200000,300.2498,13.7700,307.7604,19.8859,534.6979,61.4621,291.1873,32.8136
34.300000,300.2498,13.7700,301.8403,13.8417,694.5227,369.6964,288.2928,28.8868
34.400000,300.2498,13.7700,309.2516,4.4277,592.7278,266.2129,282.8111,25.7238
34.500000,300.2498,13.7700,297.6443,11.8547,612.1640,129.4556,288.0929,29.7708
34.600000,300.2498,13.7700,310.1881,13.8482,602.9398,361.9966,286.8316,31.3002
34.700000,300.2498,13.7700,294.8855,12.8719,558.3423,33.9951,289.3716,33.7353
34.800000,300.2498,13.7700,308.8875,16.1707,645.1107,400.6023,282.5238,33.0958
34.900000,300.2498,13.7700,306.3885,5.7889,509.1012,109.9641,281.5439,29.3555
35.000000,300.2498,13.7700,307.6760,7.5562,580.7464,182.7781,280.4474,29.9942
35.100000,300.2498,13.7700,306.7029,8.1891,586.0505,315.1527,273.8380,26.9402
35.200000,300.2498,13.7700,296.2838,19.4175,594.2573,110.9409,279.6914,25.8134
35.300000,300.2498,13.7700,300.7877,15.9464,625.4589,428.2768,284.5688,27.1590
35.400000,300.2498,13.7700,301.3898,10.0072,544.0753,77.5586,283.4190,27.6503
35.500000,300.2498,13.7700,303.0207,8.2621,670.4047,344.1850,279.3701,27.8809
35.600000,300.2498,13.7700,292.5353,10.2322,612.5856,251.2262,283.4713,24.9434
35.700000,300.2498,13.7700,297.8483,10.8328,579.3203,160.9496,289.5276,25.1531
35.800000,300.2498,13.7700,284.5952,18.5300,586.3968,356.4093,297.3860,30.5996
35.900000,300.2498,13.7700,299.0972,17.6491,554.1899,55.3429,284.7344,32.5339
36.000000,300.2498,13.7700,291.0534,19.4689,651.8168,382.7395,285.2365,26.2636
36.100000,300.2498,13.7700,300.1843,7.6176,541.6201,98.4883,282.4586,22.6824
36.200000,300.2498,13.7700,305.0640,5.1176,555.1722,225.0685,286.4364,27.9059
36.300000,300.2498,13.7700,286.6277,18.4732,595.9957,295.8370,295.8261,29.7255
36.400000,300.2498,13.7700,300.2228,10.0022,597.2438,113.2063,286.9622,30.1184
36.500000,300.2498,13.7700,285.5309,29.3724,636.6642,387.0970,292.2175,25.9568
36.600000,300.2498,13.7700,304.4556,12.7620,558.4034,87.2675,285.1877,32.5186
36.700000,300.2498,13.7700,297.3380,21.2829,621.2722,350.5805,289.6986,29.4011
36.800000,300.2498,13.7700,295.6402,10.9795,642.1323,229.8770,290.4298,33.7013
36.900000,300.2498,13.7700,305.0321,2.6471,600.2486,153.0886,293.5129,29.5053
37.000000,300.2498,13.7700,300.2110,28.0423,610.9319,324.2087,283.8736,25.5001
37.100000,300.2498,13.7700,315.1346,8.5226,561.7860,85.8072,283.9510,33.2422
37.200000,300.2498,13.7700,304.0517,30.8174,615.7309,352.1636,290.5429,29.5193
37.300000,300.2498,13.7700,308.4688,5.6166,583.8560,118.3605,287.1556,29.9242
37.400000,300.2498,13.7700,302.3724,7.9017,560.9335,214.8051,296.0949,33.7815
37.500000,300.2498,13.7700,294.5074,25.0265,619.4597,276.0613,287.8992,25.9149
37.600000,300.2498,13.7700,306.7757,9.8747,570.7131,133.3766,285.6324,27.0474
37.700000,300.2498,13.7700,294.5991,29.3001,626.9258,354.3951,283.4846,30.8638
37.800000,300.2498,13.7700,295.9371,15.9264,586.4831,93.3108,291.6031,39.4912
37.900000,300.2498,13.7700,290.9709,24.4696,620.3174,314.9239,286.4176,29.5839
38.000000,300.2498,13.7700,291.7669,12.9011,632.0934,234.9038,287.6662,27.0195
38.100000,300.2498,13.7700,302.2014,4.9939,551.4925,186.8845,286.9862,29.2792
38.200000,300.2498,13.7700,296.3304,19.4217,611.0980,299.9932,286.2660,28.4649
38.300000,300.2498,13.7700,292.9510,13.5101,559.5643,112.6327,297.6892,35.0863
38.400000,300.2498,13.7700,293.2173,23.7752,615.8040,335.0680,288.3752,30.4948
38.500000,300.2498,13.7700,300.9281,8.0996,562.1681,127.2855,288.3672,32.0956
38.600000,300.2498,13.7700,301.6602,20.4886,543.4090,215.9693,285.7197,33.3749
38.700000,300.2498,13.7700,291.7081,12.5590,619.8177,247.4142,291.4245,34.6474
38.800000,300.2498,13.7700,296.0223,8.8420,584.6727,151.0118,294.1460,31.1096
38.900000,300.2498,13.7700,292.4231,23.5667,622.3641,311.6186,293.3846,32.9947
39.000000,300.2498,13.7700,301.2718,1.7501,561.4829,121.6869,289.6082,30.4273
39.100000,300.2498,13.7700,293.5670,24.0911,603.7124,311.9649,289.2790,28.7509
39.200000,300.2498,13.7700,282.0610,10.4627,634.6521,215.4168,296.3443,29.0699
39.300000,300.2498,13.7700,290.7372,9.0047,559.1352,169.9323,294.5594,33.6143
39.400000,300.2498,13.7700,290.1939,16.7839,615.7135,281.8297,293.5702,31.3932
39.500000,300.2498,13.7700,300.0715,7.2976,539.8739,130.5028,291.3312,31.3069
39.600000,300.2498,13.7700,286.9786,20.6134,613.6367,308.4428,293.5434,32.8885
39.700000,300.2498,13.7700,293.7336,3.7356,584.2086,135.3340,292.4073,38.2517
39.800000,300.2498,13.7700,295.1551,22.9154,544.4435,203.0385,292.1734,31.5707
39.900000,300.2498,13.7700,293.2536,19.9826,609.1557,236.8103,292.0080,35.4443
40.000000,288.9330,28.0994,327.0881,24.7507,544.7518,158.2401,285.0271,31.9244
40.100000,288.8077,28.2721,305.2302,13.9358,754.7792,450.6279,289.1309,31.2074
40.200000,288.8077,28.2721,315.4480,16.6642,816.8466,453.4526,289.4189,36.0330
40.300000,288.8077,28.2721,315.4102,15.3067,906.5667,720.0048,280.5218,28.3978
40.400000,288.8077,28.2721,322.7029,33.3565,738.9421,303.7580,290.4821,41.1264
40.500000,288.8077,28.2721,323.0901,18.4313,589.2556,198.8775,285.3844,37.6205
40.600000,288.8077,28.2721,315.2520,9.1262,682.8704,343.0820,282.2312,38.1072
40.700000,288.8077,28.2721,341.6671,40.9932,562.1681,141.4034,279.1231,40.6070
40.800000,288.8077,28.2721,313.6064,9.1547,790.8383,526.8973,284.2387,38.5620
40.900000,288.8077,28.2721,332.0547,28.6483,661.0732,231.3553,279.9927,38.0805
41.000000,288.8077,28.2721,356.1201,33.4868,634.6598,318.4074,287.9745,44.5399
41.100000,288.8077,28.2721,603.5085,70.5521,696.6658,338.6933,286.3834,38.6944
41.200000,288.8077,28.2721,314.7306,10.5878,748.0052,94.3737,284.5648,43.1062
41.300000,288.8077,28.2721,653.0826,73.8014,463.6507,266.8453,287.2583,38.6020
41.400000,288.8077,28.2721,382.4928,89.6948,1038.8282,325.3849,278.8250,36.6254
41.500000,288.8077,28.2721,530.3320,64.0900,448.1519,129.5334,283.7190,41.5895
41.600000,288.8077,28.2721,505.5833,127.6130,812.9408,378.9866,287.3875,46.3364
41.700000,288.8077,28.2721,329.4486,34.9207,782.8809,52.3852,279.7227,42.7389
41.800000,288.8077,28.2721,561.1599,111.3781,576.6886,355.6651,275.6134,39.6792
41.900000,288.8077,28.2721,270.0680,31.5866,999.8244,225.3722,276.8096,39.6897
42.000000,288.8077,28.2721,544.3685,59.0217,418.9351,180.4303,277.9230,38.3017
42.100000,288.8077,28.2721,290.0689,48.2664,988.9842,299.0747,283.5843,43.8955
42.200000,288.8077,28.2721,420.6196,23.1705,596.5473,126.7262,277.4487,39.8598
42.300000,288.8077,28.2721,433.6565,91.4974,653.1647,347.4636,274.8432,39.1307
42.400000,288.8077,28.2721,341.3219,19.4286,773.9017,70.4759,277.7082,44.4825
42.500000,288.8077,28.2721,494.7153,72.0596,418.9499,208.3051,281.9614,43.3726
42.600000,288.8077,28.2721,257.6189,31.3088,978.2611,222.1536,275.4611,36.0600
42.700000,288.8077,28.2721,483.6409,52.9676,400.1934,146.3271,269.1617,40.8806
42.800000,288.8077,28.2721,307.3089,55.7812,775.8468,267.9661,275.3487,41.8557
42.900000,288.8077,28.2721,384.0994,20.6912,688.4313,106.1126,278.1946,44.4949
43.000000,288.8077,28.2721,360.1408,66.6032,617.3393,271.9421,272.2303,39.3228
43.100000,288.8077,28.2721,290.3614,34.5215,958.2331,250.2861,275.8936,44.0154
43.200000,288.8077,28.2721,445.0722,66.3427,380.3103,171.5005,269.2761,37.7706
43.300000,288.8077,28.2721,264.8188,20.4276,961.0187,238.7020,277.6626,43.4074
43.400000,288.8077,28.2721,410.9245,32.3842,562.8860,162.7419,279.4052,47.8548
43.500000,288.8077,28.2721,305.2208,44.8745,680.4159,267.5841,265.6277,37.1385
43.600000,288.8077,28.2721,364.6476,25.2368,719.2744,134.8853,274.3361,40.6205
43.700000,288.8077,28.2721,362.3513,47.4571,419.5189,194.1424,274.9781,41.4839
43.800000,288.8077,28.2721,275.1808,10.4507,945.7398,235.8952,275.1226,40.5321
43.900000,288.8077,28.2721,378.3584,43.6246,409.0788,180.0824,278.4056,41.4317
44.000000,288.8077,28.2721,270.5033,21.6618,793.7494,223.8864,272.6854,42.7062
44.100000,288.8077,28.2721,371.7941,29.7352,636.9776,146.0969,272.2337,40.8207
44.200000,288.8077,28.2721,289.3125,27.3615,636.4788,242.4228,278.8344,39.8772
44.300000,288.8077,28.2721,319.1212,35.5302,888.2726,240.6568,270.1618,40.7380
44.400000,288.8077,28.2721,337.1739,33.8653,422.3708,201.4032,278.5086,43.6670
44.500000,288.8077,28.2721,295.6208,23.3183,913.7462,218.2753,267.0549,36.1682
44.600000,288.8077,28.2721,361.8396,37.8812,527.5492,189.5157,269.1358,37.9390
44.700000,288.8077,28.2721,287.0682,20.3464,693.1161,213.2344,276.5310,44.5637
44.800000,288.8077,28.2721,345.4126,35.7978,678.5162,178.7423,270.0619,41.1170
44.900000,288.8077,28.2721,319.0832,34.5013,477.0078,190.4471,271.7958,40.5972
45.000000,288.8077,28.2721,306.3755,29.1402,902.1968,213.2239,272.7237,39.0560
45.100000,288.8077,28.2721,323.9722,34.6545,420.7504,183.3733,279.9861,39.2230
45.200000,288.8077,28.2721,293.9882,24.6275,794.8646,196.0004,274.1256,41.2270
45.300000,288.8077,28.2721,328.1280,40.5145,602.4455,171.3168,274.9914,37.8830
45.400000,288.8077,28.2721,296.3443,20.1118,679.3379,199.5278,277.3608,40.4468
45.500000,288.8077,28.2721,305.1156,27.2004,818.6414,249.2682,278.6922,47.0953
45.600000,288.8077,28.2721,313.0442,30.7981,435.4470,176.0269,272.2625,40.0033
45.700000,288.8077,28.2721,292.5510,35.2002,870.6021,211.8886,272.3921,40.6866
45.800000,288.8077,28.2721,302.9710,37.6972,532.8812,193.8509,277.7937,45.5835
45.900000,288.8077,28.2721,293.3900,29.1993,706.3752,173.6644,276.1948,42.8853
46.000000,288.8077,28.2721,307.5494,39.2088,620.5463,162.8862,268.5771,39.6837
46.100000,288.8077,28.2721,306.1016,29.8366,495.0412,155.7639,275.7926,42.3921
46.200000,288.8077,28.2721,283.8976,39.9882,842.2849,185.6817,274.4107,40.0330
46.300000,288.8077,28.2721,314.5851,33.5437,467.7053,172.5803,269.7155,38.8913
46.400000,288.8077,28.2721,300.3779,33.9009,763.1653,152.3624,270.1828,43.2905
46.500000,288.8077,28.2721,295.0510,32.1763,575.1150,172.3647,281.8824,47.9073
46.600000,288.8077,28.2721,300.5090,34.6759,676.1242,174.5984,277.4968,43.1556
46.700000,288.8077,28.2721,276.5742,41.1155,803.0904,223.7712,278.5499,40.2119
46.800000,288.8077,28.2721,318.0337,28.6503,482.3996,175.1566,276.4847,41.7437
46.900000,288.8077,28.2721,279.8594,39.8867,847.9969,197.3937,280.4156,41.8865
47.000000,288.8077,28.2721,303.6465,34.5873,517.3727,185.1750,285.2728,47.5699
47.100000,288.8077,28.2721,297.7767,34.5599,726.5941,164.1518,271.3941,42.0241
47.200000,288.8077,28.2721,286.3270,35.2905,628.8496,211.2033,277.5742,46.3086
47.300000,288.8077,28.2721,310.2138,25.6270,512.6776,136.2833,280.0527,46.9553
47.400000,288.8077,28.2721,268.3390,37.3651,804.8581,192.8433,281.7682,46.2292
47.500000,288.8077,28.2721,315.4007,35.6860,473.1541,149.2785,282.5439,47.4634
47.600000,288.8077,28.2721,278.1648,26.1894,795.5175,135.2141,279.9253,53.3077
47.700000,288.8077,28.2721,290.6639,39.8411,574.6647,208.3518,282.5181,48.9164
47.800000,288.8077,28.2721,290.6073,29.7025,677.2152,126.6497,277.3128,48.6154
47.900000,288.8077,28.2721,271.3792,38.7871,729.0283,210.4757,276.3135,48.5855
48.000000,288.8077,28.2721,302.0672,30.5896,482.6811,131.0639,279.8816,50.8491
48.100000,288.8077,28.2721,261.5226,33.9082,816.8508,168.2538,276.7148,52.9462
48.200000,288.8077,28.2721,301.6343,42.9320,510.8700,219.8844,280.1004,51.7909
48.300000,288.8077,28.2721,279.3154,30.9982,732.2597,128.4890,275.1727,47.1145
48.400000,288.8077,28.2721,289.4751,39.0794,565.8104,203.4798,283.2771,51.0997
48.500000,288.8077,28.2721,301.2412,28.6104,570.3745,101.8830,274.9432,45.0044
48.600000,288.8077,28.2721,267.6902,39.9043,788.7602,188.0955,274.9136,43.5767
48.700000,288.8077,28.2721,305.8819,34.8143,503.6534,157.3267,281.9665,46.1498
48.800000,288.8077,28.2721,270.7505,22.9403,766.1495,120.8220,279.2731,51.8624
48.900000,288.8077,28.2721,304.5783,42.0721,531.7001,209.5569,276.5271,44.9250
49.000000,288.8077,28.2721,278.1749,29.3481,740.1521,117.4053,279.8447,47.1971
49.100000,288.8077,28.2721,283.2332,45.6764,716.2914,245.4981,278.0507,48.2655
49.200000,288.8077,28.2721,311.8685,38.9810,537.4686,129.9815,275.7837,44.6023
49.300000,288.8077,28.2721,279.8852,40.9578,761.0206,168.4641,276.9712,48.5945
49.400000,288.8077,28.2721,315.3410,48.8495,526.2713,213.7670,270.7322,38.5560
49.500000,288.8077,28.2721,275.1516,26.8426,763.9064,112.4082,279.4893,47.8026
49.600000,288.8077,28.2721,295.3157,47.4654,591.2263,256.3623,278.2729,45.1753
49.700000,288.8077,28.2721,294.0969,23.5317,597.8340,87.8640,276.3543,42.1405
49.800000,288.8077,28.2721,278.3372,40.8731,710.1519,209.6028,272.7688,43.2170
49.900000,288.8077,28.2721,293.9175,30.3293,546.4265,133.0567,276.2983,42.9685
50.000000,276.9279,42.9336,292.1786,41.3862,756.8253,114.3479,265.5075,39.5709
50.100000,276.9148,42.9301,340.9433,12.1379,581.8085,297.8387,275.5158,43.4168
50.200000,276.9148,42.9301,321.8690,32.2328,858.6045,307.0276,271.2630,43.1298
50.300000,276.9148,42.9301,321.4951,18.8976,783.3018,364.4335,280.9703,48.7738
50.400000,276.9148,42.9301,328.9626,18.8193,729.3642,263.0211,269.8355,42.2253
50.500000,276.9148,42.9301,299.9269,13.0275,917.7991,452.6194,272.9042,43.6315
50.600000,276.9148,42.9301,319.2818,4.4230,586.0832,251.0964,278.6418,51.8569
50.700000,276.9148,42.9301,293.6527,13.6249,709.2539,90.1367,267.5018,42.2974
50.800000,276.9148,42.9301,308.1774,24.0760,640.8511,283.6126,266.1172,45.6673
50.900000,276.9148,42.9301,293.6721,10.6538,873.9901,355.2003,266.5121,47.7110
51.000000,276.9148,42.9301,321.0752,20.8817,866.9779,478.7562,268.3338,46.3529
51.100000,276.9148,42.9301,824.0766,23.4960,574.9274,222.5293,264.1502,44.3831
51.200000,276.9148,42.9301,304.3692,23.1511,1075.0236,166.7903,268.8429,50.2311
51.300000,276.9148,42.9301,779.3585,81.9186,462.0869,242.6675,268.4854,46.8957
51.400000,276.9148,42.9301,364.6899,60.7967,1375.2271,129.1036,263.5173,46.0593
51.500000,276.9148,42.9301,563.8695,55.8587,817.7530,153.9535,267.1656,50.5322
51.600000,276.9148,42.9301,683.3079,88.8470,858.2415,241.3254,274.1252,51.4916
51.700000,276.9148,42.9301,338.6428,72.5010,1257.5325,281.1650,269.3299,51.2381
51.800000,276.9148,42.9301,819.6188,22.1393,470.0188,168.3754,266.6392,47.9348
51.900000,276.9148,42.9301,256.2849,32.4342,1472.7575,183.1300,264.8865,46.0727
52.000000,276.9148,42.9301,766.9183,48.1927,504.4463,294.4241,263.2352,47.3331
52.100000,276.9148,42.9301,381.4279,91.0988,1171.7846,285.3242,259.3082,42.2029
52.200000,276.9148,42.9301,541.4663,46.5964,936.3430,152.3105,259.6257,45.7234
52.300000,276.9148,42.9301,571.1932,21.0681,644.2849,77.2230,265.2907,47.0204
52.400000,276.9148,42.9301,328.4053,84.0221,1257.7407,179.1756,268.4204,50.7040
52.500000,276.9148,42.9301,672.6105,61.2357,399.7558,193.4821,260.3562,44.5086
52.600000,276.9148,42.9301,248.3964,21.1321,1268.7703,146.2056,262.9601,48.3037
52.700000,276.9148,42.9301,618.6358,69.4679,637.9493,296.8615,257.4497,43.3113
52.800000,276.9148,42.9301,345.3145,59.5614,837.5079,130.0791,260.8041,48.1865
52.900000,276.9148,42.9301,449.0181,62.6126,1052.2983,271.3342,266.8142,50.0372
53.000000,276.9148,42.9301,471.0435,55.1128,531.0870,128.7622,259.2287,46.7089
53.100000,276.9148,42.9301,311.3206,5.5837,1335.1281,154.1083,257.2274,46.1877
53.200000,276.9148,42.9301,548.2698,38.6813,495.6962,320.2331,256.9900,45.4444
53.300000,276.9148,42.9301,283.4635,27.9043,1072.7706,239.2101,256.4652,47.6093
53.400000,276.9148,42.9301,500.8598,29.5729,843.7606,190.7382,260.0112,47.6039
53.500000,276.9148,42.9301,323.7290,6.6202,704.2083,31.2792,264.9542,51.8287
53.600000,276.9148,42.9301,398.0701,61.2908,1138.6178,184.0475,262.1902,50.7881
53.700000,276.9148,42.9301,424.9668,73.3743,437.9664,201.8420,259.5312,48.2576
53.800000,276.9148,42.9301,315.2655,33.8598,1193.3506,150.7143,257.1894,47.6147
53.900000,276.9148,42.9301,449.3363,51.4706,623.2101,290.5545,264.7324,52.5652
54.000000,276.9148,42.9301,297.1164,20.4594,906.0536,71.1415,258.1622,50.5892
54.100000,276.9148,42.9301,432.8527,51.4846,907.7352,283.8782,263.7348,53.2561
54.200000,276.9148,42.9301,333.2211,51.3303,624.6484,170.8993,266.9339,53.6497
54.300000,276.9148,42.9301,363.8631,19.7061,1222.6181,126.1092,267.5877,55.0147
54.400000,276.9148,42.9301,377.1654,55.9357,558.6149,279.5934,264.2261,50.1146
54.500000,276.9148,42.9301,327.6465,22.2685,1074.1186,190.5908,261.3370,47.7200
54.600000,276.9148,42.9301,390.5965,68.0851,758.6665,271.4741,261.1133,50.0162
54.700000,276.9148,42.9301,303.1790,25.1720,805.7724,65.8299,266.2245,53.6348
54.800000,276.9148,42.9301,362.5379,37.9187,1002.0749,190.7113,268.2611,54.6061
54.900000,276.9148,42.9301,334.8909,52.6714,527.9088,174.9572,263.9916,51.4901
55.000000,276.9148,42.9301,347.1397,16.2121,1087.5089,126.9007,266.8025,52.0574
55.100000,276.9148,42.9301,346.5501,75.3974,629.2329,339.8228,260.4902,49.4534
55.200000,276.9148,42.9301,324.3062,8.0873,923.7990,88.8071,262.8333,49.8716
55.300000,276.9148,42.9301,342.9068,57.3199,827.8285,281.6553,264.4647,48.1822
55.400000,276.9148,42.9301,316.9886,29.1521,702.8397,152.7807,265.7062,55.7835
55.500000,276.9148,42.9301,319.5850,39.6806,1110.7553,136.5166,262.7311,48.6961
55.600000,276.9148,42.9301,317.1798,69.8191,599.2990,303.8225,260.2481,51.8455
55.700000,276.9148,42.9301,323.0333,8.6666,1009.9711,166.6394,258.1858,50.6807
55.800000,276.9148,42.9301,315.3500,67.1517,712.1313,280.1508,253.2585,47.6049
55.900000,276.9148,42.9301,319.1232,17.4473,835.6984,99.0991,257.4240,45.8784
56.000000,276.9148,42.9301,303.2244,54.2929,892.6900,234.7451,258.3864,47.9117
56.100000,276.9148,42.9301,324.4475,36.7649,573.4696,173.0305,259.8307,52.4194
56.200000,276.9148,42.9301,300.8835,9.1730,978.9800,108.3786,255.1587,48.1354
56.300000,276.9148,42.9301,299.7570,66.9451,619.2098,292.1700,254.1118,43.8637
56.400000,276.9148,42.9301,304.9319,14.5642,898.4575,124.6580,255.2892,49.3075
56.500000,276.9148,42.9301,289.3474,62.2817,717.4225,307.9528,254.5746,47.7976
56.600000,276.9148,42.9301,315.6554,31.6757,737.7663,169.7180,248.2542,43.4256
56.700000,276.9148,42.9301,272.4320,42.6529,963.2007,93.4932,255.7414,49.3444
56.800000,276.9148,42.9301,303.3527,59.7874,623.1307,256.3089,255.1601,46.6060
56.900000,276.9148,42.9301,285.2559,21.2908,927.4306,131.0707,248.8261,43.7185
57.000000,276.9148,42.9301,290.9046,60.0773,651.4675,306.1686,253.7945,46.8264
57.100000,276.9148,42.9301,293.3568,19.1908,878.1091,70.9396,254.8592,43.4786
57.200000,276.9148,42.9301,276.1711,52.2839,787.5383,205.6230,254.1340,44.6025
57.300000,276.9148,42.9301,310.2410,45.8367,649.5775,172.1161,254.2397,41.5627
57.400000,276.9148,42.9301,273.4842,24.5857,876.3208,115.7118,254.3981,47.5276
57.500000,276.9148,42.9301,306.0305,62.3638,634.3945,310.8937,249.5754,44.3889
57.600000,276.9148,42.9301,270.4306,23.1493,913.7004,105.3789,260.9965,46.1682
57.700000,276.9148,42.9301,289.6658,67.6705,670.1619,278.7208,254.3570,43.5125
57.800000,276.9148,42.9301,291.4035,28.5484,801.8612,142.2982,261.6835,51.8407
57.900000,276.9148,42.9301,266.8284,42.4259,864.4554,164.9636,253.4726,45.0494
58.000000,276.9148,42.9301,306.5667,64.5211,710.4190,240.8373,253.8253,46.4783
58.100000,276.9148,42.9301,265.8180,21.0241,907.5452,64.8912,257.0474,49.1864
58.200000,276.9148,42.9301,301.8714,57.8847,662.4325,302.7685,258.6880,48.9387
58.300000,276.9148,42.9301,278.0193,19.0153,883.1960,79.0582,253.6269,46.6989
58.400000,276.9148,42.9301,286.4066,58.1757,721.5903,236.5938,252.4200,43.5926
58.500000,276.9148,42.9301,298.6740,41.0276,697.4422,136.6734,255.6032,46.5176
58.600000,276.9148,42.9301,261.0705,21.9577,831.0390,81.6517,264.2871,51.9766
58.700000,276.9148,42.9301,299.1073,57.3060,669.9438,278.7238,258.3253,47.0385
58.800000,276.9148,42.9301,264.6160,24.7458,878.7938,85.6663,250.6813,43.3273
58.900000,276.9148,42.9301,301.7564,59.8609,660.3718,274.6141,248.5061,45.2792
59.000000,276.9148,42.9301,274.4427,27.5230,819.9333,101.1102,254.2784,47.6434
59.100000,276.9148,42.9301,271.5168,35.5361,816.2195,127.9881,255.2390,46.2984
59.200000,276.9148,42.9301,290.7325,46.0897,731.2797,224.9528,254.7922,46.0761
59.300000,276.9148,42.9301,266.2489,26.2166,841.9491,55.0500,251.1996,42.6203
59.400000,276.9148,42.9301,294.3496,53.1315,672.3411,280.8380,256.1596,46.6364
59.500000,276.9148,42.9301,262.3072,21.5752,877.5198,33.5194,255.0792,47.7384
59.600000,276.9148,42.9301,294.0775,46.4974,720.2045,195.5310,248.7968,43.6629
59.700000,276.9148,42.9301,286.6969,39.5261,749.0942,157.5645,252.1574,47.2738
59.800000,276.9148,42.9301,278.5339,33.2693,775.9824,101.5571,255.8738,47.7963
59.900000,276.9148,42.9301,290.5055,54.7912,705.7627,247.8446,255.5524,47.4389
60.000000,259.4780,47.6539,276.8551,19.4204,870.4420,30.7313,258.7943,49.4699
60.100000,259.3448,47.7355,319.6566,26.6878,813.9288,435.5121,254.4655,48.2715
60.200000,259.3448,47.7355,307.4314,14.4670,1057.4618,308.4243,255.4883,47.2101
60.300000,259.3448,47.7355,326.4178,16.9421,861.2926,278.3444,256.2648,47.8860
60.400000,259.3448,47.7355,323.3142,21.2752,841.4885,204.1618,256.8743,54.1517
60.500000,259.3448,47.7355,309.1869,27.9161,899.7903,109.3708,257.6115,54.9833
60.600000,259.3448,47.7355,314.4350,29.3644,727.3111,316.1348,252.8752,52.7954
60.700000,259.3448,47.7355,276.6933,26.1435,868.1190,56.1912,248.0530,48.9579
