time_ps,T_bath_K,T_kinetic_K,T_v_fictive_K,T_s_fictive_K,E_bond_kjmol,E_nonbonded_kjmol,E_cav_harmonic_kjmol,E_cav_coupling_kjmol,E_cav_dse_kjmol
1.000000,50.0000,3113.0025,2544.6697,3901.2554,3582.302351,3254.098966,41.968376,-15.602889,0.000000
2.000000,50.0000,1568.8829,1383.5191,1896.1156,1947.672670,890.829911,41.436771,-55.003975,0.000000
3.000000,50.0000,1060.4538,807.6344,992.9767,1136.961108,-737.730977,1702.954346,-3559.738037,0.000000
4.000000,50.0000,625.3762,560.8417,585.3826,789.534443,-1761.810579,2414.973633,-4985.289551,0.000000
5.000000,50.0000,418.3189,321.1475,364.1964,452.100880,-2483.100608,3125.237061,-6282.017578,0.000000
6.000000,50.0000,267.3060,213.9477,239.7350,301.188584,-2988.909536,3511.597168,-6887.530762,0.000000
7.000000,50.0000,178.9187,167.3285,179.5891,235.559570,-3278.489491,3543.200684,-6994.454590,0.000000
8.000000,50.0000,132.5963,116.9840,131.0322,164.686195,-3546.912501,3529.427979,-7042.527344,0.000000
9.000000,50.0000,105.9615,72.1231,111.1293,101.532506,-3669.766962,3535.013672,-7095.949707,0.000000
10.000000,50.0000,81.6664,68.2317,95.6217,96.054406,-3772.454623,3687.603516,-7278.860352,0.000000
11.000000,50.0000,70.4464,66.3944,85.7843,93.467816,-3841.446992,3754.411377,-7347.330566,0.000000
12.000000,50.0000,68.5230,52.8356,80.5653,74.380230,-3879.460301,3654.618652,-7272.583984,0.000000
13.000000,50.0000,56.4671,49.5226,80.3714,69.716353,-3880.892541,3526.363037,-7153.687500,0.000000
14.000000,50.0000,53.0697,54.8814,76.7694,77.260219,-3907.788537,3700.446289,-7331.423340,0.000000
15.000000,50.0000,52.0593,51.7213,73.7482,72.811477,-3930.775634,3668.771973,-7312.671875,0.000000
16.000000,50.0000,50.1441,42.8381,74.6940,60.306040,-3923.535509,3542.606201,-7173.968750,0.000000
17.000000,50.0000,52.2683,45.3418,72.2932,63.830730,-3941.991987,3592.652344,-7237.448730,0.000000
18.000000,50.0000,46.2865,53.8368,71.7196,75.789714,-3946.440292,3690.288818,-7323.559570,0.000000
19.000000,50.0000,52.3331,48.7592,72.0556,68.641561,-3943.832714,3682.865967,-7329.666992,0.000000
20.000000,50.0000,49.5488,39.9038,70.8638,56.175310,-3953.106662,3554.094482,-7184.203613,0.000000
21.000000,50.0000,52.1750,50.1726,71.1518,70.631278,-3950.859546,3627.478760,-7260.280762,0.000000
22.000000,50.0000,52.5012,49.1360,73.8890,69.172063,-3929.695272,3795.063721,-7442.760742,0.000000
23.000000,50.0000,50.7476,41.6069,70.8575,58.572875,-3953.156048,3587.131348,-7214.324219,0.000000
24.000000,50.0000,48.5140,45.6708,69.4804,64.293861,-3963.957439,3529.380859,-7157.841309,0.000000
25.000000,50.0000,50.8774,47.7349,71.4038,67.199596,-3948.896032,3693.512207,-7335.491211,0.000000
26.000000,50.0000,49.5506,43.1935,70.5295,60.806357,-3955.719960,3678.813965,-7323.742188,0.000000
27.000000,50.0000,48.8382,46.4024,70.9473,65.323713,-3952.454425,3539.069824,-7172.637207,0.000000
28.000000,50.0000,48.5631,46.9780,69.9001,66.134046,-3960.655911,3569.610840,-7207.874512,0.000000
29.000000,50.0000,51.2704,42.4418,71.0399,59.748136,-3951.731934,3638.630859,-7283.510254,0.000000
30.000000,50.0000,52.6092,48.7440,70.7775,68.620144,-3953.780553,3631.782471,-7284.244629,0.000000
31.000000,50.0000,50.1353,43.9883,70.1325,61.925262,-3958.831358,3592.140137,-7228.784668,0.000000
32.000000,50.0000,50.7323,39.1085,69.6260,55.055647,-3962.810823,3635.645508,-7269.272949,0.000000
33.000000,50.0000,50.6281,44.4068,69.4425,62.514444,-3964.255951,3745.471191,-7375.746094,0.000000
34.000000,50.0000,48.4847,44.8381,70.0872,63.121549,-3959.186118,3705.270020,-7331.888184,0.000000
35.000000,50.0000,49.8134,41.1390,70.7778,57.914110,-3953.778785,3614.012939,-7248.244629,0.000000
36.000000,50.0000,52.1120,39.8493,68.4744,56.098501,-3971.907037,3671.065186,-7314.524902,0.000000
37.000000,50.0000,48.4807,45.1226,71.2545,63.522050,-3950.059321,3753.813232,-7394.185547,0.000000
38.000000,50.0000,50.0057,47.6536,68.3598,67.085124,-3972.815389,3655.356934,-7294.401367,0.000000
39.000000,50.0000,50.5335,46.2289,69.7519,65.079585,-3961.820784,3592.811279,-7224.961426,0.000000
40.000000,50.0000,50.7567,45.8845,70.1567,64.594717,-3958.641329,3644.612061,-7289.072754,0.000000
41.000000,50.0000,50.6113,44.8212,69.9279,63.097806,-3960.437431,3570.872803,-7199.943848,0.000000
