time_ps,T_bath_K,T_kinetic_K,T_v_fictive_K,T_s_fictive_K,E_kinetic_kjmol,E_potential_kjmol,E_mech_kjmol,E_bond_kjmol,E_nonbonded_kjmol,E_cav_harmonic_kjmol,E_cav_coupling_kjmol,E_cav_dse_kjmol
1.000000,100.0000,102.1690,89.8668,106.3100,632.626953,-3572.347172,-2939.720219,126.511569,-3700.956938,2.096395,0.000000,0.000000
2.000000,100.0000,102.3573,80.9506,108.7553,634.796143,-3569.388366,-2934.592223,113.959624,-3685.054133,1.705949,0.000000,0.000000
3.000000,100.0000,98.7572,85.9290,109.3566,615.123596,-3557.994162,-2942.870566,120.968043,-3681.168515,2.206175,0.000000,0.000000
4.000000,100.0000,99.8895,88.1260,107.9443,620.005859,-3565.833483,-2945.827624,124.060947,-3690.310535,0.415852,0.000000,0.000000
5.000000,100.0000,97.3062,82.0442,111.0126,600.982361,-3554.904577,-2953.922216,115.499122,-3670.515017,0.111257,0.000000,0.000000
6.000000,100.0000,99.3638,79.9385,105.2385,618.815002,-3594.718488,-2975.903486,112.534770,-3707.976431,0.724586,-0.000000,0.000000
7.000000,100.0000,99.6090,95.1271,107.2713,619.160278,-3559.350732,-2940.190454,133.916844,-3694.686105,1.419969,-0.000000,0.000000
8.000000,100.0000,103.4634,94.0926,110.4627,637.859314,-3540.935443,-2903.076129,132.460429,-3674.044614,0.649843,-0.000000,0.000000
9.000000,100.0000,102.2985,78.3124,113.8810,633.128662,-3540.287806,-2907.159144,110.245608,-3652.227737,1.694048,-0.000000,0.000000
10.000000,100.0000,100.3495,78.8121,108.2361,627.739502,-3576.686640,-2948.947138,110.949022,-3688.417509,0.782159,-0.000000,0.000000
11.000000,100.0000,96.4602,93.0126,108.5790,600.187500,-3554.030954,-2953.843454,130.940114,-3686.195842,1.225854,-0.000000,0.000000
12.000000,100.0000,101.4348,89.3052,106.4887,626.524414,-3573.864302,-2947.339888,125.720932,-3699.789602,0.204237,-0.000000,0.000000
13.000000,100.0000,98.2541,78.4002,105.0585,609.792358,-3597.895719,-2988.103360,110.369276,-3709.158775,0.893083,0.000000,0.000000
14.000000,100.0000,99.5958,83.8818,105.0163,620.637939,-3590.437870,-2969.799930,118.086035,-3709.435883,0.912123,0.000000,0.000000
15.000000,100.0000,96.9093,84.8294,109.1014,602.219116,-3561.412061,-2959.192945,119.420092,-3682.816438,1.983847,-0.000000,0.000000
16.000000,100.0000,102.6461,89.3317,106.2802,637.732971,-3573.056804,-2935.323833,125.758282,-3701.151985,2.336431,-0.000000,0.000000
