time_ps,T_bath_K,T_kinetic_K,T_v_fictive_K,T_s_fictive_K,E_bond_kjmol,E_nonbonded_kjmol,E_cav_harmonic_kjmol,E_cav_coupling_kjmol,E_cav_dse_kjmol
0.100500,100.0000,101.8270,88.5009,111.7085,124.588683,-3666.059006,0.316365,0.000000,0.000000
0.201000,100.0000,109.4823,82.0212,107.9360,115.466712,-3690.365053,2.157222,-0.000000,0.000000
0.300000,100.0000,99.7682,93.6158,111.8757,131.789311,-3664.990310,0.180210,0.000000,0.000000
0.400500,100.0000,107.4362,75.9973,110.0524,106.986521,-3676.683145,3.110269,0.000000,0.000000
0.501000,100.0000,97.2555,95.6621,114.3418,134.670027,-3649.308763,0.477633,-0.000000,0.000000
0.600000,100.0000,101.1556,87.2597,110.2974,122.841373,-3675.107439,1.914904,-0.000000,0.000000
0.700500,100.0000,106.5095,82.3331,106.0230,115.905839,-3702.833717,2.254558,0.000000,0.000000
0.801000,100.0000,100.7744,86.2767,108.5719,121.457466,-3686.241546,1.660274,-0.000000,0.000000
0.900000,100.0000,97.2179,74.3577,113.5444,104.678394,-3654.362840,3.620903,-0.000000,0.000000
1.000500,100.0000,98.2079,95.3984,110.0603,134.298728,-3676.632314,0.932628,0.000000,0.000000
1.101000,100.0000,106.7852,74.7083,102.1691,105.171850,-3728.261182,4.373088,0.000000,0.000000
1.200000,100.0000,100.4560,78.3671,107.9808,110.322690,-3690.073841,1.834907,-0.000000,0.000000
1.300500,100.0000,99.7753,86.3461,106.6337,121.555203,-3698.842555,2.878207,-0.000000,0.000000
1.401000,100.0000,102.8575,77.4867,105.8786,109.083194,-3703.779440,2.110011,0.000000,0.000000
1.500000,100.0000,97.6407,94.6952,108.9684,133.308791,-3683.675932,1.592934,-0.000000,0.000000
1.600500,100.0000,102.7184,72.3939,109.4572,101.913812,-3680.519259,4.191427,-0.000000,0.000000
1.701000,100.0000,106.5576,92.1002,104.0559,129.655629,-3715.760389,0.978106,0.000000,0.000000
1.800000,100.0000,98.2580,85.0925,111.2759,119.790366,-3668.827283,2.624201,0.000000,0.000000
1.900500,100.0000,105.3852,83.2629,107.4602,117.214713,-3693.456817,0.887724,-0.000000,0.000000
2.001000,100.0000,101.9413,91.6747,108.8596,129.056648,-3684.379450,1.599547,-0.000000,0.000000
2.100000,100.0000,104.1748,72.7872,112.3236,102.467400,-3662.131241,0.889718,0.000000,0.000000
2.200500,100.0000,100.8705,94.1043,110.2288,132.476932,-3675.548652,0.638158,0.000000,0.000000
2.301000,100.0000,104.8096,78.2444,106.7681,110.149853,-3697.965794,0.743087,-0.000000,0.000000
2.400000,100.0000,99.8747,82.9590,111.9738,116.786950,-3664.363675,0.121066,-0.000000,0.000000
2.500500,100.0000,104.0949,88.1054,104.4994,124.031893,-3712.836542,1.415637,0.000000,0.000000
2.601000,100.0000,103.0886,74.9241,107.9935,105.475749,-3689.991571,0.491011,0.000000,0.000000
2.700000,100.0000,100.6577,90.6715,104.0380,127.644348,-3715.878332,1.531342,-0.000000,0.000000
2.800500,100.0000,98.7896,75.5547,107.7508,106.363355,-3691.567473,0.698113,-0.000000,0.000000
2.901000,100.0000,97.2668,88.1277,107.2320,124.063273,-3694.942278,2.230433,0.000000,0.000000
3.000000,100.0000,103.6697,85.3661,102.0516,120.175651,-3729.043558,1.294422,-0.000000,0.000000
3.100500,100.0000,102.3112,73.8689,106.0266,103.990208,-3702.810433,1.465807,-0.000000,0.000000
