time_ps,T_bath_K,T_kinetic_K,T_v_fictive_K,T_s_fictive_K,E_bond_kjmol,E_nonbonded_kjmol,E_cav_harmonic_kjmol,E_cav_coupling_kjmol,E_cav_dse_kjmol
0.100500,100.0000,97.2893,68.6393,106.0332,96.628110,-3702.766994,0.430039,-0.000000,0.000000
0.201000,100.0000,95.7041,81.9456,103.8706,115.360353,-3716.983630,3.511122,-0.000000,0.000000
0.300000,100.0000,99.3079,73.6048,101.2172,103.618354,-3734.606813,0.258015,0.000000,0.000000
0.400500,100.0000,93.7574,79.8714,106.5788,112.440267,-3699.201133,3.904631,-0.000000,0.000000
0.501000,100.0000,94.4386,75.8155,104.6042,106.730545,-3712.146293,0.651437,0.000000,0.000000
0.600000,100.0000,92.6362,69.3184,106.6444,97.584139,-3698.772567,2.028370,-0.000000,0.000000
0.700500,100.0000,92.4728,81.4924,105.0791,114.722305,-3709.023284,2.082101,-0.000000,0.000000
0.801000,100.0000,100.1907,72.4673,101.5571,102.017031,-3732.338175,0.740966,0.000000,0.000000
0.900000,100.0000,95.2064,81.2476,105.3075,114.377677,-3707.523405,2.693131,-0.000000,0.000000
1.000500,100.0000,94.0389,78.0063,105.9555,109.814763,-3703.275578,0.495342,-0.000000,0.000000
1.101000,100.0000,101.1867,73.5231,105.0712,103.503414,-3709.075292,2.919058,0.000000,0.000000
1.200000,100.0000,95.1348,82.8774,105.5090,116.672125,-3706.201561,2.193340,-0.000000,0.000000
1.300500,100.0000,95.4168,74.2426,107.2994,104.516289,-3694.503025,2.294397,-0.000000,0.000000
1.401000,100.0000,94.7386,84.2618,107.1739,118.621053,-3695.320654,1.812260,0.000000,0.000000
1.500000,100.0000,97.8576,76.6640,108.4757,107.925069,-3686.864768,0.208551,0.000000,0.000000
1.600500,100.0000,102.0939,78.2476,107.7608,110.154368,-3691.502637,3.124849,-0.000000,0.000000
1.701000,100.0000,101.8229,87.3390,104.7809,122.952933,-3710.983434,0.197657,0.000000,0.000000
1.800000,100.0000,98.9177,76.4902,111.0688,107.680451,-3670.154496,1.596081,0.000000,0.000000
1.900500,100.0000,99.2884,87.1609,106.8097,122.702260,-3697.694384,0.760074,-0.000000,0.000000
2.001000,100.0000,98.4923,73.6858,112.8435,103.732391,-3658.818022,1.263993,-0.000000,0.000000
2.100000,100.0000,99.4391,78.3010,111.5238,110.229604,-3667.240859,1.909736,0.000000,0.000000
2.200500,100.0000,101.1285,85.7765,108.0162,120.753270,-3689.844257,0.028334,0.000000,0.000000
2.301000,100.0000,102.3664,75.9751,108.0180,106.955213,-3689.832414,1.209683,-0.000000,0.000000
2.400000,100.0000,99.3960,86.3480,105.9163,121.557943,-3703.532726,0.373853,0.000000,0.000000
2.500500,100.0000,103.1031,69.9468,105.5613,98.468746,-3705.858508,1.726176,0.000000,0.000000
2.601000,100.0000,97.6353,86.5788,107.5729,121.882769,-3692.723681,0.360749,-0.000000,0.000000
2.700000,100.0000,96.3613,83.0203,109.2250,116.873204,-3682.018007,1.141211,-0.000000,0.000000
2.800500,100.0000,100.2603,77.0687,108.1144,108.494756,-3689.206654,1.392019,0.000000,0.000000
