# turn-on energies from lambda=0 equilibrium snapshots
# lambda_eval=0.141  T=100.0 K  burn_in_ps=1000.0
time_ps  E_coup_turnon_kjmol  E_coup_relaxed_kjmol  E_dse_kjmol
1001.000000  38.76968765  -7887.47949219  3943.73876953
1011.000000  58.79514694  -27003.39257812  13501.69140625
1021.000000  -112.43997192  -15015.23046875  7507.61328125
1031.000000  153.35096741  -8497.93261719  4248.96484375
1041.000000  -35.56679535  -119051.81250000  59525.89062500
1051.000000  84.04560089  -11581.00195312  5790.49902344
1061.000000  -580.61492920  -61655.95703125  30827.96679688
1071.000000  -253.63079834  -58112.32031250  29056.15039062
1081.000000  40.68332672  -62007.92578125  31003.95312500
1091.000000  218.73149109  -77213.92968750  38606.95312500
1101.000000  11.74520111  -47382.02343750  23691.00390625
1111.000000  226.92541504  -33884.08203125  16942.03710938
1121.000000  152.94047546  -102907.70312500  51453.83203125
1131.000000  -23.48400116  -66295.05468750  33147.51562500
1141.000000  212.66102600  -46297.23437500  23148.61132812
1151.000000  141.16596985  -59067.90234375  29533.93750000
1161.000000  254.44105530  -19494.28906250  9747.14062500
1171.000000  -12.02106094  -22498.02539062  11249.00878906
1181.000000  46.32711411  -61643.25390625  30821.61523438
1191.000000  -339.46182251  -84734.23437500  42367.10156250
1201.000000  -293.57562256  -116944.14843750  58472.05468750
1211.000000  -44.01447678  -90210.67968750  45105.32031250
1221.000000  195.16252136  -81420.97656250  40710.47265625
1231.000000  -70.41749573  -100480.32031250  50240.14453125
1241.000000  -345.98150635  -80543.78125000  40271.87890625
1251.000000  240.83181763  -67101.80468750  33550.89062500
1261.000000  -292.54739380  -37129.51953125  18564.75390625
1271.000000  282.16128540  -31638.66796875  15819.32910156
1281.000000  -62.02336502  -21248.85156250  10624.42187500
1291.000000  -29.96455574  -21687.61132812  10843.80175781
1301.000000  5.36292028  -21176.13671875  10588.06347656
1311.000000  34.61407089  -27978.59179688  13989.29296875
1321.000000  55.01497650  -10945.04394531  5472.52001953
1331.000000  -291.41665649  -35433.46875000  17716.72851562
1341.000000  -73.03408051  -27850.50000000  13925.24511719
1351.000000  -161.18099976  -14750.93066406  7375.46240234
1361.000000  12.35902214  -10917.40527344  5458.70068359
1371.000000  69.74217987  -5981.62841797  2990.81323242
1381.000000  -68.57707214  -5088.80566406  2544.40209961
1391.000000  20.13443184  -6521.58789062  3260.79296875
1401.000000  69.34480286  -2664.88671875  1332.44287109
1411.000000  -16.99361610  -2883.54516602  1441.77221680
1421.000000  53.30086899  -5233.62548828  2616.81176758
1431.000000  -60.17933273  -17266.82617188  8633.41015625
1441.000000  76.61464691  -50829.49218750  25414.73828125
1451.000000  7.03392076  -13940.33886719  6970.16748047
1461.000000  -144.72012329  -10189.98925781  5094.99267578
1471.000000  140.12680054  -10247.50976562  5123.75292969
1481.000000  59.06574249  -20626.22070312  10313.10644531
1491.000000  226.27662659  -31129.17968750  15564.58496094
1501.000000  -86.28642273  -7235.74169922  3617.86938477
1511.000000  -57.18167114  -16642.09570312  8321.04492188
1521.000000  -7.97951746  -937.53387451  468.76675415
1531.000000  24.62439537  -10326.86816406  5163.43212891
1541.000000  28.66101456  -3595.05493164  1797.52685547
1551.000000  -29.73362541  -2658.60278320  1329.30090332
1561.000000  31.90854836  -5937.80859375  2968.90307617
1571.000000  76.91570282  -3310.54858398  1655.27368164
1581.000000  -181.51980591  -9092.92382812  4546.46044922
1591.000000  141.27874756  -27452.28320312  13726.13769531
1601.000000  -64.82862091  -7161.08056641  3580.53906250
1611.000000  97.52124786  -21137.42968750  10568.71093750
