# turn-on energies from lambda=0 equilibrium snapshots
# lambda_eval=0.03  T=100.0 K  burn_in_ps=1000.0
time_ps  E_coup_turnon_kjmol  E_coup_relaxed_kjmol  E_dse_kjmol
3850.000000  -691.64135742  -2449.02246094  840.84527588
3860.000000  -812.71948242  -2256.84399414  736.70312500
3870.000000  -753.60607910  -2605.39160156  927.26373291
3880.000000  -393.40322876  -819.60150146  214.80975342
3890.000000  -337.36181641  -712.38629150  173.43293762
3900.000000  -358.41128540  -750.42236328  192.10089111
3910.000000  -443.64755249  -1114.17687988  331.81018066
3920.000000  -186.80691528  -357.49041748  93.67475891
3930.000000  -22.64392090  -32.77755356  4.18752670
3940.000000  228.88867188  105.19197845  59.70909882
3950.000000  573.74658203  -193.09248352  378.07876587
3960.000000  63.28618240  -186.33576965  134.48306274
3970.000000  -154.35177612  -242.93922424  50.16609955
3980.000000  485.30810547  -139.75592041  307.56030273
3990.000000  -150.69715881  -295.19250488  64.81088257
4000.000000  81.99832916  -62.13777924  84.78902435
4010.000000  360.92947388  -179.09355164  273.50869751
4020.000000  850.86889648  -1142.48132324  992.35174561
4030.000000  1047.80163574  -1526.56225586  1275.80419922
4040.000000  1322.76074219  -4016.57983398  2678.18823242
4050.000000  621.27124023  -552.32830811  618.21575928
4060.000000  -52.79918289  -219.71408081  82.01905060
4070.000000  353.71728516  -543.46820068  455.50424194
4080.000000  179.22814941  -2203.02685547  1195.81469727
4090.000000  182.81718445  -1739.93737793  986.03363037
4100.000000  79.15701294  -1991.01428223  985.61285400
4110.000000  -162.20245361  -2083.59033203  981.15338135
4120.000000  -298.11807251  -2785.87500000  1270.30993652
4130.000000  -54.42139435  -1678.97387695  794.36724854
4140.000000  29.27306175  -929.01879883  463.86212158
4150.000000  -167.55857849  -1980.07397461  887.72808838
4160.000000  -271.95983887  -4744.80468750  2253.27075195
4170.000000  -191.98118591  -2450.15429688  1136.01770020
4180.000000  406.98892212  -1432.06225586  914.20831299
4190.000000  89.37727356  -1524.16821289  770.66552734
4200.000000  -413.47177124  -3421.21948242  1509.49658203
4210.000000  -778.80554199  -4226.99121094  1741.28210449
4220.000000  -257.10571289  -3167.74072266  1470.70434570
4230.000000  -669.02349854  -4165.54443359  1787.64746094
4240.000000  -222.61198425  -3651.86376953  1730.32128906
4250.000000  -181.78793335  -3485.70629883  1657.45300293
4260.000000  -439.18911743  -2240.26660156  925.02069092
4270.000000  -28.10843086  -698.40881348  349.95874023
4280.000000  -20.39229774  -748.58422852  352.89532471
4290.000000  -188.36840820  -1609.87707520  720.64343262
4300.000000  -39.57789993  -44.62835693  3.82969165
4310.000000  226.21803284  -9.00690174  121.57524872
4320.000000  -35.62310791  -60.39241028  11.62175941
4330.000000  -73.14334106  -203.98004150  66.20729828
4340.000000  410.00900269  -5.87330198  202.11782837
4350.000000  143.54956055  68.45706177  36.13038635
4360.000000  341.12393188  -109.49551392  210.31011963
4370.000000  108.27317810  -42.46234131  74.28652954
4380.000000  -128.73306274  -173.49256897  20.89206886
4390.000000  -468.40472412  -1153.93664551  337.08322144
4400.000000  -324.86846924  -591.90533447  131.55413818
4410.000000  -372.29364014  -736.84179688  176.01654053
4420.000000  -493.82305908  -1036.81872559  285.55584717
4430.000000  -18.44646835  -192.67553711  92.82319641
4440.000000  -234.46601868  -788.96990967  273.78897095
4450.000000  -293.88208008  -554.95245361  118.90890503
4460.000000  -159.59588623  -242.27645874  40.67845154
4470.000000  -253.10112000  -505.61798096  108.77986145
4480.000000  113.60886383  57.13715744  26.29378700
4490.000000  207.17137146  39.16944122  87.14659119
4500.000000  600.22381592  -532.97540283  559.94207764
4510.000000  287.17752075  -533.18041992  405.75225830
4520.000000  207.93612671  -182.21588135  213.92781067
4530.000000  394.20172119  -117.16278076  237.07478333
4540.000000  142.32826233  -303.00570679  207.00041199
4550.000000  356.38534546  56.37071228  141.19282532
4560.000000  255.10009766  -144.62417603  214.43891907
4570.000000  375.21072388  -942.21466064  644.43316650
4580.000000  153.69059753  91.88735199  27.31682205
4590.000000  -115.55549622  -372.04635620  131.16897583
4600.000000  215.15223694  -242.63322449  220.43925476
4610.000000  112.61511993  -45.96551514  85.28161621
4620.000000  314.02108765  -1105.21496582  692.83721924
4630.000000  -105.83994293  -892.75286865  410.45474243
4640.000000  -445.81719971  -2133.45703125  837.30712891
4650.000000  -538.48254395  -2616.33544922  1053.26281738
4660.000000  -695.78314209  -2378.22778320  876.57165527
4670.000000  -429.03262329  -1566.80322266  577.82965088
4680.000000  -344.95196533  -834.75360107  251.30493164
4690.000000  -783.13964844  -2393.71459961  827.58807373
4700.000000  189.07727051  48.34516144  68.42647552
4710.000001  20.44605637  11.95826626  2.70185804
4720.000001  258.51037598  98.87874603  76.48899841
4730.000001  -510.69155884  -1150.62927246  326.67559814
4740.000001  119.85773468  -371.16955566  225.05747986
4750.000001  -48.58567810  -195.27900696  78.83614349
4760.000001  -679.49462891  -2058.35449219  684.37554932
4770.000001  -289.81842041  -938.23211670  319.04107666
4780.000001  -457.81094360  -902.75097656  231.20281982
4790.000001  -23.66522598  -237.91909790  107.29276276
4800.000001  131.48355103  22.59422874  57.95920563
4810.000001  -276.18362427  -464.07431030  93.58542633
4820.000001  -189.27522278  -321.66253662  65.22050476
4830.000001  -588.84094238  -1915.52014160  657.43725586
4840.000001  -510.72442627  -1131.80773926  311.39678955
4850.000001  -996.05255127  -2922.23046875  1001.21490479
4860.000001  -1033.94262695  -5073.89843750  1992.98046875
4870.000001  -352.29055786  -2216.01611328  915.93103027
4880.000001  -20.34085846  -908.82849121  430.29803467
4890.000001  -486.33926392  -2439.99755859  985.55517578
4900.000001  -688.27844238  -2959.04516602  1114.40649414
4910.000001  -851.16223145  -3577.17749023  1362.15173340
4920.000001  -401.94778442  -2649.13085938  1141.99572754
4930.000001  -50.29246902  -4472.70214844  2183.13012695
4940.000001  -232.27235413  -2592.96240234  1162.79003906
4950.000001  -92.39562225  -1130.04516602  530.88049316
4960.000001  -386.64273071  -1790.36791992  724.56420898
4970.000001  -292.80819702  -740.15991211  237.73706055
4980.000001  -380.23913574  -817.53088379  223.66233826
4990.000001  -633.45159912  -2021.86914062  722.07293701
5000.000001  -349.90960693  -1034.59423828  339.82760620
5010.000001  -286.66229248  -589.45117188  147.55468750
5020.000001  -361.71475220  -1492.47888184  601.32507324
5030.000001  -30.96146965  -362.65451050  155.47079468
5040.000001  155.38034058  -378.90045166  269.25845337
5050.000001  -200.86306763  -1214.57226562  486.67233276
5060.000001  -185.39143372  -457.26763916  134.19503784
5070.000001  -64.06415558  -85.06332397  9.91748142
5080.000001  -318.51461792  -588.80450439  136.28446960
5090.000001  -27.20064545  -42.95699692  6.37640858
5100.000001  -767.23364258  -2771.99023438  983.57775879
5110.000001  -261.44851685  -456.96130371  112.48749542
5120.000001  -274.29754639  -464.98822021  94.55156708
5130.000001  -1128.65820312  -3831.49169922  1376.09118652
5140.000001  -546.61553955  -1228.80212402  351.30215454
5150.000001  -519.86944580  -2773.44506836  1094.26794434
5160.000001  -750.54406738  -2403.36865234  848.43212891
5170.000001  -563.81597900  -1383.25634766  404.33264160
5180.000001  -540.89947510  -2462.78149414  988.61450195
5190.000001  -435.85916138  -1067.41308594  315.69924927
5200.000001  -400.78839111  -961.29205322  277.51672363
5210.000001  -37.26054764  -63.00349426  14.94228554
5220.000001  -196.56370544  -314.09259033  51.99640656
5230.000001  -149.25129700  -281.60040283  69.45288086
5240.000001  -186.17677307  -330.96252441  69.22756195
5250.000001  130.22105408  -12.30673599  67.28799438
5260.000001  187.52546692  25.55191803  88.17963409
5270.000001  -119.21504211  -1380.29736328  638.28955078
5280.000001  76.35797119  -390.24685669  224.95079041
5290.000001  143.07374573  -393.64901733  278.11047363
5300.000001  -145.97518921  -2350.28442383  1098.18005371
5310.000001  -486.20236206  -1791.07397461  655.15447998
5320.000001  76.79131317  -142.53684998  117.80659485
5330.000001  296.54074097  -144.77731323  208.81964111
5340.000001  99.70309448  -400.56774902  249.29843140
5350.000001  94.78077698  -235.99354553  174.12681580
5360.000001  66.89868927  -303.01757812  179.73947144
5370.000001  -454.72653198  -1153.99304199  369.63577271
5380.000001  -245.65956116  -398.17303467  73.91162872
5390.000001  -52.47698975  -484.87759399  214.20564270
5400.000001  247.80117798  -337.67077637  288.65393066
5410.000001  330.74273682  -1370.47326660  872.62841797
5420.000001  538.80285645  -932.55944824  719.79101562
5430.000001  -51.43501663  -739.89031982  338.46917725
5440.000001  323.42434692  -234.93711853  292.12640381
5450.000001  711.41680908  -600.83050537  673.65618896
5460.000001  603.01892090  -592.54840088  603.39013672
5470.000001  267.44583130  -310.76315308  298.74310303
5480.000001  131.20643616  90.21695709  20.02774429
5490.000001  212.68783569  -214.00001526  211.57072449
5500.000001  -457.72888184  -1634.67260742  572.13049316
5510.000001  -286.48452759  -449.63861084  89.02848053
5520.000001  -588.66210938  -1558.77624512  469.77609253
5530.000001  -456.29522705  -1510.36840820  545.19299316
5540.000001  -487.88858032  -1192.76257324  350.86437988
5550.000001  -393.50381470  -1325.37353516  450.54241943
5560.000001  -291.26821899  -1171.93164062  460.43692017
5570.000001  -995.16741943  -3491.65502930  1251.91113281
5580.000001  -481.92590332  -1293.15954590  412.16876221
5590.000001  -135.27145386  -1276.28332520  585.69201660
5600.000001  -392.33340454  -815.41497803  207.53392029
5610.000001  -369.65191650  -1957.24755859  771.87005615
5620.000001  -675.48297119  -2518.96997070  932.32257080
5630.000001  -296.03274536  -705.40045166  200.17488098
5640.000001  -337.88345337  -1081.52685547  374.34286499
5650.000001  -228.86138916  -1561.53356934  657.29125977
5660.000001  -340.87908936  -933.25604248  315.37710571
5670.000001  -141.94888306  -338.55838013  100.88472748
5680.000001  -86.05715179  -545.77056885  249.19143677
5690.000001  -287.75170898  -1254.51281738  473.26571655
5700.000001  -119.25438690  -1061.51745605  471.94244385
5710.000001  168.23120117  -2532.12036133  1332.63378906
5720.000001  406.98248291  -918.76196289  674.69165039
5730.000001  910.27587891  -2136.52612305  1512.21289062
5740.000001  887.01013184  -3308.82177734  2097.08007812
5750.000001  643.57281494  -837.62597656  748.73504639
5760.000001  775.39984131  -820.07275391  789.31280518
5770.000001  473.56781006  -676.49664307  581.30200195
5780.000001  517.27032471  -726.16888428  637.22930908
5790.000001  505.85598755  -107.74789429  302.30584717
5800.000001  77.94477081  -26.13764000  48.29092026
5810.000001  97.80213165  -8.83687496  49.82493210
5820.000001  -164.33149719  -225.28915405  31.60432053
5830.000001  33.83978653  -350.84204102  194.47906494
5840.000001  -3.89637351  -21.26672745  8.13377666
5850.000001  114.71795654  81.58419037  18.28695869
5860.000001  -339.61877441  -666.40393066  159.67550659
5870.000001  -422.30545044  -847.31146240  212.93957520
5880.000001  -429.07843018  -877.13244629  226.45303345
5890.000001  -655.00903320  -1996.59448242  673.18725586
5900.000001  -509.93188477  -1522.70080566  500.28128052
5910.000001  -388.67877197  -1326.59729004  472.19186401
5920.000001  89.65191650  40.91933060  21.04656410
5930.000001  -77.70703125  -577.75665283  236.50335693
5940.000001  123.75082397  65.91382599  25.95644569
5950.000001  -85.14834595  -107.77644348  11.04421997
5960.000001  213.57604980  93.06028748  61.05405426
5970.000001  -9.60075760  -10.91042137  0.13521956
5980.000001  128.71891785  78.79139709  24.06970596
5990.000001  -88.03353119  -332.53604126  122.12156677
6000.000001  -273.45523071  -686.45922852  229.26449585
6010.000001  -166.03179932  -815.61511230  313.10174561
6020.000001  3.76790905  -2024.49340820  660.12939453
6030.000001  -1011.69415283  -3469.54394531  1241.14270020
6040.000001  -957.07501221  -4520.40771484  1759.03295898
6050.000001  -806.32836914  -3130.76196289  1168.97119141
6060.000001  -1103.44677734  -4970.11572266  1918.85888672
6070.000001  -1131.30834961  -4129.75390625  1507.38586426
6080.000001  -741.69036865  -2394.28100586  841.41949463
6090.000001  -875.51007080  -3403.14575195  1244.88623047
6100.000001  -741.47082520  -2404.21289062  815.54473877
6110.000001  -718.10034180  -3082.06152344  1165.07580566
6120.000001  -1434.06970215  -6698.33154297  2655.89624023
