# turn-on energies from lambda=0 equilibrium snapshots
# lambda_eval=0.01  T=100.0 K  burn_in_ps=1000.0
time_ps  E_coup_turnon_kjmol  E_coup_relaxed_kjmol  E_dse_kjmol
1001.000000  2.74962306  -39.67345428  19.83672333
1011.000000  4.16986847  -135.82510376  67.91253662
1021.000000  -7.97446585  -75.52552795  37.76275253
1031.000000  10.87595463  -42.74398422  21.37198639
1041.000000  -2.52246761  -598.82208252  299.41094971
1051.000000  5.96068048  -58.25160217  29.12579346
1061.000000  -41.17836380  -310.12500000  155.06245422
1071.000000  -17.98799896  -292.30078125  146.15034485
1081.000000  2.88534212  -311.89538574  155.94764709
1091.000000  15.51287079  -388.38052368  194.19020081
1101.000000  0.83299291  -238.32815552  119.16404724
1111.000000  16.09399986  -170.43450928  85.21722412
1121.000000  10.84684181  -517.61828613  258.80908203
1131.000000  -1.66553187  -333.45932007  166.72961426
1141.000000  15.08234119  -232.87176514  116.43584442
1151.000000  10.01177120  -297.10723877  148.55357361
1161.000000  18.04546356  -98.05485535  49.02741623
1171.000000  -0.85255748  -113.16343689  56.58170319
1181.000000  3.28561068  -310.06109619  155.03051758
1191.000000  -24.07530403  -426.20706177  213.10348511
1201.000000  -20.82096481  -588.22058105  294.11022949
1211.000000  -3.12159395  -453.75314331  226.87651062
1221.000000  13.84131241  -409.54162598  204.77075195
1231.000000  -4.99414825  -505.40875244  252.70431519
1241.000000  -24.53769302  -405.12942505  202.56466675
1251.000000  17.08026886  -337.51721191  168.75857544
1261.000000  -20.74804115  -186.75878906  93.37937164
1271.000000  20.01143837  -159.14021301  79.57009125
1281.000000  -4.39881992  -106.88018799  53.44007874
1291.000000  -2.12514567  -109.08711243  54.54354477
1301.000000  0.38034892  -106.51441956  53.25719833
1311.000000  2.45489860  -140.73030090  70.36513519
1321.000000  3.90177107  -55.05278015  27.52638245
1331.000000  -20.66784668  -178.22779846  89.11386871
1341.000000  -5.17972183  -140.08599854  70.04298401
1351.000000  -11.43127537  -74.19611359  37.09804535
1361.000000  0.87652630  -54.91376114  27.45687103
