time_ps,T_bath_K,T_bath_K_std,T_kinetic_K,T_kinetic_K_std,T_v_fictive_K,T_v_fictive_K_std,T_s_fictive_K,T_s_fictive_K_std,E_bond_kjmol,E_bond_kjmol_std,E_nonbonded_kjmol,E_nonbonded_kjmol_std,E_cav_harmonic_kjmol,E_cav_harmonic_kjmol_std,E_cav_coupling_kjmol,E_cav_coupling_kjmol_std,E_cav_dse_kjmol,E_cav_dse_kjmol_std
1.000000,100.0000,0.0000,100.9138,3.7751,81.2808,6.0305,107.6401,3.5845,114.4245,8.4895,-3692.4575,23.1896,1.3489,0.7734,0.0000,0.0000,0.0000,0.0000
1.100000,100.0000,0.0000,100.3139,3.4362,86.7900,5.1924,107.5087,2.2915,122.1801,7.3098,-3693.2121,14.9297,1.3586,1.0805,0.0000,0.0000,0.0000,0.0000
1.200000,100.0000,0.0000,101.6737,3.0731,78.3843,4.8629,107.4570,2.6191,110.3468,6.8458,-3693.5694,17.0247,1.1546,0.7608,0.0000,0.0000,0.0000,0.0000
1.300000,100.0000,0.0000,98.4565,3.8340,85.7894,5.3027,108.6790,3.1620,120.7714,7.4650,-3685.6805,20.4426,1.3787,0.6608,0.0000,0.0000,0.0000,0.0000
1.400000,100.0000,0.0000,99.3335,1.6795,83.4965,6.9840,107.8217,2.5352,117.5437,9.8319,-3691.1930,16.4913,1.2864,0.9547,0.0000,0.0000,0.0000,0.0000
1.500000,100.0000,0.0000,102.6116,2.6366,78.2142,4.0804,105.7211,2.5800,110.1074,5.7443,-3704.9028,16.9311,1.2186,0.8617,0.0000,0.0000,0.0000,0.0000
1.600000,100.0000,0.0000,98.6698,3.8179,86.4126,2.0348,106.4209,3.1885,121.6488,2.8646,-3700.3708,20.8308,1.6404,1.1761,0.0000,0.0000,0.0000,0.0000
1.700000,100.0000,0.0000,98.5794,2.4782,78.0920,8.0616,108.1419,2.0733,109.9354,11.3489,-3689.0854,13.4316,1.4002,1.0275,0.0000,0.0000,0.0000,0.0000
1.800000,100.0000,0.0000,100.4727,4.6871,79.1124,4.0253,106.0843,3.4211,111.3718,5.6667,-3702.5926,22.3335,1.6129,0.8179,0.0000,0.0000,0.0000,0.0000
1.900000,100.0000,0.0000,96.1322,3.5634,84.7696,6.3875,107.8712,1.9178,119.3359,8.9921,-3690.8345,12.4599,1.4753,1.2394,0.0000,0.0000,0.0000,0.0000
2.000000,100.0000,0.0000,101.8060,4.0271,74.6267,5.2824,104.7689,2.2523,105.0570,7.4364,-3711.1328,14.7815,1.5995,0.9528,0.0000,0.0000,0.0000,0.0000
2.100000,100.0000,0.0000,98.7410,2.8233,82.3019,4.0305,106.9533,2.9906,115.8619,5.6740,-3696.8780,19.4198,1.3965,0.8030,0.0000,0.0000,0.0000,0.0000
2.200000,100.0000,0.0000,98.5887,2.4931,81.7130,7.2647,105.9929,2.2260,115.0328,10.2270,-3703.0985,14.5473,1.6844,1.2837,0.0000,0.0000,0.0000,0.0000
2.300000,100.0000,0.0000,100.2798,3.6940,77.1655,4.1461,106.6771,3.4275,108.6311,5.8367,-3698.7178,22.2855,1.7327,1.1222,0.0000,0.0000,0.0000,0.0000
2.400000,100.0000,0.0000,98.8816,3.8221,84.6408,3.4828,105.7998,1.6449,119.1545,4.9029,-3704.3325,10.7486,1.6390,1.4434,0.0000,0.0000,0.0000,0.0000
2.500000,100.0000,0.0000,98.9479,2.4534,79.7026,5.9259,106.1061,2.6852,112.2028,8.3422,-3702.3897,17.6079,1.7167,1.1680,0.0000,0.0000,0.0000,0.0000
2.600000,100.0000,0.0000,99.0170,3.3797,79.7899,6.6871,106.2364,2.2256,112.3256,9.4139,-3701.5057,14.5756,1.4524,0.9934,0.0000,0.0000,0.0000,0.0000
2.700000,100.0000,0.0000,97.0170,4.1865,85.2831,4.0511,106.3705,2.4897,120.0587,5.7031,-3700.6462,16.2512,1.6481,1.7391,0.0000,0.0000,0.0000,0.0000
2.800000,100.0000,0.0000,98.3282,3.2788,78.5145,4.2836,106.1494,2.5448,110.5301,6.0304,-3702.0966,16.7214,1.4870,0.8330,0.0000,0.0000,0.0000,0.0000
2.900000,100.0000,0.0000,98.2430,4.0132,82.4709,6.0701,105.7321,2.7399,116.0998,8.5452,-3704.8437,18.0739,1.4940,1.5443,0.0000,0.0000,0.0000,0.0000
3.000000,100.0000,0.0000,97.4862,2.7886,82.8972,5.3584,105.5340,3.3994,116.6999,7.5433,-3706.1969,22.3276,1.4383,1.3053,0.0000,0.0000,0.0000,0.0000
3.100000,100.0000,0.0000,100.2518,3.1802,78.1862,3.3078,104.6294,2.1543,110.0680,4.6566,-3712.0459,14.2299,1.4694,0.9323,0.0000,0.0000,0.0000,0.0000
3.200000,100.0000,0.0000,98.3539,2.6768,84.3525,3.9119,104.9506,2.7652,118.7486,5.5071,-3709.9741,18.2119,1.5704,1.7981,0.0000,0.0000,0.0000,0.0000
3.300000,100.0000,0.0000,97.5617,3.3166,79.0100,7.0981,106.2425,2.9646,111.2277,9.9926,-3701.5196,19.4971,1.2059,0.9358,0.0000,0.0000,0.0000,0.0000
3.400000,100.0000,0.0000,99.2542,2.8968,77.7028,3.5465,105.3312,2.8126,109.3875,4.9927,-3707.4778,18.5210,1.2913,1.1077,0.0000,0.0000,0.0000,0.0000
3.500000,100.0000,0.0000,96.5077,3.1889,83.1770,4.6308,106.6279,3.1207,117.0938,6.5191,-3699.0114,20.2920,0.9947,0.5235,0.0000,0.0000,0.0000,0.0000
3.600000,100.0000,0.0000,98.2820,3.4230,76.4624,4.9371,106.3085,1.9567,107.6413,6.9503,-3701.0192,12.7834,1.1943,0.7193,0.0000,0.0000,0.0000,0.0000
3.700000,100.0000,0.0000,98.9895,2.6340,80.0532,4.0676,105.7193,3.1867,112.6963,5.7262,-3704.9638,20.9682,1.0482,1.0673,0.0000,0.0000,0.0000,0.0000
3.800000,100.0000,0.0000,97.9377,1.5653,82.1122,6.1467,105.7257,2.3991,115.5949,8.6531,-3704.8594,15.6864,0.8098,0.5047,0.0000,0.0000,0.0000,0.0000
3.900000,100.0000,0.0000,98.7345,2.8903,77.2480,4.2259,106.4288,2.1554,108.7472,5.9491,-3700.2441,14.0827,1.2462,1.0217,0.0000,0.0000,0.0000,0.0000
4.000000,100.0000,0.0000,97.6189,4.2511,83.2486,4.5336,106.1551,2.7428,117.1947,6.3822,-3702.0723,17.8954,0.9466,0.5654,0.0000,0.0000,0.0000,0.0000
4.100000,100.0000,0.0000,97.1510,2.4282,81.3709,6.7146,106.7995,2.9969,114.5513,9.4526,-3697.8823,19.5273,1.3129,1.0751,0.0000,0.0000,0.0000,0.0000
4.200000,100.0000,0.0000,99.1478,2.8364,79.3612,6.4540,105.9789,2.9180,111.7221,9.0858,-3703.2388,19.0606,1.1571,1.3490,0.0000,0.0000,0.0000,0.0000
4.300000,100.0000,0.0000,97.4065,2.5127,84.1001,4.3650,106.7014,4.0021,118.3934,6.1449,-3698.6207,26.2688,0.9907,0.7350,0.0000,0.0000,0.0000,0.0000
4.400000,100.0000,0.0000,98.7631,2.6884,79.5654,5.1157,107.1010,2.7403,112.0096,7.2018,-3695.8968,17.8746,1.4310,1.0770,0.0000,0.0000,0.0000,0.0000
4.500000,100.0000,0.0000,99.1638,2.4363,81.6027,4.9996,107.1418,2.4473,114.8776,7.0382,-3695.6116,16.0263,0.9445,0.6681,0.0000,0.0000,0.0000,0.0000
4.600000,100.0000,0.0000,99.1240,3.8763,82.2880,7.0579,106.1069,2.1037,115.8424,9.9359,-3702.3452,13.7327,1.2175,0.9973,0.0000,0.0000,0.0000,0.0000
4.700000,100.0000,0.0000,99.3502,2.7322,78.3792,4.3085,106.8445,3.4338,110.3396,6.0654,-3697.6266,22.3839,1.2707,1.0045,0.0000,0.0000,0.0000,0.0000
4.800000,100.0000,0.0000,99.5696,2.7924,82.1793,3.7591,105.7831,3.6966,115.6894,5.2919,-3704.5925,24.2017,0.8823,0.5689,0.0000,0.0000,0.0000,0.0000
4.900000,100.0000,0.0000,98.4857,3.4858,80.0571,8.3640,107.6509,2.9152,112.7018,11.7746,-3692.3304,18.9081,1.2972,1.0599,0.0000,0.0000,0.0000,0.0000
5.000000,100.0000,0.0000,99.4664,2.4287,79.1057,4.5255,107.3457,2.5081,111.3624,6.3708,-3694.2865,16.3341,1.0310,0.7220,0.0000,0.0000,0.0000,0.0000
5.100000,100.0000,0.0000,97.6387,2.7442,83.1107,4.5265,108.7144,2.5872,117.0005,6.3722,-3685.4077,16.7437,1.2058,0.7763,0.0000,0.0000,0.0000,0.0000
5.200000,100.0000,0.0000,100.1470,3.9118,80.1455,7.0546,107.1012,3.4050,112.8261,9.9313,-3695.9512,22.2130,1.2908,1.0172,0.0000,0.0000,0.0000,0.0000
5.300000,100.0000,0.0000,100.6016,3.0550,81.2231,7.3517,107.0410,2.7282,114.3432,10.3495,-3696.2879,17.8961,0.9939,0.5759,0.0000,0.0000,0.0000,0.0000
5.400000,100.0000,0.0000,99.2957,3.1317,84.4985,6.3664,107.7480,2.3987,118.9543,8.9625,-3691.6622,15.5195,1.2182,0.7392,0.0000,0.0000,0.0000,0.0000
5.500000,100.0000,0.0000,98.7745,2.5733,80.8356,5.5402,108.4363,1.9319,113.7977,7.7993,-3687.1696,12.5241,1.1314,1.0327,0.0000,0.0000,0.0000,0.0000
5.600000,100.0000,0.0000,98.5615,2.6726,83.7118,7.4451,108.2793,2.1940,117.8468,10.4810,-3688.2018,14.2932,0.9787,0.7848,0.0000,0.0000,0.0000,0.0000
5.700000,100.0000,0.0000,98.6628,3.6332,84.2937,6.2552,107.7412,1.5694,118.6659,8.8058,-3691.6631,10.1797,1.2206,1.0581,0.0000,0.0000,0.0000,0.0000
5.800000,100.0000,0.0000,99.6466,1.9777,81.2667,5.0010,107.8827,2.7610,114.4046,7.0402,-3690.8134,18.0005,1.0935,1.1292,0.0000,0.0000,0.0000,0.0000
5.900000,100.0000,0.0000,99.1440,2.5217,84.7807,6.2343,108.3076,3.5025,119.3515,8.7764,-3688.1175,22.7259,0.9269,0.6145,0.0000,0.0000,0.0000,0.0000
6.000000,100.0000,0.0000,99.9017,4.7354,82.6183,6.5605,107.5905,3.0744,116.3073,9.2357,-3692.7369,20.0346,0.9050,0.5597,0.0000,0.0000,0.0000,0.0000
6.100000,100.0000,0.0000,98.9427,2.9944,81.3301,5.5788,108.5911,3.5772,114.4939,7.8536,-3686.2881,23.2377,0.9057,1.0158,0.0000,0.0000,0.0000,0.0000
6.200000,100.0000,0.0000,98.6367,3.2185,82.7082,6.4966,108.6670,2.5726,116.4339,9.1457,-3685.7141,16.7147,0.7645,0.5673,0.0000,0.0000,0.0000,0.0000
6.300000,100.0000,0.0000,99.7640,4.2875,80.4605,6.1297,108.8171,2.0755,113.2696,8.6292,-3684.7117,13.4206,0.7910,0.7029,0.0000,0.0000,0.0000,0.0000
6.400000,100.0000,0.0000,99.6257,3.0614,82.1161,4.8167,108.2496,4.0244,115.6004,6.7807,-3688.5450,26.0824,0.7558,0.7341,0.0000,0.0000,0.0000,0.0000
6.500000,100.0000,0.0000,100.0649,3.4805,81.8721,7.2254,107.9388,3.5693,115.2568,10.1716,-3690.5164,23.1423,0.8059,0.7623,0.0000,0.0000,0.0000,0.0000
6.600000,100.0000,0.0000,100.6516,4.1531,81.1274,5.5186,108.3122,2.5097,114.2084,7.7689,-3688.0077,16.2316,0.6897,1.0083,0.0000,0.0000,0.0000,0.0000
6.700000,100.0000,0.0000,99.9697,2.9790,83.2862,5.2318,108.7333,2.0809,117.2476,7.3651,-3685.2543,13.5222,0.9922,0.9678,0.0000,0.0000,0.0000,0.0000
6.800000,100.0000,0.0000,101.2390,3.6315,82.9598,6.5415,108.0604,2.8034,116.7881,9.2089,-3689.6615,18.1596,0.8391,0.5858,0.0000,0.0000,0.0000,0.0000
6.900000,100.0000,0.0000,99.1372,2.6075,82.8295,6.8060,109.4582,3.1970,116.6046,9.5812,-3680.6450,20.5050,0.6629,0.5478,0.0000,0.0000,0.0000,0.0000
7.000000,100.0000,0.0000,101.3054,3.4399,83.3516,5.6424,106.7230,2.3083,117.3397,7.9432,-3698.3322,15.0466,0.8461,0.9402,0.0000,0.0000,0.0000,0.0000
7.100000,100.0000,0.0000,99.3697,2.9996,82.2950,4.5236,108.2125,2.9846,115.8522,6.3682,-3688.6889,19.3611,1.0593,0.7982,0.0000,0.0000,0.0000,0.0000
7.200000,100.0000,0.0000,98.9588,3.9058,82.6837,7.4399,108.4824,2.9116,116.3994,10.4736,-3686.9332,18.8091,0.6576,0.6272,0.0000,0.0000,0.0000,0.0000
7.300000,100.0000,0.0000,99.2351,4.6115,82.2655,5.9047,108.0019,2.3019,115.8106,8.3124,-3690.0076,14.9368,1.0481,0.7865,0.0000,0.0000,0.0000,0.0000
7.400000,100.0000,0.0000,99.0942,1.4564,81.5865,4.5639,108.4389,3.6944,114.8547,6.4249,-3687.2843,23.9354,0.8312,0.4588,0.0000,0.0000,0.0000,0.0000
7.500000,100.0000,0.0000,98.3851,2.5649,81.3064,6.2309,109.4062,4.1649,114.4605,8.7716,-3681.0743,26.7908,0.7465,0.7905,0.0000,0.0000,0.0000,0.0000
7.600000,100.0000,0.0000,99.9695,2.2269,81.6830,7.7262,107.8185,2.6452,114.9907,10.8767,-3691.2223,17.2450,0.9274,0.5190,0.0000,0.0000,0.0000,0.0000
7.700000,100.0000,0.0000,100.5647,3.2237,81.1776,4.9819,108.0857,4.3071,114.2792,7.0134,-3689.6403,27.9514,0.6605,0.4689,0.0000,0.0000,0.0000,0.0000
7.800000,100.0000,0.0000,101.9936,3.1638,80.9494,5.3356,107.7143,3.6265,113.9579,7.5113,-3691.9800,23.5228,0.6363,0.4567,0.0000,0.0000,0.0000,0.0000
7.900000,100.0000,0.0000,100.3343,2.9631,82.6142,7.4200,108.6529,3.3055,116.3016,10.4456,-3685.8611,21.3296,0.9916,0.4018,0.0000,0.0000,0.0000,0.0000
8.000000,100.0000,0.0000,101.7734,3.0059,81.8745,5.5272,108.1336,4.4737,115.2602,7.7810,-3689.3533,29.2397,0.8218,0.6782,0.0000,0.0000,0.0000,0.0000
8.100000,100.0000,0.0000,100.8949,3.7005,82.9318,6.3290,108.6931,3.6146,116.7486,8.9097,-3685.6293,23.3555,0.7112,0.3724,0.0000,0.0000,0.0000,0.0000
8.200000,100.0000,0.0000,101.6252,3.8748,84.1177,5.1226,107.3738,3.3941,118.4182,7.2114,-3694.1742,22.0774,1.0692,0.5903,0.0000,0.0000,0.0000,0.0000
8.300000,100.0000,0.0000,101.3923,2.6874,82.9796,6.6252,106.6540,3.2219,116.8160,9.3267,-3698.8524,21.1329,0.6175,0.6071,0.0000,0.0000,0.0000,0.0000
8.400000,100.0000,0.0000,100.8797,3.2810,83.5916,4.3937,106.7865,4.0440,117.6775,6.1853,-3698.0692,26.5076,1.0039,0.5763,0.0000,0.0000,0.0000,0.0000
8.500000,100.0000,0.0000,99.3202,3.3689,83.5947,6.2894,107.0917,4.1954,117.6818,8.8541,-3696.0930,27.3203,1.0023,0.7012,0.0000,0.0000,0.0000,0.0000
8.600000,100.0000,0.0000,99.1304,3.2589,82.7228,5.9048,107.0859,3.2487,116.4544,8.3126,-3696.0362,21.1625,0.7878,0.3421,0.0000,0.0000,0.0000,0.0000
8.700000,100.0000,0.0000,98.5246,3.5645,83.2684,4.6381,107.1738,4.0768,117.2226,6.5294,-3695.5451,26.5300,1.2697,0.6602,0.0000,0.0000,0.0000,0.0000
8.800000,100.0000,0.0000,98.8444,5.4207,81.2786,7.1004,106.7232,4.7663,114.4214,9.9958,-3698.5632,30.9414,0.9895,0.7869,0.0000,0.0000,0.0000,0.0000
8.900000,100.0000,0.0000,99.0563,4.2753,81.6864,7.3703,107.0795,2.5493,114.9954,10.3756,-3696.0233,16.6189,1.0560,0.8476,0.0000,0.0000,0.0000,0.0000
9.000000,100.0000,0.0000,98.6569,3.4564,81.8537,5.5414,107.1070,2.0867,115.2310,7.8010,-3695.8151,13.6152,1.2273,0.8366,0.0000,0.0000,0.0000,0.0000
9.100000,100.0000,0.0000,99.8927,4.3618,79.9895,5.8055,106.6788,3.7880,112.6066,8.1728,-3698.7448,24.8367,1.0124,0.5965,0.0000,0.0000,0.0000,0.0000
9.200000,100.0000,0.0000,99.8287,2.8905,82.3312,10.2930,107.2138,4.5637,115.9032,14.4901,-3695.3403,29.6480,1.3438,1.0470,0.0000,0.0000,0.0000,0.0000
9.300000,100.0000,0.0000,101.4475,3.2252,81.0195,4.5681,106.4583,3.6715,114.0566,6.4308,-3700.1716,23.9742,1.1847,0.9672,0.0000,0.0000,0.0000,0.0000
9.400000,100.0000,0.0000,102.4973,4.4488,80.5128,6.2084,106.3555,3.7265,113.3433,8.7399,-3700.8498,24.3968,1.1224,0.9901,0.0000,0.0000,0.0000,0.0000
9.500000,100.0000,0.0000,100.2390,4.5256,84.0747,6.7727,107.5300,4.5361,118.3575,9.5344,-3693.2802,29.5374,1.3874,0.8099,0.0000,0.0000,0.0000,0.0000
9.600000,100.0000,0.0000,100.4280,4.7359,80.5832,6.3118,108.1519,4.0790,113.4424,8.8855,-3689.1838,26.3583,1.1634,1.1047,0.0000,0.0000,0.0000,0.0000
9.700000,100.0000,0.0000,101.1820,3.3064,82.3024,6.2356,106.7318,4.4524,115.8626,8.7782,-3698.4725,29.1206,1.2060,0.7363,0.0000,0.0000,0.0000,0.0000
9.800000,100.0000,0.0000,99.3968,2.8868,84.6302,3.4740,107.3119,4.2009,119.1395,4.8905,-3694.6596,27.3712,1.4329,1.0382,0.0000,0.0000,0.0000,0.0000
9.900000,100.0000,0.0000,99.7531,5.5709,80.1008,7.9296,107.2634,2.4379,112.7633,11.1630,-3694.8170,15.8280,1.2516,1.1658,0.0000,0.0000,0.0000,0.0000
10.000000,100.0000,0.0000,98.4815,4.1460,83.5066,5.7295,108.4756,3.1724,117.5579,8.0659,-3686.9980,20.4938,1.1701,0.4801,1.3621,25.7635,394.5098,250.5873
10.100000,100.0000,0.0000,102.5503,3.5262,328.7665,155.4632,106.7581,3.3026,462.8267,218.8559,-3698.1785,21.5431,338.9691,202.3557,-762.8297,456.7721,430.9824,257.3393
10.200000,100.0000,0.0000,120.0213,13.9728,94.3284,10.4319,105.8984,4.0897,132.7924,14.6856,-3703.8735,26.4889,57.0122,54.7274,-198.2516,233.2556,329.5298,229.1269
10.300000,100.0000,0.0000,115.0206,7.3480,167.6238,58.5948,105.6080,2.6787,235.9753,82.4878,-3705.6511,17.5791,506.0961,290.4384,-798.8395,446.9564,318.3191,172.9606
10.400000,100.0000,0.0000,114.8501,10.9488,200.5827,78.0225,105.9243,3.6229,282.3737,109.8375,-3703.6599,23.6904,213.7496,139.2442,-464.5860,280.6651,265.9549,158.0632
10.500000,100.0000,0.0000,119.7739,12.9287,90.8728,14.2146,105.8094,3.5004,127.9278,20.0108,-3704.3992,22.8506,737.6854,538.4071,-884.6141,658.5255,269.7587,200.6947
10.600000,100.0000,0.0000,103.9456,2.8109,259.3080,120.9558,104.7128,4.4582,365.0453,170.2775,-3711.7086,29.3409,397.3789,295.4419,-646.1539,497.0354,266.9153,213.2932
10.700000,100.0000,0.0000,121.6776,14.1921,119.4692,25.4637,104.1339,3.1107,168.1848,35.8470,-3715.3819,20.5517,717.3381,584.3461,-915.9527,762.9851,302.2333,252.7716
10.800000,100.0000,0.0000,115.5505,9.7032,172.8959,64.2551,104.4896,4.6044,243.3971,90.4562,-3713.1980,30.3403,348.1584,272.1462,-653.3410,524.7560,307.3212,252.9803
10.900000,100.0000,0.0000,112.9020,10.1581,182.4845,64.7009,103.7607,3.4093,256.8956,91.0838,-3717.8719,22.4200,521.0135,457.4562,-850.5072,701.9180,365.3211,283.6716
11.000000,100.0000,0.0000,120.7854,11.4038,124.7724,25.1318,102.9497,4.4115,175.6504,35.3798,-3723.3550,29.2640,277.2992,213.9116,-646.8713,496.0792,384.5092,291.1491
11.100000,100.0000,0.0000,111.3835,9.9612,195.2245,71.1151,103.5649,4.6106,274.8306,100.1135,-3719.3058,30.5391,379.6491,319.4937,-802.8996,614.2710,447.9098,310.7583
11.200000,100.0000,0.0000,112.0211,6.1477,169.8204,49.3492,101.4489,5.1922,239.0675,69.4722,-3733.4552,34.7684,235.2442,139.2435,-593.6756,371.3026,393.1321,267.3207
11.300000,100.0000,0.0000,117.9901,11.4025,155.0938,43.4435,102.4667,4.8482,218.3360,61.1584,-3726.6152,31.9822,262.5722,201.5266,-599.6613,452.5827,351.3464,255.9862
11.400000,100.0000,0.0000,111.7407,8.1208,189.9371,64.1274,100.9190,4.9580,267.3872,90.2765,-3736.9593,33.1154,298.2154,206.4866,-671.1252,463.2218,402.0742,288.5923
11.500000,100.0000,0.0000,112.8216,6.6148,159.0843,35.8987,100.9748,5.2099,223.9536,50.5370,-3736.6211,34.6734,384.4643,305.3829,-795.6811,616.2703,413.5519,312.0774
11.600000,100.0000,0.0000,119.2038,13.1640,151.5521,41.1608,100.6483,5.5538,213.3501,57.9448,-3738.8649,37.1464,465.8812,390.8480,-874.6455,747.4492,431.3867,373.4156
11.700000,100.0000,0.0000,106.0643,3.5722,197.5046,67.2569,100.4643,6.0953,278.0405,94.6820,-3740.1866,40.6422,502.8536,469.2250,-920.8184,839.8132,423.5266,376.2345
11.800000,100.0000,0.0000,117.0927,12.0970,139.8586,33.4363,99.9879,5.8303,196.8883,47.0706,-3743.3349,38.7608,515.1843,466.5775,-893.3086,803.0246,399.1440,353.3313
11.900000,100.0000,0.0000,113.1365,7.9452,175.2462,63.3097,99.3189,4.9494,246.7058,89.1254,-3747.7077,33.3341,467.4152,416.5187,-825.6068,728.9079,368.5604,321.0845
12.000000,100.0000,0.0000,105.7845,3.5824,179.5116,57.1262,99.2864,5.8028,252.7106,80.4204,-3748.0506,38.5773,446.8724,447.2416,-798.2795,783.1096,359.9893,344.0239
12.100000,100.0000,0.0000,117.7387,11.6513,134.2040,34.7673,98.9836,6.0667,188.9280,48.9442,-3750.1454,40.5656,425.1227,422.7933,-810.8704,813.4766,399.6093,403.5519
12.200000,100.0000,0.0000,104.3464,3.4921,190.7924,67.5362,98.7919,6.3789,268.5913,95.0752,-3751.5088,43.0539,439.4703,473.8171,-867.9022,933.7305,431.3328,461.0636
12.300000,100.0000,0.0000,109.0418,7.3814,152.3100,41.8861,97.7769,7.3071,214.4170,58.9659,-3758.5595,48.9142,394.1514,398.6415,-797.1226,828.5863,421.3192,449.9696
12.400000,100.0000,0.0000,112.2583,6.5237,153.2584,48.0280,97.8361,5.6380,215.7521,67.6123,-3757.8396,37.8705,373.7084,426.5672,-783.7667,893.8273,413.2087,468.6503
12.500000,100.0000,0.0000,102.7463,3.4026,182.2555,58.3017,96.9385,7.2480,256.5733,82.0752,-3764.2636,48.9944,358.2637,393.8842,-762.9480,862.2355,416.0681,478.8685
12.600000,100.0000,0.0000,110.8174,8.1893,140.6775,36.2122,97.4556,6.7043,198.0412,50.9784,-3760.6325,45.4094,392.0996,419.4291,-785.1927,828.9540,399.2208,413.7725
12.700000,100.0000,0.0000,105.9920,4.6803,166.6202,51.1795,97.9682,6.8092,234.5624,72.0488,-3757.1673,45.8881,380.3082,355.7085,-786.6427,760.9405,410.3816,408.3620
12.800000,100.0000,0.0000,102.7200,4.7997,170.3267,48.7978,96.4458,6.3553,239.7803,68.6960,-3767.4447,43.1684,481.2457,502.9243,-916.4476,938.4658,446.3433,451.2873
12.900000,100.0000,0.0000,110.2770,7.2493,140.4813,38.0748,96.1706,6.1700,197.7650,53.6005,-3769.2909,41.9985,455.7267,386.4914,-910.5869,798.3713,457.5975,412.7803
13.000000,100.0000,0.0000,102.8584,2.2610,171.9486,54.9806,96.3829,6.2005,242.0635,77.3999,-3767.8403,41.9977,475.9797,437.2167,-896.0091,762.7470,429.4931,340.0961
13.100000,100.0000,0.0000,105.1390,5.3385,157.0352,41.6353,95.1579,7.0853,221.0690,58.6128,-3776.4236,48.3459,383.8541,278.4949,-764.4188,554.1877,383.4949,277.0012
13.200000,100.0000,0.0000,109.3697,5.9663,142.9016,40.5103,95.7857,7.0462,201.1722,57.0291,-3772.1059,47.9894,413.1332,347.8943,-796.6407,622.8445,387.8772,279.5311
13.300000,100.0000,0.0000,101.9977,4.0139,173.6255,57.0042,94.2136,7.3806,244.4243,80.2486,-3783.0014,50.6494,382.8733,255.4612,-768.1850,513.9902,388.6577,263.4922
13.400000,100.0000,0.0000,106.3470,6.2451,141.6327,37.2745,95.4675,6.6295,199.3859,52.4738,-3774.1941,45.0352,424.1711,352.8324,-834.5255,669.4489,414.6087,318.0730
13.500000,100.0000,0.0000,106.7925,4.7442,153.8463,49.5205,94.3418,6.0885,216.5797,69.7133,-3781.8381,41.7410,405.2182,328.6812,-794.4100,651.2495,394.3364,330.3457
13.600000,100.0000,0.0000,100.1215,3.9808,167.1877,53.3980,95.5695,7.6720,235.3613,75.1720,-3773.7277,52.1516,432.2365,410.7946,-842.3274,783.4171,414.0429,375.2867
13.700000,100.0000,0.0000,108.1439,7.1726,135.4548,34.9498,94.5246,6.4828,190.6888,49.2012,-3780.6602,44.5248,466.4953,388.0777,-917.9231,779.0505,455.6684,394.9673
13.800000,100.0000,0.0000,101.8156,3.7041,162.6809,54.4530,94.4391,8.9247,229.0168,76.6571,-3781.8251,60.7069,438.6986,388.4518,-866.1976,767.9632,429.6035,379.4724
