# turn-on energies from lambda=0 equilibrium snapshots
# lambda_eval=0.07  T=100.0 K  burn_in_ps=1000.0
time_ps  E_coup_turnon_kjmol  E_coup_relaxed_kjmol  E_dse_kjmol
1001.000000  19.24736214  -1943.99938965  971.99932861
1011.000000  29.18907928  -6655.43066406  3327.71386719
1021.000000  -55.82125854  -3700.75097656  1850.37475586
1031.000000  76.13168335  -2094.45532227  1047.22729492
1041.000000  -17.65727234  -29342.28125000  14671.13476562
1051.000000  41.72476196  -2854.32885742  1427.16369629
1061.000000  -288.24853516  -15196.12597656  7598.05957031
1071.000000  -125.91598511  -14322.73925781  7161.36621094
1081.000000  20.19739532  -15282.87695312  7641.43408203
1091.000000  108.59009552  -19030.64648438  9515.31835938
1101.000000  5.83095026  -11678.08007812  5839.03759766
1111.000000  112.65799713  -8351.29101562  4175.64355469
1121.000000  75.92788696  -25363.29882812  12681.64355469
1131.000000  -11.65872288  -16339.50781250  8169.75048828
1141.000000  105.57638550  -11410.71582031  5705.35595703
1151.000000  70.08239746  -14558.25488281  7279.12451172
1161.000000  126.31824493  -4804.68847656  2402.34326172
1171.000000  -5.96790218  -5545.00830078  2772.50317383
1181.000000  22.99927521  -15192.99511719  7596.49414062
1191.000000  -168.52713013  -20884.14648438  10442.06933594
1201.000000  -145.74674988  -28822.81250000  14411.39941406
1211.000000  -21.85115814  -22233.90625000  11116.94824219
1221.000000  96.88919067  -20067.53906250  10033.76562500
1231.000000  -34.95903397  -24765.02929688  12382.50976562
1241.000000  -171.76385498  -19851.34179688  9925.66699219
1251.000000  119.56188202  -16538.34375000  8269.16894531
1261.000000  -145.23628235  -9151.18164062  4575.58886719
1271.000000  140.08006287  -7797.87060547  3898.93383789
1281.000000  -30.79174042  -5237.12939453  2618.56347656
1291.000000  -14.87601948  -5345.26855469  2672.63330078
1301.000000  2.66244245  -5219.20703125  2609.60229492
1311.000000  17.18428993  -6895.78466797  3447.89135742
1321.000000  27.31239700  -2697.58642578  1348.79260254
1331.000000  -144.67492676  -8733.16210938  4366.57910156
1341.000000  -36.25805283  -6864.21435547  3432.10571289
1351.000000  -80.01892853  -3635.60986328  1817.80407715
