time_ps,T_bath_K,T_kinetic_K,T_v_fictive_K,T_s_fictive_K,E_kinetic_kjmol,E_potential_kjmol,E_mech_kjmol,E_bond_kjmol,E_nonbonded_kjmol,E_cav_harmonic_kjmol,E_cav_coupling_kjmol,E_cav_dse_kjmol
1.000000,100.0000,102.2993,80.8489,108.4458,631.232666,-3572.311024,-2941.078358,113.816384,-3687.058321,0.930239,0.000000,0.000000
2.000000,100.0000,103.3709,70.2993,105.4117,643.605347,-3606.505515,-2962.900169,98.964985,-3706.839704,1.370393,0.000000,0.000000
3.000000,100.0000,102.7098,91.6398,109.2254,641.077637,-3552.823978,-2911.746342,129.007522,-3682.015193,0.185349,-0.000000,0.000000
4.000000,100.0000,99.2840,90.5236,112.8181,610.617493,-3530.910380,-2920.292887,127.436092,-3658.979980,0.631607,-0.000000,0.000000
5.000000,100.0000,103.4210,67.5200,113.8941,640.741699,-3555.572738,-2914.831038,95.052412,-3652.144550,1.520492,-0.000000,0.000000
6.000000,100.0000,102.1333,81.1129,109.9218,641.187378,-3562.194970,-2921.007592,114.188007,-3677.524089,1.140871,-0.000000,0.000000
7.000000,100.0000,98.0968,98.8244,112.5497,609.325439,-3521.492207,-2912.166768,139.121781,-3660.689278,0.074589,0.000000,0.000000
8.000000,100.0000,103.4823,77.2906,110.9206,637.295349,-3560.825811,-2923.530462,108.807175,-3671.105016,1.472138,0.000000,0.000000
9.000000,100.0000,101.0484,71.6214,111.3556,630.256958,-3567.288857,-2937.031899,100.826252,-3668.317460,0.201943,-0.000000,0.000000
10.000000,100.0000,98.2791,86.6212,109.2690,612.773865,-3558.401520,-2945.627655,121.942426,-3681.734048,1.391504,-0.000000,0.000000
11.000000,100.0000,97.1367,83.6144,109.0819,599.281494,-3563.700139,-2964.418645,117.709563,-3682.942557,1.531882,-0.000000,0.000000
12.000000,100.0000,97.5218,68.8469,104.3016,604.294922,-3614.579077,-3010.284155,96.920353,-3714.139902,2.642008,-0.000000,0.000000
13.000000,100.0000,97.4106,78.6341,106.0088,609.670959,-3591.064282,-2981.393322,110.698557,-3702.927104,1.163943,-0.000000,0.000000
14.000000,100.0000,92.3157,86.1210,104.5404,572.578430,-3589.493160,-3016.914730,121.238315,-3712.566563,1.834928,-0.000000,0.000000
15.000000,100.0000,92.4900,71.8299,110.2819,572.100098,-3570.014646,-2997.914548,101.119767,-3675.206954,4.073178,-0.000000,0.000000
16.000000,100.0000,100.1832,71.9879,105.2141,626.505005,-3605.335337,-2978.830332,101.342178,-3708.136530,1.459526,-0.000000,0.000000
17.000000,100.0000,100.4681,89.8074,104.0480,628.020386,-3588.271366,-2960.250980,126.427895,-3715.812612,1.113382,0.000000,0.000000
18.000000,100.0000,101.9225,82.1516,104.6346,630.451477,-3596.215486,-2965.764009,115.650324,-3711.946669,0.080981,0.000000,0.000000
19.000000,100.0000,101.3501,70.8226,105.5700,629.808899,-3604.225039,-2974.416140,99.701687,-3705.801549,1.875263,0.000000,0.000000
20.000000,100.0000,92.9924,79.5177,105.8715,580.456299,-3590.565040,-3010.108741,111.942469,-3703.826074,1.317737,0.000000,0.000000
21.000000,100.0000,98.3576,81.6815,105.5857,611.359924,-3589.246965,-2977.887040,114.988481,-3705.698414,1.463197,0.000000,0.000000
22.000000,100.0000,98.4433,74.8170,104.5537,609.593140,-3606.769536,-2997.176396,105.324895,-3712.479223,0.386291,0.000000,0.000000
23.000000,100.0000,99.1317,78.8145,109.5079,616.041992,-3568.688753,-2952.646761,110.952491,-3680.192092,0.551478,0.000000,0.000000
24.000000,100.0000,100.6460,81.7319,108.8184,625.599854,-3569.114969,-2943.515116,115.059521,-3684.646277,0.471839,0.000000,0.000000
25.000000,100.0000,93.4992,80.0234,110.7379,579.542480,-3558.248188,-2978.705707,112.654364,-3672.276986,1.374091,0.000000,0.000000
26.000000,100.0000,97.4633,79.7036,106.2175,604.904053,-3589.234384,-2984.330332,112.204052,-3701.561589,0.122164,0.000000,0.000000
27.000000,100.0000,101.7911,79.7962,107.7118,631.353333,-3579.258949,-2947.905616,112.334480,-3691.821290,0.228250,-0.000000,0.000000
28.000000,100.0000,98.6170,75.9015,107.7683,610.561646,-3584.476101,-2973.914456,106.851580,-3691.453626,0.126080,-0.000000,0.000000
29.000000,100.0000,97.8853,75.7993,107.6889,609.855591,-3585.176577,-2975.320986,106.707800,-3691.969777,0.086008,0.000000,0.000000
30.000000,100.0000,102.2601,84.0150,104.1355,637.548218,-3596.480012,-2958.931795,118.273624,-3715.235019,0.481753,-0.000000,0.000000
31.000000,100.0000,98.9816,78.8883,110.5010,614.023926,-3561.778499,-2947.754573,111.056322,-3673.798329,0.963104,0.000000,0.000000
32.000000,100.0000,95.1643,73.3178,111.3185,592.058228,-3564.203265,-2972.145037,103.214390,-3668.555047,1.136498,0.000000,0.000000
33.000000,100.0000,101.9259,87.3808,106.5675,635.729614,-3575.912789,-2940.183175,123.011856,-3699.274802,0.350523,0.000000,0.000000
34.000000,100.0000,102.0827,85.1460,106.7091,632.403198,-3577.109152,-2944.705954,119.865796,-3698.350776,1.376404,0.000000,0.000000
35.000000,100.0000,105.2120,75.6560,110.4903,649.980469,-3565.707365,-2915.726896,106.506086,-3673.867095,1.653880,0.000000,0.000000
36.000000,100.0000,101.6932,72.3066,105.9138,636.380737,-3601.035577,-2964.654840,101.790796,-3703.548897,0.722494,0.000000,0.000000
37.000000,100.0000,97.0409,86.9147,107.9032,604.977905,-3567.187321,-2962.209416,122.355652,-3690.577416,1.034480,0.000000,0.000000
38.000000,100.0000,98.7072,80.2953,108.2788,608.689697,-3573.921474,-2965.231776,113.037134,-3688.140497,1.181650,-0.000000,0.000000
39.000000,100.0000,96.3858,68.7704,106.1102,600.895508,-3605.250353,-3004.354846,96.812667,-3702.263432,0.201010,0.000000,0.000000
40.000000,100.0000,99.0495,81.6077,103.8273,617.238098,-3601.272962,-2984.034864,114.884685,-3717.269917,1.111707,0.000000,0.000000
41.000000,100.0000,102.7361,79.8377,103.9250,636.545654,-3600.984154,-2964.438500,112.392926,-3716.624672,3.247132,-0.000000,0.000000
42.000000,100.0000,103.4205,73.4586,104.2234,642.579346,-3607.061041,-2964.481696,103.412625,-3714.655689,4.182826,-0.000000,0.000000
43.000000,100.0000,103.3636,83.0585,107.4746,647.013367,-3573.190760,-2926.177393,116.926973,-3693.363163,3.246320,-0.000000,0.000000
44.000000,100.0000,97.7910,82.8884,111.9363,613.816772,-3545.894132,-2932.077360,116.687504,-3664.602964,2.021115,-0.000000,0.000000
45.000000,100.0000,105.8558,77.4659,110.9036,661.982300,-3561.844113,-2899.861813,109.053970,-3671.213988,0.317545,0.000000,0.000000
46.000000,100.0000,103.6620,82.2639,104.8010,650.352783,-3594.283053,-2943.930269,115.808364,-3710.851740,0.760290,-0.000000,0.000000
47.000000,100.0000,102.9647,91.6367,108.9735,637.699158,-3554.004251,-2916.305093,129.003124,-3683.643359,0.634927,0.000000,0.000000
48.000000,100.0000,103.4424,74.3354,113.8096,639.115967,-3546.586962,-2907.470995,104.646879,-3652.680552,1.446661,0.000000,0.000000
