time_ps,T_bath_K,T_kinetic_K,T_v_fictive_K,T_s_fictive_K,E_bond_kjmol,E_nonbonded_kjmol,E_cav_harmonic_kjmol,E_cav_coupling_kjmol,E_cav_dse_kjmol
0.100500,100.0000,103.3657,84.2020,108.2850,118.536793,-3688.100795,2.451654,0.000000,0.000000
0.201000,100.0000,105.4350,86.5159,104.6819,121.794267,-3711.635353,2.073374,-0.000000,0.000000
0.300000,100.0000,102.4188,82.4375,107.3714,116.052816,-3694.034413,1.116904,-0.000000,0.000000
0.400500,100.0000,100.6550,89.8864,106.1249,126.539175,-3702.167299,3.149824,0.000000,0.000000
0.501000,100.0000,104.5671,81.0666,103.7939,114.122856,-3717.490552,0.989029,0.000000,0.000000
0.600000,100.0000,98.8356,85.0693,111.1735,119.757800,-3669.483731,2.677273,-0.000000,0.000000
0.700500,100.0000,103.2940,87.7460,105.9977,123.525899,-3702.999729,1.906215,0.000000,0.000000
0.801000,100.0000,100.2964,83.2889,108.2141,117.251415,-3688.560185,2.496030,0.000000,0.000000
0.900000,100.0000,101.0323,94.3609,107.2277,132.838140,-3694.970311,4.294960,-0.000000,0.000000
1.000500,100.0000,101.5659,78.8843,106.9125,111.050702,-3697.023882,1.393633,0.000000,0.000000
1.101000,100.0000,101.0293,88.1931,105.3493,124.155288,-3707.249037,4.164491,0.000000,0.000000
1.200000,100.0000,98.1858,83.2928,108.1583,117.256881,-3688.922083,1.431203,-0.000000,0.000000
1.300500,100.0000,102.4064,86.0271,105.6138,121.106077,-3705.513888,2.500929,-0.000000,0.000000
1.401000,100.0000,101.2016,87.0468,104.3090,122.541583,-3714.091298,1.644487,0.000000,0.000000
1.500000,100.0000,100.6295,77.8603,105.8741,109.609145,-3703.808873,3.432227,0.000000,0.000000
1.600500,100.0000,96.1548,89.8924,109.6018,126.547598,-3679.586689,3.540103,-0.000000,0.000000
1.701000,100.0000,101.3214,82.4582,105.3286,116.081907,-3707.384722,2.635730,-0.000000,0.000000
1.800000,100.0000,101.1389,86.7708,106.1842,122.153132,-3701.779144,2.884950,0.000000,0.000000
1.900500,100.0000,98.7144,84.1354,108.0639,118.443025,-3689.534716,2.492532,0.000000,0.000000
2.001000,100.0000,101.8465,83.0468,104.3154,116.910534,-3714.049278,2.563189,-0.000000,0.000000
2.100000,100.0000,96.6041,86.5163,108.6458,121.794799,-3685.763450,2.547124,0.000000,0.000000
2.200500,100.0000,101.7233,83.8485,108.0641,118.039192,-3689.533334,2.209893,0.000000,0.000000
2.301000,100.0000,101.3892,89.7229,106.7740,126.308957,-3697.927217,2.814396,-0.000000,0.000000
2.400000,100.0000,97.8031,82.0579,109.7627,115.518385,-3678.549492,1.817240,-0.000000,0.000000
2.500500,100.0000,100.0277,83.9179,108.6400,118.136884,-3685.800664,1.759910,0.000000,0.000000
2.601000,100.0000,98.1552,88.6335,106.0157,124.775274,-3702.882122,1.733668,0.000000,0.000000
2.700000,100.0000,97.8286,80.6848,108.2378,113.585356,-3688.406396,1.455587,-0.000000,0.000000
2.800500,100.0000,102.2768,87.8004,103.3566,123.602530,-3720.381660,1.748496,-0.000000,0.000000
2.901000,100.0000,101.4812,78.9715,107.3209,111.173503,-3694.363432,1.696255,0.000000,0.000000
3.000000,100.0000,104.1659,85.3203,104.4799,120.111099,-3712.965118,2.521256,0.000000,0.000000
3.100500,100.0000,97.7943,86.2866,107.3000,121.471441,-3694.499045,0.922189,-0.000000,0.000000
3.201000,100.0000,99.4570,79.8775,107.3917,112.448873,-3693.902339,2.072515,-0.000000,0.000000
3.300000,100.0000,99.8645,91.4920,103.0874,128.799490,-3722.164592,1.496038,0.000000,0.000000
3.400500,100.0000,103.6484,75.8295,105.4503,106.750215,-3706.586192,0.910049,-0.000000,0.000000
3.501000,100.0000,102.1563,93.7171,103.4616,131.931900,-3719.687103,1.030373,-0.000000,0.000000
3.600000,100.0000,100.5265,86.7595,105.9495,122.137211,-3703.315362,0.335922,0.000000,0.000000
3.700500,100.0000,102.2718,85.2703,107.0529,120.040794,-3696.108657,1.031036,-0.000000,0.000000
3.801000,100.0000,103.6786,87.4029,105.8570,123.042898,-3703.920589,0.136926,-0.000000,0.000000
3.900000,100.0000,101.6009,80.0441,109.3595,112.683463,-3681.149856,1.147688,0.000000,0.000000
4.000500,100.0000,101.3045,93.2889,105.2391,131.329086,-3707.972218,0.020287,0.000000,0.000000
4.101000,100.0000,100.0299,77.3100,106.9319,108.834499,-3696.897520,0.750702,-0.000000,0.000000
4.200000,100.0000,101.1923,81.2158,105.8066,114.332896,-3704.251038,0.425571,0.000000,0.000000
4.300500,100.0000,94.8429,86.2502,111.1502,121.420213,-3669.632848,0.424372,0.000000,0.000000
4.401000,100.0000,101.7179,84.9091,108.5101,119.532216,-3686.641723,0.424923,-0.000000,0.000000
4.500000,100.0000,102.9248,93.1109,104.4822,131.078483,-3712.950009,0.223820,0.000000,0.000000
4.600500,100.0000,99.1813,79.5836,110.5545,112.035118,-3673.454983,1.107540,0.000000,0.000000
4.701000,100.0000,100.8265,93.6458,106.4443,131.831485,-3700.079367,0.569592,0.000000,0.000000
4.800000,100.0000,100.8371,84.4260,105.2341,118.852111,-3708.005363,1.310715,-0.000000,0.000000
4.900500,100.0000,103.7864,83.3816,105.2797,117.381843,-3707.705699,0.024318,0.000000,0.000000
5.001000,100.0000,100.6089,87.3442,106.1906,122.960352,-3701.737501,0.553331,0.000000,0.000000
5.100000,100.0000,103.2968,78.4229,106.3644,110.401110,-3700.601473,0.171780,-0.000000,0.000000
5.200500,100.0000,103.5552,89.1764,104.9052,125.539643,-3710.166504,0.844859,0.000000,0.000000
5.301000,100.0000,105.9012,83.2046,104.7282,117.132747,-3711.330498,0.427577,-0.000000,0.000000
5.400000,100.0000,100.3224,86.8336,110.9564,122.241480,-3670.875235,0.306830,0.000000,0.000000
5.500500,100.0000,102.6282,88.0356,108.1240,123.933559,-3689.144603,1.084247,-0.000000,0.000000
5.601000,100.0000,104.2942,83.6788,110.1101,117.800204,-3676.312397,0.227909,0.000000,0.000000
5.700000,100.0000,105.0495,95.0584,106.4562,133.820121,-3700.001507,1.023571,-0.000000,0.000000
5.800500,100.0000,103.6995,82.2520,109.7786,115.791611,-3678.446957,0.336242,-0.000000,0.000000
5.901000,100.0000,105.8215,88.8099,108.3702,125.023666,-3687.547960,1.176518,-0.000000,0.000000
6.000000,100.0000,107.0132,89.0344,107.2535,125.339672,-3694.802238,0.677859,0.000000,0.000000
6.100500,100.0000,111.2324,85.3570,105.0779,120.162764,-3709.030870,0.593988,0.000000,0.000000
6.201000,100.0000,104.6009,94.0507,110.5169,132.401525,-3673.696347,0.764928,-0.000000,0.000000
6.300000,100.0000,109.3455,85.1495,108.3027,119.870661,-3687.985563,0.402988,-0.000000,0.000000
6.400500,100.0000,107.2500,93.2548,110.1000,131.281044,-3676.377124,0.735481,0.000000,0.000000
6.501000,100.0000,104.3078,86.0196,110.7414,121.095607,-3672.254775,0.336140,-0.000000,0.000000
6.600000,100.0000,109.2879,84.4837,106.2743,118.933417,-3701.190461,0.774338,-0.000000,0.000000
6.700500,100.0000,104.2774,91.6139,107.6482,128.970978,-3692.234534,0.397264,0.000000,0.000000
6.801000,100.0000,106.9440,81.3731,106.2791,114.554393,-3701.158674,0.762068,0.000000,0.000000
6.900000,100.0000,101.1268,88.8463,108.8900,125.074949,-3684.183087,1.580012,-0.000000,0.000000
7.000500,100.0000,98.3775,82.0918,110.1975,115.566106,-3675.750056,0.483440,-0.000000,0.000000
7.101000,100.0000,103.5011,87.9615,102.3440,123.829244,-3727.098597,1.314063,0.000000,0.000000
7.200000,100.0000,95.9672,88.1359,110.3753,124.074874,-3674.606292,0.761360,0.000000,0.000000
7.300500,100.0000,101.0793,80.1811,109.5196,112.876362,-3680.116595,0.970719,-0.000000,0.000000
7.401000,100.0000,100.0008,90.1823,108.9945,126.955730,-3683.507185,1.350840,-0.000000,0.000000
