time_ps,T_bath_K,T_kinetic_K,T_v_fictive_K,T_s_fictive_K,E_kinetic_kjmol,E_potential_kjmol,E_mech_kjmol,E_bond_kjmol,E_nonbonded_kjmol,E_cav_harmonic_kjmol,E_cav_coupling_kjmol,E_cav_dse_kjmol
1.000000,100.0000,101.1261,84.7024,111.1017,626.874878,-3550.004853,-2923.129975,119.241293,-3669.943916,0.698704,0.000000,0.000000
2.000000,100.0000,105.0338,83.7459,111.3192,651.110229,-3549.339338,-2898.229109,117.894671,-3668.550215,1.315268,0.000000,0.000000
3.000000,100.0000,101.2689,80.5701,109.8912,627.748657,-3564.231696,-2936.483039,113.423906,-3677.721202,0.066005,0.000000,0.000000
4.000000,100.0000,100.0218,80.8992,109.2833,622.121887,-3567.612217,-2945.490330,113.887165,-3681.641781,0.142115,-0.000000,0.000000
5.000000,100.0000,98.9959,82.4062,108.3206,612.893311,-3571.048445,-2958.155135,116.008723,-3687.869610,0.813414,0.000000,0.000000
6.000000,100.0000,97.5304,78.6344,111.3076,606.493774,-3556.843267,-2950.349493,110.698967,-3668.624634,1.082824,-0.000000,0.000000
7.000000,100.0000,101.6984,84.1029,110.7885,634.121155,-3553.414202,-2919.293048,118.397331,-3671.952780,0.141525,-0.000000,0.000000
8.000000,100.0000,100.5048,85.1911,108.7225,623.453857,-3563.725341,-2940.271484,119.929275,-3685.266977,1.613469,-0.000000,0.000000
9.000000,100.0000,100.2585,80.9969,110.5514,620.697205,-3559.250731,-2938.553527,114.024712,-3673.474535,0.200069,-0.000000,0.000000
10.000000,100.0000,99.0520,76.1294,107.1796,615.619751,-3586.645308,-2971.025557,107.172397,-3695.283050,1.465392,-0.000000,0.000000
11.000000,100.0000,100.3611,78.1481,102.0325,624.198792,-3617.634796,-2993.436005,110.014335,-3729.170376,1.521353,-0.000000,0.000000
12.000000,100.0000,103.0214,80.4040,103.7111,641.399902,-3602.074614,-2960.674712,113.190127,-3718.037171,2.772478,-0.000000,0.000000
13.000000,100.0000,101.6595,81.6324,104.6846,631.999756,-3595.429599,-2963.429843,114.919441,-3711.617110,1.268190,-0.000000,0.000000
14.000000,100.0000,102.0508,82.5670,107.0916,632.695374,-3577.666858,-2944.971484,116.235073,-3695.856626,1.955328,-0.000000,0.000000
15.000000,100.0000,104.2572,79.7042,109.0726,648.928101,-3566.627522,-2917.699421,112.204927,-3683.002657,4.169764,-0.000000,0.000000
16.000000,100.0000,96.7164,83.3031,110.6986,603.422729,-3553.769807,-2950.347078,117.271359,-3672.529354,1.489255,-0.000000,0.000000
17.000000,100.0000,95.6123,87.1129,107.5697,594.253845,-3568.992428,-2974.738583,122.634645,-3692.744944,1.117964,-0.000000,0.000000
18.000000,100.0000,95.7421,76.2521,109.1244,592.497864,-3575.240951,-2982.743087,107.345219,-3682.667829,0.081744,0.000000,0.000000
19.000000,100.0000,95.0613,70.9801,108.1101,592.394043,-3587.419368,-2995.025325,99.923501,-3689.234802,1.891152,0.000000,0.000000
20.000000,100.0000,99.0534,86.3750,105.5228,617.293579,-3583.184362,-2965.890783,121.595912,-3706.111047,1.330280,0.000000,0.000000
21.000000,100.0000,95.0552,84.8155,105.0956,588.745789,-3588.039205,-2999.293417,119.400533,-3708.915074,1.475758,0.000000,0.000000
22.000000,100.0000,93.1870,70.0393,108.5913,575.259644,-3587.128523,-3011.868879,98.599027,-3686.115733,0.386784,0.000000,0.000000
23.000000,100.0000,99.6749,72.6009,104.9058,623.204407,-3607.402531,-2984.198124,102.205176,-3710.162296,0.554825,0.000000,0.000000
24.000000,100.0000,96.6807,92.0935,110.8517,601.842712,-3541.428113,-2939.585400,129.646197,-3671.546742,0.473835,0.000000,0.000000
25.000000,100.0000,101.5871,86.5784,112.4285,626.428345,-3538.203888,-2911.775543,121.882223,-3661.462248,1.375739,0.000000,0.000000
26.000000,100.0000,103.4307,75.3785,110.2943,641.599365,-3568.889803,-2927.290438,106.115321,-3675.126969,0.122296,0.000000,0.000000
27.000000,100.0000,99.3018,80.4765,111.1032,620.547241,-3556.413579,-2935.866338,113.292124,-3669.933941,0.228326,-0.000000,0.000000
28.000000,100.0000,101.7751,89.1848,107.4633,631.474854,-3567.757764,-2936.282910,125.551485,-3693.436726,0.126562,-0.000000,0.000000
29.000000,100.0000,98.2382,74.9482,103.4956,608.526672,-3613.866037,-3005.339364,105.509613,-3719.461979,0.086112,-0.000000,0.000000
30.000000,100.0000,91.2114,74.2457,106.4511,568.180969,-3595.034504,-3026.853535,104.520682,-3700.035290,0.481772,-0.000000,0.000000
31.000000,100.0000,95.3808,83.9520,105.6951,592.385498,-3585.834549,-2993.449051,118.184873,-3704.981509,0.961884,0.000000,0.000000
32.000000,100.0000,98.0425,75.3581,104.5443,608.864319,-3605.319119,-2996.454800,106.086721,-3712.541053,1.135561,0.000000,0.000000
33.000000,100.0000,101.3860,79.4787,105.4358,632.353760,-3594.444164,-2962.090404,111.887483,-3706.681483,0.350290,0.000000,0.000000
34.000000,100.0000,103.0378,84.6584,106.1751,641.126770,-3581.282077,-2940.155307,119.179373,-3701.838731,1.376355,0.000000,0.000000
35.000000,100.0000,96.8819,83.6480,111.5750,599.055298,-3547.502583,-2948.447285,117.756952,-3666.912905,1.653929,0.000000,0.000000
36.000000,100.0000,101.3448,75.9650,106.2051,629.064697,-3593.979715,-2964.915017,106.941066,-3701.642626,0.722509,0.000000,0.000000
37.000000,100.0000,99.5452,76.6477,104.8326,619.454346,-3601.708854,-2982.254508,107.902166,-3710.643964,1.034679,0.000000,0.000000
38.000000,100.0000,94.0539,77.2206,107.5614,584.638916,-3582.909122,-2998.270206,108.708612,-3692.798695,1.181659,0.000000,0.000000
39.000000,100.0000,97.3012,77.4367,102.2940,604.696655,-3618.216520,-3013.519864,109.012851,-3727.430728,0.201003,0.000000,0.000000
40.000000,100.0000,96.6939,77.4156,105.8155,601.581848,-3594.097695,-2992.515847,108.983193,-3704.192708,1.111726,-0.000000,0.000000
41.000000,100.0000,93.1470,76.2449,106.8693,579.620239,-3586.723352,-3007.103113,107.335027,-3697.305377,3.247115,-0.000000,0.000000
