time_ps,T_bath_K,T_kinetic_K,T_v_fictive_K,T_s_fictive_K,E_kinetic_kjmol,E_potential_kjmol,E_mech_kjmol,E_bond_kjmol,E_nonbonded_kjmol,E_cav_harmonic_kjmol,E_cav_coupling_kjmol,E_cav_dse_kjmol
1.000000,100.0000,98.4801,84.1515,108.9429,607.472595,-3564.818768,-2957.346173,118.465703,-3683.841004,0.556242,0.000000,0.000000
2.000000,100.0000,103.3690,69.9994,103.9502,641.302124,-3616.740211,-2975.438087,98.542924,-3716.458393,1.175337,0.000000,0.000000
3.000000,100.0000,99.5149,79.4904,108.0750,622.984741,-3577.494123,-2954.509382,111.903904,-3689.462528,0.064521,0.000000,0.000000
4.000000,100.0000,99.7682,86.9564,108.0012,621.134399,-3566.374373,-2945.239973,122.414330,-3689.941236,1.151459,0.000000,0.000000
5.000000,100.0000,106.1890,83.0704,107.6350,658.966187,-3575.095813,-2916.129626,116.943801,-3692.320459,0.279760,0.000000,0.000000
6.000000,100.0000,96.5751,74.7811,106.5169,598.175903,-3593.896580,-2995.720677,105.274383,-3699.605109,0.433539,-0.000000,0.000000
7.000000,100.0000,97.7830,77.2552,112.8117,608.125977,-3550.118986,-2941.993010,108.757398,-3659.020647,0.144934,0.000000,0.000000
8.000000,100.0000,102.3785,85.5872,109.1544,636.651001,-3561.848854,-2925.197853,120.486830,-3682.474066,0.138788,0.000000,0.000000
9.000000,100.0000,104.6408,83.8134,106.3600,648.453735,-3581.939515,-2933.485779,117.989730,-3700.629986,0.700618,0.000000,0.000000
10.000000,100.0000,97.9889,77.9519,109.0699,607.520874,-3572.589188,-2965.068314,109.738070,-3683.020388,0.695589,0.000000,0.000000
11.000000,100.0000,96.6103,76.6471,109.1456,599.393311,-3574.079767,-2974.686456,107.901284,-3682.530791,0.549899,0.000000,0.000000
12.000000,100.0000,102.0111,79.2153,107.4805,635.997437,-3581.578071,-2945.580634,111.516698,-3693.324532,0.230365,-0.000000,0.000000
13.000000,100.0000,101.7644,85.9380,107.2736,634.406189,-3572.076593,-2937.670404,120.980651,-3694.670952,1.613326,-0.000000,0.000000
14.000000,100.0000,103.1274,81.0042,110.4407,637.190491,-3559.463855,-2922.273365,114.035027,-3674.186322,0.687945,-0.000000,0.000000
15.000000,100.0000,99.8351,70.2296,105.4314,621.553040,-3604.643557,-2983.090517,98.866952,-3706.710185,3.200199,-0.000000,0.000000
16.000000,100.0000,91.9834,81.5086,108.4024,573.642578,-3570.371450,-2996.728872,114.745138,-3687.339646,2.224265,0.000000,0.000000
17.000000,100.0000,99.3682,80.5404,103.0001,615.101196,-3607.490146,-2992.388950,113.382107,-3722.742913,1.869516,0.000000,0.000000
18.000000,100.0000,95.3265,71.3099,106.1677,592.161743,-3600.765414,-3008.603671,100.387789,-3701.887485,0.735174,-0.000000,0.000000
19.000000,100.0000,100.1262,78.2995,104.2807,622.590576,-3603.854316,-2981.263740,110.227391,-3714.277540,0.196141,-0.000000,0.000000
20.000000,100.0000,103.5970,80.5167,105.8046,642.319153,-3590.667916,-2948.348763,113.348811,-3704.263933,0.246515,0.000000,0.000000
21.000000,100.0000,104.8580,76.8068,107.0257,650.782776,-3587.801247,-2937.018471,108.126063,-3696.285912,0.358574,0.000000,0.000000
22.000000,100.0000,100.7600,81.0291,110.3639,629.972168,-3560.057636,-2930.085468,114.070125,-3674.680011,0.552184,0.000000,0.000000
23.000000,100.0000,101.2710,91.1537,105.6762,628.856079,-3575.750273,-2946.894194,128.323246,-3705.105087,1.030146,0.000000,0.000000
24.000000,100.0000,98.1333,72.9896,106.4260,606.834839,-3596.444204,-2989.609365,102.752424,-3700.198899,1.001647,0.000000,0.000000
25.000000,100.0000,98.6295,68.5816,104.1986,615.464417,-3617.323221,-3001.858805,96.546875,-3714.819113,0.948590,-0.000000,0.000000
26.000000,100.0000,93.3548,79.9348,104.2694,583.487854,-3600.569811,-3017.081957,112.529556,-3714.352073,1.251417,-0.000000,0.000000
27.000000,100.0000,97.9214,84.0756,108.1611,606.155396,-3569.954697,-2963.799302,118.358805,-3688.904288,0.591646,-0.000000,0.000000
28.000000,100.0000,101.7144,74.3277,105.7965,630.379883,-3599.454747,-2969.074865,104.636073,-3704.316689,0.225566,-0.000000,0.000000
29.000000,100.0000,95.0441,75.2575,105.1678,592.842834,-3601.762554,-3008.919720,105.945090,-3708.440657,0.735390,-0.000000,0.000000
30.000000,100.0000,94.3049,81.1792,106.3248,586.321533,-3585.634977,-2999.313444,114.281398,-3700.860459,0.944142,-0.000000,0.000000
31.000000,100.0000,98.4467,78.9696,109.4718,608.463440,-3568.072510,-2959.609070,111.170801,-3680.424886,1.181828,-0.000000,0.000000
32.000000,100.0000,100.2398,72.7976,108.0449,626.244324,-3586.583349,-2960.339025,102.482025,-3689.658115,0.591775,-0.000000,0.000000
33.000000,100.0000,101.1335,83.4350,109.5648,633.569946,-3562.041840,-2928.471894,117.456988,-3679.825382,0.325697,0.000000,0.000000
34.000000,100.0000,101.0823,88.3907,113.2892,626.455811,-3530.261326,-2903.805515,124.433539,-3655.983940,1.289575,0.000000,0.000000
35.000000,100.0000,97.3195,77.0391,114.6474,603.176758,-3538.050139,-2934.873381,108.453121,-3647.376691,0.873579,0.000000,0.000000
36.000000,100.0000,96.3848,82.0542,113.7297,600.625732,-3537.410143,-2936.784410,115.513206,-3653.186953,0.264363,-0.000000,0.000000
37.000000,100.0000,100.2732,85.5397,109.9349,621.411194,-3556.540586,-2935.129392,120.420024,-3677.440080,0.480686,0.000000,0.000000
38.000000,100.0000,102.1030,79.6474,111.7254,634.454468,-3551.873808,-2917.419341,112.124952,-3665.951300,1.952076,0.000000,0.000000
39.000000,100.0000,104.9046,80.2641,109.5052,653.457886,-3562.910862,-2909.452976,112.993109,-3680.209186,4.304997,-0.000000,0.000000
40.000000,100.0000,100.4996,85.5779,111.0778,623.502136,-3547.850587,-2924.348451,120.473775,-3670.096659,1.772964,0.000000,0.000000
41.000000,100.0000,102.2496,77.7911,108.2449,634.200684,-3577.003015,-2942.802331,109.511699,-3688.360509,1.845371,-0.000000,0.000000
42.000000,100.0000,102.7079,79.1873,103.9341,640.804260,-3604.261239,-2963.456979,111.477282,-3716.564363,0.826516,0.000000,0.000000
43.000000,100.0000,98.1143,88.5512,114.6852,609.295776,-3521.953817,-2912.658041,124.659414,-3647.137366,0.524168,-0.000000,0.000000
44.000000,100.0000,101.0487,82.1082,109.4500,624.870850,-3564.279229,-2939.408380,115.589233,-3680.565864,0.697986,-0.000000,0.000000
45.000000,100.0000,103.8967,72.8462,106.7539,644.335571,-3595.215840,-2950.880269,102.550503,-3698.058500,0.292041,-0.000000,0.000000
46.000000,100.0000,98.8042,76.4915,107.3802,616.476257,-3586.177101,-2969.700844,107.682199,-3693.977472,0.116982,0.000000,0.000000
47.000000,100.0000,97.3015,83.9087,107.7204,605.410828,-3573.344512,-2967.933684,118.123886,-3691.765164,0.295374,0.000000,0.000000
48.000000,100.0000,95.7593,78.2252,106.3605,593.257324,-3588.653539,-2995.396215,110.122881,-3700.627244,1.850016,0.000000,0.000000
49.000000,100.0000,101.3397,75.0865,103.7994,630.280640,-3610.184803,-2979.904163,105.704354,-3717.453891,1.564927,0.000000,0.000000
50.000000,100.0000,98.6740,77.2544,109.4647,614.148071,-3570.883041,-2956.734970,108.756241,-3680.470460,0.832306,-0.000000,0.000000
51.000000,100.0000,102.2775,79.4753,107.1508,637.589233,-3582.713298,-2945.124065,111.882648,-3695.471122,0.875334,-0.000000,0.000000
52.000000,100.0000,95.0127,85.9262,113.0438,591.546814,-3536.559810,-2945.012996,120.964102,-3657.543478,0.020072,-0.000000,0.000000
53.000000,100.0000,98.4667,81.3055,107.9217,612.753418,-3575.705511,-2962.952093,114.459260,-3690.457492,0.293848,0.000000,0.000000
54.000000,100.0000,96.8594,75.9840,109.3803,601.453491,-3573.209053,-2971.755562,106.967812,-3681.015249,0.836888,-0.000000,0.000000
55.000000,100.0000,98.4544,75.4667,103.3136,614.294250,-3613.537797,-2999.243547,106.239590,-3720.666303,0.889476,0.000000,0.000000
56.000000,100.0000,97.1560,79.6594,104.8849,606.209167,-3596.333792,-2990.124625,112.141873,-3710.300064,1.824150,0.000000,0.000000
57.000000,100.0000,96.2199,79.7922,101.6832,597.436768,-3616.989795,-3019.553027,112.328841,-3731.497093,2.178865,0.000000,0.000000
58.000000,100.0000,95.1150,70.5577,102.3409,591.699951,-3625.667067,-3033.967116,99.328877,-3727.119208,2.124821,0.000000,0.000000
59.000000,100.0000,90.0410,68.7483,102.0874,566.608398,-3630.990609,-3064.382211,96.781663,-3728.804868,1.032221,0.000000,0.000000
60.000000,100.0000,92.1043,80.7124,98.2243,574.396118,-3637.126901,-3062.730783,113.624221,-3754.732360,3.981459,0.000000,0.000000
61.000000,100.0000,99.8004,81.6501,107.5378,616.863159,-3575.885508,-2959.022349,114.944259,-3692.952385,2.122864,0.000000,0.000000
62.000000,100.0000,104.3737,69.5857,107.2912,652.141968,-3595.405485,-2943.263517,97.960521,-3694.556302,1.189745,0.000000,0.000000
63.000000,100.0000,95.9043,86.4477,111.3190,598.064758,-3545.922143,-2947.857385,121.698299,-3668.551388,0.930295,0.000000,0.000000
64.000000,100.0000,99.9286,87.1598,112.6955,617.266724,-3536.505278,-2919.238555,122.700736,-3659.760837,0.554323,0.000000,0.000000
65.000000,100.0000,104.0559,74.9628,111.4717,646.323853,-3559.776791,-2913.452938,105.530224,-3667.573715,2.266800,0.000000,0.000000
66.000000,100.0000,109.4054,89.1601,108.0953,683.720459,-3562.743688,-2879.023229,125.516647,-3689.330779,1.070128,0.000000,0.000000
67.000000,100.0000,106.3797,90.0113,105.7124,658.135254,-3577.324851,-2919.189597,126.714921,-3704.868166,0.826827,0.000000,0.000000
68.000000,100.0000,105.4861,75.3327,111.4178,655.149780,-3559.547703,-2904.397923,106.050832,-3667.919087,2.319137,0.000000,0.000000
69.000000,100.0000,103.6581,80.7741,108.0692,645.853760,-3573.285784,-2927.432024,113.711149,-3689.500410,2.503506,0.000000,0.000000
