time_ps,T_bath_K,T_kinetic_K,T_v_fictive_K,T_s_fictive_K,E_kinetic_kjmol,E_potential_kjmol,E_mech_kjmol,E_bond_kjmol,E_nonbonded_kjmol,E_cav_harmonic_kjmol,E_cav_coupling_kjmol,E_cav_dse_kjmol
1.000000,100.0000,101.1346,80.9394,107.1832,625.447876,-3579.788575,-2954.340699,113.943811,-3695.259980,1.528984,0.000000,0.000000
2.000000,100.0000,102.4906,76.1355,104.4728,636.703369,-3605.656952,-2968.953583,107.181039,-3713.011748,0.174027,0.000000,0.000000
3.000000,100.0000,97.1385,78.0504,110.9967,604.877625,-3560.267486,-2955.389861,109.876720,-3670.617004,0.472546,0.000000,0.000000
4.000000,100.0000,92.5779,81.5508,111.1931,576.264526,-3554.106032,-2977.841506,114.804497,-3669.357764,0.447305,0.000000,0.000000
5.000000,100.0000,99.0550,82.1601,106.7958,616.863892,-3582.002093,-2965.138202,115.662265,-3697.784861,0.120063,0.000000,0.000000
6.000000,100.0000,99.2088,84.8903,102.6622,617.014343,-3604.626239,-2987.611896,119.505833,-3724.984355,0.852555,-0.000000,0.000000
7.000000,100.0000,99.8158,83.0699,108.7525,617.462280,-3566.039894,-2948.577614,116.943109,-3685.072321,2.088381,-0.000000,0.000000
8.000000,100.0000,98.4154,80.3421,115.5119,610.519531,-3526.519033,-2915.999502,113.102955,-3641.921477,2.299711,-0.000000,0.000000
9.000000,100.0000,98.6148,80.0796,110.9651,616.830261,-3556.112262,-2939.282001,112.733485,-3670.819485,1.974290,-0.000000,0.000000
10.000000,100.0000,102.8326,91.4055,108.6068,642.625732,-3557.016688,-2914.390955,128.677593,-3686.015714,0.321245,-0.000000,0.000000
11.000000,100.0000,95.4560,81.7319,108.8839,589.381714,-3568.712169,-2979.330455,115.059480,-3684.222537,0.452198,0.000000,0.000000
12.000000,100.0000,93.7436,75.6623,108.4391,584.130615,-3578.039087,-2993.908471,106.514904,-3687.102089,2.547723,0.000000,0.000000
13.000000,100.0000,94.0697,80.5809,108.4993,584.849487,-3570.458680,-2985.609192,113.439089,-3686.711776,2.813786,0.000000,0.000000
14.000000,100.0000,94.5828,77.8106,105.1310,587.156738,-3598.159238,-3011.002500,109.539142,-3708.682619,0.984264,0.000000,0.000000
15.000000,100.0000,93.7319,75.5838,103.9907,582.850769,-3609.629226,-3026.778457,106.404353,-3716.190792,0.156670,0.000000,0.000000
16.000000,100.0000,96.5274,79.5368,100.9053,599.936707,-3624.204205,-3024.267499,111.969275,-3736.691990,0.518366,-0.000000,0.000000
17.000000,100.0000,95.0879,77.3596,108.3061,588.881348,-3578.717572,-2989.836225,108.904277,-3687.963591,0.342901,0.000000,0.000000
18.000000,100.0000,95.3034,77.5554,106.8499,593.821045,-3587.877880,-2994.056835,109.179948,-3697.431684,0.373458,0.000000,0.000000
19.000000,100.0000,102.3902,83.6398,104.4101,636.412292,-3595.049505,-2958.637213,117.745395,-3713.424785,0.630133,-0.000000,0.000000
20.000000,100.0000,101.1590,81.5771,109.2234,627.015076,-3565.366733,-2938.351657,114.841554,-3682.028628,1.819779,-0.000000,0.000000
21.000000,100.0000,95.0138,78.9051,108.7792,592.530090,-3572.620264,-2980.090174,111.080065,-3684.899478,1.199267,-0.000000,0.000000
22.000000,100.0000,94.6864,80.2631,105.4152,590.528748,-3591.981926,-3001.453178,112.991756,-3706.816666,1.843511,-0.000000,0.000000
23.000000,100.0000,99.0958,79.8641,105.0428,615.398926,-3595.472622,-2980.073696,112.430014,-3709.261874,1.357045,0.000000,0.000000
24.000000,100.0000,104.2494,77.8977,100.1294,651.794556,-3630.693855,-2978.899299,109.661884,-3741.890710,1.536551,0.000000,0.000000
25.000000,100.0000,97.0642,80.7254,101.2863,605.699158,-3618.836095,-3013.136937,113.642621,-3734.145234,1.666248,0.000000,0.000000
